kod;date;balance
00003045;2021-12-01;0.0
00003046;2021-12-01;0.0
00003047;2021-12-01;0.0
00003048;2021-12-01;0.0
00003049;2021-12-01;0.0
00003050;2021-12-01;0.0
00003051;2021-12-01;0.0
00003052;2021-12-01;0.0
00003053;2021-12-01;0.0
00003054;2021-12-01;0.0
00003055;2021-12-01;0.0
00003056;2021-12-01;0.0
00003057;2021-12-01;0.0
00003058;2021-12-01;0.0
00003059;2021-12-01;0.0
00003060;2021-12-01;0.0
00003061;2021-12-01;0.0
00003062;2021-12-01;0.0
00003063;2021-12-01;0.0
00003064;2021-12-01;0.0
00003065;2021-12-01;0.0
00003066;2021-12-01;0.0
00003067;2021-12-01;0.0
00003068;2021-12-01;0.0
00003069;2021-12-01;0.0
00003071;2021-12-01;0.0
00003072;2021-12-01;0.0
00003073;2021-12-01;0.0
00003074;2021-12-01;0.0
00003075;2021-12-01;0.0
00003076;2021-12-01;0.0
00003077;2021-12-01;0.0
00003078;2021-12-01;0.0
00003079;2021-12-01;0.0
00003080;2021-12-01;0.0
00003081;2021-12-01;0.0
00003082;2021-12-01;0.0
00003083;2021-12-01;0.0
00003084;2021-12-01;0.0
00003085;2021-12-01;0.0
00003086;2021-12-01;0.0
00003087;2021-12-01;0.0
00003088;2021-12-01;0.0
00003089;2021-12-01;0.0
00003090;2021-12-01;0.0
00003091;2021-12-01;0.0
00003092;2021-12-01;0.0
00003093;2021-12-01;0.0
00003094;2021-12-01;0.0
00003095;2021-12-01;0.0
00003097;2021-12-01;0.0
00003098;2021-12-01;0.0
00003099;2021-12-01;0.0
00003100;2021-12-01;0.0
00003101;2021-12-01;0.0
00003102;2021-12-01;0.0
00003105;2021-12-01;0.0
00003106;2021-12-01;0.0
00003107;2021-12-01;0.0
00003108;2021-12-01;0.0
00003109;2021-12-01;0.0
00003110;2021-12-01;0.0
00003111;2021-12-01;0.0
00003112;2021-12-01;0.0
00003113;2021-12-01;0.0
00003114;2021-12-01;0.0
00003115;2021-12-01;0.0
00003116;2021-12-01;0.0
00003117;2021-12-01;0.0
00003118;2021-12-01;0.0
00003119;2021-12-01;0.0
00003120;2021-12-01;0.0
00003121;2021-12-01;0.0
00003122;2021-12-01;0.0
00003123;2021-12-01;0.0
00003124;2021-12-01;0.0
00003125;2021-12-01;0.0
00003126;2021-12-01;0.0
00003127;2021-12-01;0.0
00003128;2021-12-01;0.0
00003129;2021-12-01;0.0
00003130;2021-12-01;0.0
00003131;2021-12-01;0.0
00003132;2021-12-01;0.0
00003133;2021-12-01;0.0
00003134;2021-12-01;0.0
00003135;2021-12-01;0.0
00003136;2021-12-01;0.0
00003137;2021-12-01;0.0
00003138;2021-12-01;0.0
00003139;2021-12-01;0.0
00003140;2021-12-01;0.0
00003141;2021-12-01;0.0
00003142;2021-12-01;0.0
00003143;2021-12-01;0.0
00003144;2021-12-01;0.0
00003145;2021-12-01;0.0
00003146;2021-12-01;0.0
00003147;2021-12-01;0.0
00003148;2021-12-01;0.0
00003149;2021-12-01;0.0
00003150;2021-12-01;0.0
00003151;2021-12-01;0.0
00003152;2021-12-01;0.0
00003153;2021-12-01;0.0
00003154;2021-12-01;0.0
00003155;2021-12-01;0.0
00003156;2021-12-01;0.0
00003157;2021-12-01;0.0
00003158;2021-12-01;0.0
00003159;2021-12-01;0.0
00003160;2021-12-01;0.0
00003161;2021-12-01;0.0
00003162;2021-12-01;0.0
00003163;2021-12-01;0.0
00003164;2021-12-01;0.0
00003165;2021-12-01;0.0
00003166;2021-12-01;0.0
00003167;2021-12-01;0.0
00003168;2021-12-01;0.0
00003169;2021-12-01;0.0
00003170;2021-12-01;0.0
00003171;2021-12-01;0.0
00003173;2021-12-01;0.0
00003174;2021-12-01;0.0
00003175;2021-12-01;0.0
00003176;2021-12-01;0.0
00003177;2021-12-01;0.0
00003178;2021-12-01;0.0
00003179;2021-12-01;0.0
00003180;2021-12-01;0.0
00003181;2021-12-01;0.0
00003182;2021-12-01;0.0
00003183;2021-12-01;0.0
00003184;2021-12-01;0.0
00003185;2021-12-01;0.0
00003186;2021-12-01;0.0
00003187;2021-12-01;0.0
00003188;2021-12-01;0.0
00003189;2021-12-01;0.0
00003190;2021-12-01;0.0
00003191;2021-12-01;0.0
00003192;2021-12-01;0.0
00003193;2021-12-01;0.0
00003194;2021-12-01;0.0
00003195;2021-12-01;0.0
00003196;2021-12-01;0.0
00003197;2021-12-01;0.0
00003198;2021-12-01;0.0
00003199;2021-12-01;0.0
00003200;2021-12-01;0.0
00003201;2021-12-01;0.0
00003202;2021-12-01;0.0
00003203;2021-12-01;0.0
00003204;2021-12-01;0.0
00003205;2021-12-01;0.0
00003206;2021-12-01;0.0
00003207;2021-12-01;0.0
00003208;2021-12-01;0.0
00003209;2021-12-01;0.0
00003210;2021-12-01;0.0
00003211;2021-12-01;0.0
00003212;2021-12-01;0.0
00003213;2021-12-01;0.0
00003214;2021-12-01;0.0
00003215;2021-12-01;0.0
00003216;2021-12-01;0.0
00003217;2021-12-01;0.0
00003218;2021-12-01;0.0
00003219;2021-12-01;0.0
00003220;2021-12-01;0.0
00003221;2021-12-01;0.0
00003222;2021-12-01;0.0
00003223;2021-12-01;0.0
00003224;2021-12-01;0.0
00003225;2021-12-01;0.0
00003226;2021-12-01;0.0
00003227;2021-12-01;0.0
00003228;2021-12-01;0.0
00003229;2021-12-01;0.0
00003230;2021-12-01;0.0
00003231;2021-12-01;0.0
00003232;2021-12-01;0.0
00003233;2021-12-01;0.0
00003234;2021-12-01;0.0
00003235;2021-12-01;0.0
00003236;2021-12-01;0.0
00003237;2021-12-01;0.0
00003238;2021-12-01;0.0
00003239;2021-12-01;0.0
00003240;2021-12-01;0.0
00003241;2021-12-01;0.0
00003242;2021-12-01;0.0
00003243;2021-12-01;0.0
00003244;2021-12-01;0.0
00003245;2021-12-01;0.0
00003246;2021-12-01;0.0
00003247;2021-12-01;0.0
00003248;2021-12-01;0.0
00003250;2021-12-01;0.0
00003251;2021-12-01;0.0
00003252;2021-12-01;0.0
00003253;2021-12-01;0.0
00003254;2021-12-01;0.0
00003255;2021-12-01;0.0
00003256;2021-12-01;0.0
00003257;2021-12-01;0.0
00003258;2021-12-01;0.0
00003259;2021-12-01;0.0
00003260;2021-12-01;0.0
00003261;2021-12-01;0.0
00003262;2021-12-01;0.0
00003263;2021-12-01;0.0
00003264;2021-12-01;0.0
00003265;2021-12-01;0.0
00003266;2021-12-01;0.0
00003267;2021-12-01;0.0
00003268;2021-12-01;0.0
00003269;2021-12-01;0.0
00003270;2021-12-01;0.0
00003271;2021-12-01;0.0
00003272;2021-12-01;0.0
00003273;2021-12-01;0.0
00003274;2021-12-01;0.0
00003275;2021-12-01;0.0
00003276;2021-12-01;0.0
00003277;2021-12-01;0.0
00003278;2021-12-01;0.0
00003279;2021-12-01;0.0
00003280;2021-12-01;0.0
00003281;2021-12-01;0.0
00003282;2021-12-01;0.0
00003283;2021-12-01;0.0
00003284;2021-12-01;0.0
00003285;2021-12-01;0.0
00003286;2021-12-01;0.0
00003287;2021-12-01;0.0
00003288;2021-12-01;0.0
00003289;2021-12-01;0.0
00003290;2021-12-01;0.0
00003291;2021-12-01;0.0
00003292;2021-12-01;0.0
00003293;2021-12-01;0.0
00003294;2021-12-01;0.0
00003295;2021-12-01;0.0
00003296;2021-12-01;0.0
00003297;2021-12-01;0.0
00003298;2021-12-01;0.0
00003299;2021-12-01;0.0
00003300;2021-12-01;0.0
00003301;2021-12-01;0.0
00003302;2021-12-01;0.0
00003303;2021-12-01;0.0
00003304;2021-12-01;0.0
00003305;2021-12-01;0.0
00003306;2021-12-01;0.0
00003307;2021-12-01;0.0
00003309;2021-12-01;0.0
00003310;2021-12-01;0.0
00003311;2021-12-01;0.0
00003312;2021-12-01;0.0
00003313;2021-12-01;0.0
00003314;2021-12-01;0.0
00003315;2021-12-01;0.0
00003316;2021-12-01;0.0
00003317;2021-12-01;0.0
00003318;2021-12-01;0.0
00003319;2021-12-01;0.0
00003320;2021-12-01;0.0
00003321;2021-12-01;0.0
00003322;2021-12-01;0.0
00003323;2021-12-01;0.0
00003324;2021-12-01;0.0
00003325;2021-12-01;0.0
00003326;2021-12-01;0.0
00003327;2021-12-01;0.0
00003328;2021-12-01;0.0
00003329;2021-12-01;0.0
00003330;2021-12-01;0.0
00003331;2021-12-01;0.0
00003332;2021-12-01;0.0
00003333;2021-12-01;0.0
00003334;2021-12-01;0.0
00003335;2021-12-01;0.0
00003336;2021-12-01;0.0
00003337;2021-12-01;0.0
00003338;2021-12-01;0.0
00003339;2021-12-01;0.0
00003340;2021-12-01;0.0
00003341;2021-12-01;0.0
00003342;2021-12-01;0.0
00003343;2021-12-01;0.0
00003345;2021-12-01;0.0
00003346;2021-12-01;0.0
00003347;2021-12-01;0.0
00003348;2021-12-01;0.0
00003349;2021-12-01;0.0
00003350;2021-12-01;0.0
00003351;2021-12-01;0.0
00003352;2021-12-01;0.0
00003353;2021-12-01;0.0
00003354;2021-12-01;0.0
00003355;2021-12-01;0.0
00003356;2021-12-01;0.0
00003357;2021-12-01;0.0
00003358;2021-12-01;0.0
00003359;2021-12-01;0.0
00003360;2021-12-01;0.0
00003361;2021-12-01;0.0
00003362;2021-12-01;0.0
00003363;2021-12-01;0.0
00003364;2021-12-01;0.0
00003365;2021-12-01;0.0
00003366;2021-12-01;0.0
00003367;2021-12-01;0.0
00003368;2021-12-01;0.0
00003369;2021-12-01;0.0
00003370;2021-12-01;0.0
00003371;2021-12-01;0.0
00003372;2021-12-01;0.0
00003373;2021-12-01;0.0
00003374;2021-12-01;0.0
00003375;2021-12-01;0.0
00003376;2021-12-01;0.0
00003377;2021-12-01;0.0
00003378;2021-12-01;0.0
00003379;2021-12-01;0.0
00003380;2021-12-01;0.0
00003381;2021-12-01;0.0
00003382;2021-12-01;0.0
00003383;2021-12-01;0.0
00003384;2021-12-01;0.0
00003385;2021-12-01;0.0
00003386;2021-12-01;0.0
00003387;2021-12-01;0.0
00003388;2021-12-01;0.0
00003389;2021-12-01;0.0
00003390;2021-12-01;0.0
00003391;2021-12-01;0.0
00003392;2021-12-01;0.0
00003393;2021-12-01;0.0
00003394;2021-12-01;0.0
00003395;2021-12-01;0.0
00003397;2021-12-01;0.0
00003398;2021-12-01;0.0
00003399;2021-12-01;0.0
00003400;2021-12-01;0.0
00003401;2021-12-01;0.0
00003402;2021-12-01;0.0
00003403;2021-12-01;0.0
00003404;2021-12-01;0.0
00003405;2021-12-01;0.0
00003406;2021-12-01;0.0
00003408;2021-12-01;0.0
00003409;2021-12-01;0.0
00003410;2021-12-01;0.0
00003411;2021-12-01;0.0
00003412;2021-12-01;0.0
00003413;2021-12-01;0.0
00003414;2021-12-01;0.0
00003415;2021-12-01;0.0
00003416;2021-12-01;0.0
00003417;2021-12-01;0.0
00003418;2021-12-01;0.0
00003419;2021-12-01;0.0
00003420;2021-12-01;0.0
00003421;2021-12-01;0.0
00003422;2021-12-01;0.0
00003423;2021-12-01;0.0
00003424;2021-12-01;0.0
00003425;2021-12-01;0.0
00003426;2021-12-01;0.0
00003427;2021-12-01;0.0
00003428;2021-12-01;0.0
00003429;2021-12-01;0.0
00003430;2021-12-01;0.0
00003431;2021-12-01;0.0
00003432;2021-12-01;0.0
00003433;2021-12-01;0.0
00003434;2021-12-01;0.0
00003436;2021-12-01;0.0
00003437;2021-12-01;0.0
00003438;2021-12-01;0.0
00003439;2021-12-01;0.0
00003440;2021-12-01;0.0
00003441;2021-12-01;0.0
00003442;2021-12-01;0.0
00003443;2021-12-01;0.0
00003444;2021-12-01;0.0
00003445;2021-12-01;0.0
00003446;2021-12-01;0.0
00003447;2021-12-01;0.0
00003448;2021-12-01;0.0
00003449;2021-12-01;0.0
00003451;2021-12-01;0.0
00003452;2021-12-01;0.0
00003453;2021-12-01;0.0
00003456;2021-12-01;0.0
00003457;2021-12-01;0.0
00003458;2021-12-01;0.0
00003459;2021-12-01;0.0
00003460;2021-12-01;0.0
00003461;2021-12-01;0.0
00003462;2021-12-01;0.0
00003463;2021-12-01;0.0
00003464;2021-12-01;0.0
00003465;2021-12-01;0.0
00003466;2021-12-01;0.0
00003467;2021-12-01;0.0
00003468;2021-12-01;0.0
00003469;2021-12-01;0.0
00003472;2021-12-01;0.0
00003473;2021-12-01;0.0
00003474;2021-12-01;0.0
00003475;2021-12-01;0.0
00003476;2021-12-01;0.0
00003478;2021-12-01;0.0
00003479;2021-12-01;0.0
00003480;2021-12-01;0.0
00003481;2021-12-01;0.0
00003482;2021-12-01;0.0
00003483;2021-12-01;0.0
00003484;2021-12-01;0.0
00003485;2021-12-01;0.0
00003486;2021-12-01;0.0
00003487;2021-12-01;0.0
00003488;2021-12-01;0.0
00003489;2021-12-01;0.0
00003490;2021-12-01;0.0
00003491;2021-12-01;0.0
00003492;2021-12-01;0.0
00003493;2021-12-01;0.0
00003494;2021-12-01;0.0
00003495;2021-12-01;0.0
00003498;2021-12-01;0.0
00003499;2021-12-01;0.0
00003501;2021-12-01;0.0
00003503;2021-12-01;0.0
00003504;2021-12-01;0.0
00003505;2021-12-01;0.0
00003506;2021-12-01;0.0
00003507;2021-12-01;0.0
00003508;2021-12-01;0.0
00003509;2021-12-01;0.0
00003511;2021-12-01;0.0
00003512;2021-12-01;0.0
00003513;2021-12-01;0.0
00003514;2021-12-01;0.0
00003515;2021-12-01;0.0
00003516;2021-12-01;0.0
00003517;2021-12-01;0.0
00003518;2021-12-01;0.0
00003519;2021-12-01;0.0
00003520;2021-12-01;0.0
00003521;2021-12-01;0.0
00003522;2021-12-01;0.0
00003523;2021-12-01;0.0
00003524;2021-12-01;0.0
00003525;2021-12-01;0.0
00003526;2021-12-01;0.0
00003527;2021-12-01;0.0
00003528;2021-12-01;0.0
00003529;2021-12-01;0.0
00003530;2021-12-01;0.0
00003531;2021-12-01;0.0
00003532;2021-12-01;0.0
00003533;2021-12-01;0.0
00003534;2021-12-01;0.0
00003535;2021-12-01;0.0
00003536;2021-12-01;0.0
00003537;2021-12-01;0.0
00003538;2021-12-01;0.0
00003539;2021-12-01;0.0
00003540;2021-12-01;0.0
00003541;2021-12-01;0.0
00003542;2021-12-01;0.0
00003543;2021-12-01;0.0
00003544;2021-12-01;0.0
00003545;2021-12-01;0.0
00003546;2021-12-01;0.0
00003547;2021-12-01;0.0
00003548;2021-12-01;0.0
00003549;2021-12-01;0.0
00003550;2021-12-01;0.0
00003551;2021-12-01;0.0
00003552;2021-12-01;0.0
00003553;2021-12-01;0.0
00003554;2021-12-01;0.0
00003555;2021-12-01;0.0
00003556;2021-12-01;0.0
00003557;2021-12-01;0.0
00003558;2021-12-01;0.0
00003559;2021-12-01;0.0
00003560;2021-12-01;0.0
00003561;2021-12-01;0.0
00003562;2021-12-01;0.0
00003563;2021-12-01;0.0
00003564;2021-12-01;0.0
00003565;2021-12-01;0.0
00003566;2021-12-01;0.0
00003567;2021-12-01;0.0
00003568;2021-12-01;0.0
00003569;2021-12-01;0.0
00003570;2021-12-01;0.0
00003571;2021-12-01;0.0
00003572;2021-12-01;0.0
00003574;2021-12-01;0.0
00003575;2021-12-01;0.0
00003576;2021-12-01;0.0
00003577;2021-12-01;0.0
00003578;2021-12-01;0.0
00003579;2021-12-01;0.0
00003580;2021-12-01;0.0
00003581;2021-12-01;0.0
00003582;2021-12-01;0.0
00003583;2021-12-01;0.0
00003584;2021-12-01;0.0
00003585;2021-12-01;0.0
00003586;2021-12-01;0.0
00003587;2021-12-01;0.0
00003588;2021-12-01;0.0
00003589;2021-12-01;0.0
00003590;2021-12-01;0.0
00003591;2021-12-01;0.0
00003592;2021-12-01;0.0
00003593;2021-12-01;0.0
00003594;2021-12-01;0.0
00003595;2021-12-01;0.0
00003596;2021-12-01;0.0
00003597;2021-12-01;0.0
00003598;2021-12-01;0.0
00003599;2021-12-01;0.0
00003600;2021-12-01;0.0
00003601;2021-12-01;0.0
00003602;2021-12-01;0.0
00003603;2021-12-01;0.0
00003604;2021-12-01;0.0
00003605;2021-12-01;0.0
00003606;2021-12-01;0.0
00003607;2021-12-01;0.0
00003608;2021-12-01;0.0
00003609;2021-12-01;0.0
00003610;2021-12-01;0.0
00003611;2021-12-01;0.0
00003612;2021-12-01;0.0
00003613;2021-12-01;0.0
00003614;2021-12-01;0.0
00003615;2021-12-01;0.0
00003616;2021-12-01;0.0
00003617;2021-12-01;0.0
00003618;2021-12-01;0.0
00003619;2021-12-01;0.0
00003620;2021-12-01;0.0
00003621;2021-12-01;0.0
00003622;2021-12-01;0.0
00003623;2021-12-01;0.0
00003624;2021-12-01;0.0
00003625;2021-12-01;0.0
00003626;2021-12-01;0.0
00003627;2021-12-01;0.0
00003628;2021-12-01;0.0
00003629;2021-12-01;0.0
00003630;2021-12-01;0.0
00003631;2021-12-01;0.0
00003632;2021-12-01;0.0
00003633;2021-12-01;0.0
00003634;2021-12-01;0.0
00003637;2021-12-01;0.0
00003638;2021-12-01;0.0
00003639;2021-12-01;0.0
00003640;2021-12-01;0.0
00003641;2021-12-01;0.0
00003642;2021-12-01;0.0
00003643;2021-12-01;0.0
00003644;2021-12-01;0.0
00003645;2021-12-01;0.0
00003646;2021-12-01;0.0
00003647;2021-12-01;0.0
00003648;2021-12-01;0.0
00003649;2021-12-01;0.0
00003650;2021-12-01;0.0
00003651;2021-12-01;0.0
00003652;2021-12-01;0.0
00003653;2021-12-01;0.0
00003654;2021-12-01;0.0
00003655;2021-12-01;0.0
00003656;2021-12-01;0.0
00003657;2021-12-01;0.0
00003658;2021-12-01;0.0
00003659;2021-12-01;0.0
00003660;2021-12-01;0.0
00003661;2021-12-01;0.0
00003662;2021-12-01;0.0
00003663;2021-12-01;0.0
00003664;2021-12-01;0.0
00003665;2021-12-01;0.0
00003666;2021-12-01;0.0
00003667;2021-12-01;0.0
00003668;2021-12-01;0.0
00003669;2021-12-01;0.0
00003670;2021-12-01;0.0
00003673;2021-12-01;0.0
00003674;2021-12-01;0.0
00003675;2021-12-01;0.0
00003676;2021-12-01;0.0
00003677;2021-12-01;0.0
00003678;2021-12-01;0.0
00003679;2021-12-01;0.0
00003680;2021-12-01;0.0
00003681;2021-12-01;0.0
00003682;2021-12-01;0.0
00003683;2021-12-01;0.0
00003684;2021-12-01;0.0
00003685;2021-12-01;0.0
00003687;2021-12-01;0.0
00003688;2021-12-01;0.0
00003689;2021-12-01;0.0
00003690;2021-12-01;0.0
00003691;2021-12-01;0.0
00003692;2021-12-01;0.0
00003693;2021-12-01;0.0
00003694;2021-12-01;0.0
00003695;2021-12-01;0.0
00003696;2021-12-01;0.0
00003697;2021-12-01;0.0
00003698;2021-12-01;0.0
00003699;2021-12-01;0.0
00003700;2021-12-01;0.0
00003702;2021-12-01;0.0
00003703;2021-12-01;0.0
00003704;2021-12-01;0.0
00003705;2021-12-01;0.0
00003706;2021-12-01;0.0
00003707;2021-12-01;0.0
00003708;2021-12-01;0.0
00003709;2021-12-01;0.0
00003710;2021-12-01;0.0
00003711;2021-12-01;0.0
00003712;2021-12-01;0.0
00003713;2021-12-01;0.0
00003714;2021-12-01;0.0
00003715;2021-12-01;0.0
00003716;2021-12-01;0.0
00003717;2021-12-01;0.0
00003718;2021-12-01;0.0
00003719;2021-12-01;0.0
00003720;2021-12-01;0.0
00003721;2021-12-01;0.0
00003722;2021-12-01;0.0
00003724;2021-12-01;0.0
00003725;2021-12-01;0.0
00003726;2021-12-01;0.0
00003727;2021-12-01;0.0
00003728;2021-12-01;0.0
00003729;2021-12-01;0.0
00003730;2021-12-01;0.0
00003731;2021-12-01;0.0
00003732;2021-12-01;0.0
00003733;2021-12-01;0.0
00003734;2021-12-01;0.0
00003735;2021-12-01;0.0
00003736;2021-12-01;0.0
00003737;2021-12-01;0.0
00003738;2021-12-01;0.0
00003740;2021-12-01;0.0
00003742;2021-12-01;0.0
00003743;2021-12-01;0.0
00003744;2021-12-01;0.0
00003745;2021-12-01;0.0
00003746;2021-12-01;0.0
00003748;2021-12-01;0.0
00003749;2021-12-01;0.0
00003750;2021-12-01;0.0
00003751;2021-12-01;0.0
00003752;2021-12-01;0.0
00003753;2021-12-01;0.0
00003754;2021-12-01;0.0
00003755;2021-12-01;0.0
00003756;2021-12-01;0.0
00003757;2021-12-01;0.0
00003758;2021-12-01;0.0
00003759;2021-12-01;0.0
00003760;2021-12-01;0.0
00003761;2021-12-01;0.0
00003762;2021-12-01;0.0
00003763;2021-12-01;0.0
00003764;2021-12-01;0.0
00003765;2021-12-01;0.0
00003766;2021-12-01;0.0
00003767;2021-12-01;0.0
00003768;2021-12-01;0.0
00003769;2021-12-01;0.0
00003770;2021-12-01;0.0
00003771;2021-12-01;0.0
00003772;2021-12-01;0.0
00003773;2021-12-01;0.0
00003774;2021-12-01;0.0
00003775;2021-12-01;0.0
00003776;2021-12-01;0.0
00003777;2021-12-01;0.0
00003778;2021-12-01;0.0
00003779;2021-12-01;0.0
00003780;2021-12-01;0.0
00003781;2021-12-01;0.0
00003782;2021-12-01;0.0
00003783;2021-12-01;0.0
00003784;2021-12-01;0.0
00003785;2021-12-01;0.0
00003786;2021-12-01;0.0
00003787;2021-12-01;0.0
00003788;2021-12-01;0.0
00003790;2021-12-01;0.0
00003791;2021-12-01;0.0
00003792;2021-12-01;0.0
00003793;2021-12-01;0.0
00003794;2021-12-01;0.0
00003795;2021-12-01;0.0
00003796;2021-12-01;0.0
00003797;2021-12-01;0.0
00003798;2021-12-01;0.0
00003800;2021-12-01;0.0
00003801;2021-12-01;0.0
00003802;2021-12-01;0.0
00003803;2021-12-01;0.0
00003804;2021-12-01;0.0
00003805;2021-12-01;0.0
00003806;2021-12-01;0.0
00003807;2021-12-01;0.0
00003808;2021-12-01;0.0
00003809;2021-12-01;0.0
00003810;2021-12-01;0.0
00003811;2021-12-01;0.0
00003812;2021-12-01;0.0
00003813;2021-12-01;0.0
00003814;2021-12-01;0.0
00003815;2021-12-01;0.0
00003816;2021-12-01;0.0
00003817;2021-12-01;0.0
00003818;2021-12-01;0.0
00003819;2021-12-01;0.0
00003820;2021-12-01;0.0
00003821;2021-12-01;0.0
00003822;2021-12-01;0.0
00003823;2021-12-01;0.0
00003824;2021-12-01;0.0
00003825;2021-12-01;0.0
00003826;2021-12-01;0.0
00003827;2021-12-01;0.0
00003828;2021-12-01;0.0
00003829;2021-12-01;0.0
00003830;2021-12-01;0.0
00003831;2021-12-01;0.0
00003832;2021-12-01;0.0
00003833;2021-12-01;0.0
00003834;2021-12-01;0.0
00003835;2021-12-01;0.0
00003836;2021-12-01;0.0
00003837;2021-12-01;0.0
00003838;2021-12-01;0.0
00003839;2021-12-01;0.0
00003840;2021-12-01;0.0
00003842;2021-12-01;0.0
00003843;2021-12-01;0.0
00003844;2021-12-01;0.0
00003845;2021-12-01;0.0
00003846;2021-12-01;0.0
00003847;2021-12-01;0.0
00003848;2021-12-01;0.0
00003849;2021-12-01;0.0
00003850;2021-12-01;0.0
00003852;2021-12-01;0.0
00003853;2021-12-01;0.0
00003854;2021-12-01;0.0
00003855;2021-12-01;0.0
00003856;2021-12-01;0.0
00003857;2021-12-01;0.0
00003858;2021-12-01;0.0
00003859;2021-12-01;0.0
00003860;2021-12-01;0.0
00003861;2021-12-01;0.0
