,kod,year_month,kolichestvo,summa
195,00002899,2022-01,2.0,187.49
196,00002899,2022-02,2.0,114.98
200,00002904,2022-01,2.0,92.0
206,00002908,2022-01,2.0,0.0
207,00002908,2022-06,2.0,0.0
208,00002908,2023-11,2.0,0.0
209,00002908,2024-04,2.0,0.0
210,00002909,2022-01,2.0,58.0
211,00002909,2023-05,2.0,73.74
212,00002909,2024-03,6.0,497.5
213,00002910,2022-01,3.0,696.3199999999999
217,00002913,2022-01,2.0,0.0
225,00002919,2022-01,8.0,2063.76
226,00002919,2022-02,8.0,2507.12
227,00002919,2022-11,6.0,2017.8000000000002
228,00002919,2023-04,8.0,2247.6
229,00002919,2023-05,8.0,2165.44
230,00002919,2023-10,1.0,297.24
231,00002919,2024-03,8.0,2816.0
234,00002921,2022-01,2.0,0.0
235,00002921,2024-02,3.0,0.0
237,00002923,2022-01,1.0,0.0
240,00002925,2022-01,20.0,3240.0
241,00002925,2022-05,4.0,1176.0
242,00002925,2022-06,4.0,1176.0
243,00002925,2022-12,4.0,1148.0
244,00002925,2023-11,8.0,2048.96
245,00002925,2024-03,4.0,1492.0
246,00002925,2024-04,4.0,1320.0
247,00002925,2024-05,4.0,1156.0
248,00002925,2024-06,4.0,1306.56
249,00002926,2022-01,1.0,0.0
250,00002926,2022-11,2.0,1995.0
251,00002926,2023-03,2.0,0.0
252,00002926,2023-10,3.0,0.0
253,00002927,2022-01,1.0,50.0
254,00002927,2022-02,8.0,526.24
255,00002927,2022-10,8.0,862.16
256,00002927,2024-07,5.0,437.55
257,00002928,2022-01,1.0,0.0
258,00002928,2022-11,1.0,0.0
259,00002928,2023-05,1.0,0.0
260,00002928,2024-02,1.0,0.0
261,00002928,2024-05,1.0,0.0
262,00002929,2022-01,25.0,500.0
263,00002929,2023-05,2.0,54.0
264,00002929,2023-10,10.0,390.0
265,00002929,2024-09,10.0,390.0
266,00002930,2022-01,4.0,1300.0
267,00002930,2022-02,2.0,536.0
268,00002930,2022-08,2.0,644.0
271,00002933,2022-01,2.0,662.0
272,00002934,2022-01,16.0,960.0
273,00002934,2023-07,10.0,644.8000000000001
274,00002934,2024-10,6.0,480.0
305,00002999,2022-02,2.0,1610.0
306,00002999,2023-03,1.0,800.54
307,00002999,2023-07,2.0,1700.38
308,00003000,2022-02,2.0,1610.7
309,00003000,2023-05,1.0,848.1
310,00003000,2023-06,2.0,1704.04
311,00003000,2024-08,1.0,925.74
314,00003002,2022-02,3.0,0.0
315,00003002,2022-07,1.0,0.0
316,00003002,2022-09,9.0,0.0
321,00003007,2022-02,20.0,250.0
322,00003008,2022-02,20.0,250.0
323,00003009,2022-02,20.0,250.0
324,00003013,2022-02,1.0,489.0
325,00003013,2022-10,1.0,566.0
326,00003013,2023-11,1.0,642.88
327,00003013,2024-09,1.0,569.0
329,00003017,2022-02,2.0,120.0
330,00003017,2022-03,3.0,198.24
331,00003018,2022-02,5.0,160.82999999999998
332,00003018,2022-07,5.0,125.0
333,00003019,2022-02,3.0,2202.0
336,00003021,2022-02,1.0,0.0
337,00003021,2022-12,1.0,0.0
338,00003021,2023-11,1.0,0.0
339,00003022,2022-05,2.0,0.0
340,00003022,2023-01,2.0,0.0
341,00003022,2023-03,2.0,0.0
342,00003022,2023-04,4.0,0.0
343,00003022,2023-05,6.0,0.0
344,00003022,2023-07,4.0,0.0
345,00003022,2023-10,2.0,0.0
346,00003022,2023-11,2.0,0.0
347,00003022,2023-12,6.0,0.0
348,00003022,2024-03,2.0,0.0
349,00003022,2024-05,6.0,0.0
350,00003022,2024-07,6.0,0.0
361,00003030,2022-02,10.0,385.09999999999997
362,00003031,2022-02,10.0,333.40000000000003
365,00003034,2022-02,2.0,0.0
366,00003034,2023-02,2.0,0.0
369,00003038,2022-03,10.0,294.6
370,00003039,2022-03,4.0,3521.12
371,00003039,2023-07,4.0,0.0
372,00003039,2023-10,4.0,3992.0
373,00003039,2023-11,12.0,0.0
374,00003039,2024-06,4.0,0.0
375,00003040,2022-03,2.0,0.0
378,00003048,2022-03,1.0,0.0
379,00003048,2022-06,1.0,0.0
380,00003048,2023-03,2.0,1883.68
381,00003048,2023-04,2.0,0.0
382,00003048,2024-01,4.0,2513.28
383,00003048,2024-02,6.0,2533.44
384,00003048,2024-03,2.0,1650.0
385,00003048,2024-05,4.0,2750.72
386,00003048,2024-07,3.0,1865.58
415,00003066,2022-09,8.0,7408.639999999999
416,00003066,2023-07,4.0,3149.6
417,00003066,2024-04,20.0,17252.48
418,00003067,2022-04,4.0,2030.4
419,00003067,2022-05,16.0,7680.0
420,00003067,2022-06,8.0,4080.0
421,00003067,2022-07,8.0,4212.0
422,00003067,2022-08,8.0,4256.0
423,00003067,2022-10,16.0,7870.24
424,00003067,2022-11,8.0,3995.2
425,00003067,2023-04,32.0,8593.28
426,00003067,2024-03,32.0,11791.36
427,00003067,2024-07,8.0,3530.56
428,00003067,2024-09,16.0,6235.68
429,00003068,2022-03,12.0,5374.32
430,00003068,2022-05,4.0,1804.0
431,00003068,2022-06,4.0,1804.0
432,00003068,2022-07,8.0,3923.7000000000003
433,00003068,2022-08,5.0,2500.34
434,00003068,2022-09,8.0,4008.48
435,00003068,2022-11,7.0,3819.62
436,00003068,2023-02,4.0,1584.0
437,00003068,2023-03,4.0,1584.0
438,00003068,2023-04,8.0,3024.0
439,00003068,2023-06,8.0,2553.6
440,00003068,2023-09,8.0,3842.16
441,00003068,2023-10,8.0,2529.12
442,00003068,2023-11,8.0,3670.32
443,00003068,2024-04,8.0,3045.68
444,00003068,2024-06,4.0,1400.0
445,00003068,2024-07,8.0,2660.0
446,00003068,2024-09,8.0,2720.0
447,00003069,2022-03,5.0,1116.0
450,00003072,2022-06,4.0,808.0
451,00003072,2023-08,4.0,707.6
452,00003072,2024-07,4.0,802.52
455,00003078,2022-03,1.0,0.0
456,00003078,2022-06,3.0,0.0
457,00003078,2023-02,3.0,0.0
458,00003078,2023-03,1.0,0.0
459,00003078,2023-05,2.0,0.0
460,00003078,2024-01,1.0,0.0
461,00003078,2024-04,1.0,0.0
462,00003078,2024-06,3.0,0.0
463,00003078,2024-09,2.0,0.0
495,00003089,2022-03,15.0,3075.0
496,00003089,2022-07,10.0,2370.0
497,00003089,2022-09,5.0,1130.0
498,00003089,2022-11,10.0,2260.0
499,00003089,2023-07,10.0,2260.0
500,00003089,2023-11,20.0,4400.0
501,00003089,2024-03,10.0,2350.0
502,00003089,2024-06,10.0,2470.0
503,00003089,2024-08,10.0,2470.0
504,00003090,2022-03,17.0,15327.0
505,00003090,2022-11,2.0,1882.0
506,00003090,2023-02,4.0,3764.0
507,00003090,2023-04,10.0,9410.0
508,00003090,2023-09,10.0,9230.0
509,00003090,2023-10,10.0,9150.0
510,00003090,2023-11,20.0,18380.0
511,00003090,2024-03,10.0,9790.0
512,00003090,2024-07,10.0,0.0
513,00003090,2024-10,15.0,0.0
521,00003094,2022-03,4.0,577.88
526,00003100,2022-03,5.0,4195.45
527,00003101,2022-03,3.0,1192.0
528,00003101,2022-04,1.0,688.0
531,00003105,2022-03,5.0,4195.45
532,00003106,2022-03,4.0,2731.0
536,00003109,2022-03,2.0,0.0
537,00003109,2022-04,2.0,1879.16
538,00003110,2022-03,8.0,5865.76
545,00003116,2022-03,1.0,0.0
546,00003116,2022-05,1.0,0.0
548,00003118,2022-03,2.0,0.0
549,00003118,2023-08,2.0,0.0
550,00003118,2024-01,2.0,0.0
553,00003120,2022-03,2.0,0.0
554,00003120,2022-04,1.0,0.0
555,00003120,2022-06,2.0,1783.84
556,00003120,2022-07,1.0,879.1
557,00003120,2022-08,1.0,704.34
558,00003120,2022-10,2.0,1408.68
559,00003120,2022-11,1.0,704.34
560,00003120,2023-03,1.0,704.34
561,00003120,2023-06,1.0,704.34
562,00003120,2023-07,3.0,2113.02
563,00003120,2023-08,3.0,2795.55
564,00003120,2024-06,3.0,2375.46
565,00003120,2024-08,2.0,1583.64
568,00003122,2022-03,1.0,0.0
569,00003122,2022-04,2.0,0.0
570,00003122,2023-09,2.0,0.0
571,00003122,2024-04,1.0,0.0
574,00003125,2022-03,2.0,0.0
575,00003125,2023-09,4.0,2927.96
576,00003125,2023-10,2.0,1318.04
577,00003125,2023-12,3.0,1977.06
578,00003126,2022-03,2.0,0.0
579,00003127,2022-03,3.0,0.0
580,00003128,2022-03,2.0,0.0
581,00003129,2022-03,2.0,1969.94
593,00003132,2022-03,6.0,2909.1000000000004
594,00003132,2022-04,8.0,3505.2799999999997
595,00003132,2022-06,6.0,2114.79
596,00003132,2022-07,2.0,742.5
597,00003132,2022-08,10.0,3906.7000000000003
598,00003132,2022-11,6.0,2606.3999999999996
599,00003132,2022-12,3.0,933.99
600,00003132,2023-03,3.0,792.0
601,00003132,2023-04,7.0,1924.3
602,00003132,2023-05,10.0,2948.0
603,00003132,2023-07,10.0,3041.0
604,00003132,2023-09,10.0,2837.2000000000003
605,00003132,2023-11,10.0,2743.1
606,00003132,2024-03,7.0,2145.5
607,00003132,2024-05,10.0,2986.0
608,00003132,2024-08,1.0,299.07
610,00003134,2022-03,3.0,2186.14
613,00003137,2022-03,50.0,9550.0
614,00003138,2022-03,24.0,2304.0
615,00003138,2022-05,36.0,3708.0
616,00003138,2022-08,40.0,4120.0
617,00003138,2023-01,20.0,1740.0
618,00003138,2023-04,20.0,1740.0
619,00003138,2023-08,15.0,1305.0
620,00003138,2023-09,15.0,1275.0
621,00003138,2024-02,57.0,5231.46
629,00003142,2022-03,3.0,738.0
630,00003142,2022-06,2.0,356.0
631,00003142,2022-08,2.0,422.0
632,00003142,2022-10,2.0,411.4
633,00003142,2022-11,2.0,411.4
634,00003142,2023-03,3.0,489.27
635,00003142,2024-05,3.0,631.11
636,00003142,2024-09,4.0,730.44
637,00003143,2022-03,1.0,0.0
642,00003147,2022-03,5.0,1625.0
644,00003150,2023-09,1.0,0.0
645,00003150,2023-10,2.0,0.0
646,00003150,2024-05,2.0,1868.4
647,00003150,2024-06,3.0,2802.6000000000004
648,00003150,2024-07,2.0,1868.4
649,00003150,2024-09,2.0,0.0
650,00003155,2022-03,2.0,1632.8
651,00003155,2022-06,1.0,691.17
652,00003155,2022-07,1.0,691.17
653,00003155,2022-08,4.0,2540.0
654,00003155,2023-02,3.0,2021.22
655,00003155,2023-04,3.0,2000.22
656,00003155,2023-08,2.0,1596.0
657,00003155,2023-10,4.0,3244.0
658,00003155,2024-04,4.0,2960.0
659,00003155,2024-06,4.0,3096.0
660,00003155,2024-08,8.0,5804.0
665,00003157,2022-03,6.0,0.0
669,00003159,2022-03,1.0,0.0
678,00003167,2022-03,2.0,406.0
679,00003167,2022-07,4.0,512.0
680,00003167,2023-03,2.0,268.0
681,00003167,2024-04,2.0,316.8
682,00003167,2024-06,4.0,716.4
683,00003167,2024-08,6.0,1074.6
684,00003168,2022-03,1.0,0.0
685,00003169,2022-03,3.0,0.0
686,00003169,2024-06,1.0,712.54
692,00003173,2022-03,20.0,1975.8000000000002
693,00003173,2023-10,8.0,546.4
694,00003173,2024-02,4.0,276.0
695,00003173,2024-04,16.0,1200.0
696,00003173,2024-05,8.0,558.32
697,00003173,2024-08,9.0,619.74
706,00003178,2022-03,4.0,2182.76
712,00003180,2022-03,8.0,1918.48
713,00003180,2022-09,4.0,1410.92
714,00003180,2022-10,4.0,1410.92
715,00003180,2023-01,4.0,1410.92
716,00003180,2023-02,13.0,4581.02
717,00003180,2023-03,10.0,3350.0
718,00003180,2023-06,10.0,3378.8
719,00003180,2023-10,10.0,2922.3
720,00003180,2024-05,10.0,3320.0
721,00003180,2024-09,4.0,1214.68
722,00003181,2022-03,1.0,0.0
723,00003181,2023-04,1.0,0.0
724,00003181,2024-08,2.0,0.0
726,00003183,2022-03,2.0,334.0
727,00003183,2022-05,2.0,260.0
729,00003185,2022-03,1.0,382.0
730,00003186,2022-03,1.0,0.0
731,00003186,2022-12,1.0,911.0
732,00003186,2023-07,1.0,768.0
733,00003186,2023-09,1.0,789.6
734,00003186,2023-11,1.0,789.6
735,00003186,2024-03,1.0,794.2
736,00003186,2024-05,2.0,1588.4
737,00003186,2024-07,1.0,752.37
739,00003188,2022-03,1.0,863.0
740,00003188,2022-04,1.0,816.0
741,00003188,2023-02,3.0,2108.6
742,00003188,2024-04,1.0,696.0
743,00003188,2024-07,1.0,668.35
759,00003194,2022-03,2.0,1108.0
760,00003194,2022-04,3.0,1497.0
761,00003194,2022-08,2.0,546.0
762,00003194,2022-09,4.0,1122.54
763,00003194,2022-11,2.0,546.0
764,00003194,2023-02,1.0,273.0
765,00003194,2023-04,2.0,546.0
766,00003194,2023-05,3.0,819.0
767,00003194,2023-08,2.0,546.0
768,00003194,2023-10,4.0,1360.0
769,00003194,2023-11,2.0,680.0
770,00003194,2023-12,3.0,1020.0
771,00003194,2024-01,2.0,680.0
772,00003194,2024-05,2.0,680.0
773,00003194,2024-06,6.0,2040.0
774,00003194,2024-07,2.0,680.0
775,00003194,2024-09,2.0,680.0
776,00003194,2024-10,2.0,680.0
777,00003195,2022-03,1.0,471.24
778,00003195,2023-02,1.0,265.6
779,00003196,2022-03,1.0,0.0
780,00003197,2022-03,1.0,0.0
781,00003197,2022-12,1.0,909.0
782,00003197,2023-01,1.0,909.0
783,00003197,2023-02,2.0,1818.0
784,00003197,2023-04,2.0,1818.0
785,00003197,2023-05,2.0,1566.0
786,00003197,2023-07,1.0,740.4
787,00003197,2023-09,5.0,4010.0
788,00003197,2024-04,1.0,783.0
789,00003197,2024-07,1.0,751.21
790,00003197,2024-10,1.0,720.35
795,00003200,2022-03,2.0,1855.98
796,00003200,2022-06,2.0,1636.0
802,00003203,2022-03,2.0,0.0
803,00003203,2022-07,2.0,0.0
804,00003203,2023-09,4.0,0.0
828,00003213,2022-10,2.0,0.0
829,00003214,2022-07,4.0,3680.0
830,00003214,2022-11,4.0,3720.0
831,00003214,2023-03,4.0,3904.0
832,00003214,2023-09,2.0,0.0
833,00003214,2024-03,2.0,0.0
834,00003214,2024-04,4.0,0.0
835,00003214,2024-08,2.0,0.0
836,00003216,2022-10,2.0,0.0
837,00003216,2023-10,4.0,0.0
838,00003216,2024-02,2.0,0.0
839,00003216,2024-03,4.0,0.0
840,00003216,2024-06,4.0,0.0
841,00003220,2022-12,2.0,0.0
842,00003220,2024-06,2.0,0.0
843,00003222,2023-10,2.0,0.0
844,00003222,2024-04,2.0,0.0
845,00003223,2022-03,1.0,0.0
846,00003223,2022-05,1.0,0.0
847,00003223,2022-06,1.0,0.0
848,00003223,2022-07,1.0,0.0
849,00003223,2023-02,1.0,0.0
850,00003223,2023-06,1.0,0.0
851,00003223,2023-07,1.0,0.0
852,00003223,2024-04,1.0,0.0
853,00003223,2024-06,3.0,0.0
854,00003223,2024-07,2.0,0.0
855,00003226,2022-08,4.0,0.0
856,00003226,2022-10,2.0,0.0
857,00003226,2023-04,2.0,0.0
858,00003226,2023-05,2.0,0.0
859,00003226,2023-07,4.0,0.0
860,00003226,2024-06,2.0,0.0
861,00003226,2024-07,2.0,0.0
862,00003229,2024-04,2.0,0.0
863,00003229,2024-08,2.0,0.0
864,00003229,2024-10,2.0,0.0
865,00003232,2022-03,1.0,266.89
866,00003232,2022-08,1.0,214.74
867,00003232,2022-10,4.0,652.24
868,00003232,2022-11,8.0,1157.7199999999998
869,00003232,2023-02,4.0,548.76
870,00003232,2023-06,4.0,548.76
871,00003232,2024-06,2.0,366.52
872,00003233,2022-03,4.0,1245.08
873,00003233,2022-11,2.0,363.94
876,00003237,2022-03,1.0,174.0
877,00003237,2022-09,1.0,138.7
878,00003237,2023-01,1.0,138.7
879,00003237,2023-02,2.0,277.4
880,00003237,2023-05,2.0,276.86
881,00003237,2023-10,3.0,415.29
882,00003237,2023-12,5.0,692.1500000000001
883,00003237,2024-02,10.0,1384.3000000000002
888,00003241,2022-04,1.0,0.0
889,00003241,2022-07,1.0,0.0
890,00003241,2023-01,1.0,0.0
891,00003241,2023-02,2.0,0.0
892,00003241,2023-09,1.0,0.0
893,00003241,2024-03,1.0,924.0
894,00003241,2024-06,2.0,0.0
895,00003241,2024-09,1.0,0.0
902,00003245,2022-04,3.0,280.8
903,00003245,2023-03,3.0,158.39999999999998
904,00003246,2022-04,4.0,941.32
905,00003247,2022-04,2.0,787.18
906,00003247,2022-09,2.0,561.6
914,00003251,2022-04,2.0,210.6
915,00003251,2022-12,2.0,160.4
921,00003254,2022-04,5.0,1046.66
922,00003254,2022-06,1.0,242.39
923,00003254,2022-08,3.0,724.23
924,00003254,2022-11,2.0,689.24
925,00003254,2023-02,7.0,2473.8700000000003
926,00003254,2023-03,15.0,4181.2
927,00003254,2023-07,1.0,314.53
928,00003254,2023-08,3.0,962.46
929,00003254,2023-10,4.0,898.08
930,00003254,2023-11,4.0,898.08
931,00003254,2023-12,4.0,898.08
932,00003254,2024-04,6.0,1519.32
933,00003254,2024-05,10.0,2532.2
935,00003256,2022-04,3.0,1176.0
936,00003256,2023-10,1.0,305.17
937,00003256,2024-06,4.0,238.6
939,00003258,2022-04,4.0,782.0
940,00003258,2022-10,2.0,292.6
941,00003258,2023-10,4.0,565.12
942,00003258,2024-10,8.0,925.16
947,00003262,2022-04,10.0,1134.0
949,00003264,2022-04,2.0,0.0
950,00003264,2022-09,1.0,0.0
951,00003264,2022-10,1.0,0.0
952,00003264,2022-11,2.0,0.0
953,00003264,2022-12,2.0,0.0
954,00003264,2023-03,1.0,0.0
955,00003264,2023-04,5.0,0.0
956,00003264,2023-05,1.0,0.0
957,00003264,2023-08,2.0,0.0
958,00003264,2023-10,2.0,0.0
959,00003264,2024-01,2.0,0.0
960,00003264,2024-02,2.0,0.0
961,00003264,2024-03,2.0,0.0
962,00003264,2024-05,1.0,0.0
963,00003264,2024-07,2.0,0.0
964,00003264,2024-08,1.0,0.0
966,00003275,2022-04,2.0,461.12
967,00003275,2023-03,2.0,294.48
968,00003275,2023-05,1.0,147.24
969,00003275,2023-07,1.0,156.07
970,00003275,2023-10,1.0,194.79
971,00003275,2024-02,1.0,194.79
972,00003275,2024-03,2.0,389.58
973,00003275,2024-05,2.0,389.58
974,00003276,2022-04,4.0,2311.04
975,00003276,2023-11,2.0,794.2
976,00003276,2024-03,2.0,578.98
977,00003276,2024-04,2.0,679.14
980,00003289,2022-04,90.0,2793.6
981,00003289,2024-07,10.0,324.79999999999995
982,00003290,2022-04,1.0,0.0
983,00003290,2022-05,1.0,0.0
984,00003290,2023-06,1.0,0.0
985,00003290,2024-04,1.0,0.0
989,00003304,2022-04,1.0,593.15
990,00003305,2022-04,1.0,0.0
991,00003305,2022-08,1.0,0.0
992,00003305,2022-11,1.0,0.0
993,00003305,2023-02,1.0,0.0
994,00003305,2023-05,1.0,0.0
995,00003305,2023-08,1.0,0.0
996,00003305,2024-04,1.0,0.0
997,00003305,2024-05,1.0,0.0
998,00003307,2022-04,1.0,0.0
999,00003307,2022-11,1.0,0.0
1000,00003307,2023-03,3.0,0.0
1001,00003307,2023-07,2.0,0.0
1002,00003307,2024-06,1.0,0.0
1020,00003314,2022-04,6.0,828.0
1023,00003316,2022-04,1.0,646.8
1024,00003316,2022-06,1.0,511.2
1025,00003316,2023-07,1.0,485.18
1026,00003318,2022-04,1.0,0.0
1027,00003318,2022-06,1.0,0.0
1028,00003318,2023-02,1.0,0.0
1029,00003318,2023-04,1.0,0.0
1030,00003318,2024-02,1.0,0.0
1031,00003318,2024-04,1.0,0.0
1032,00003318,2024-07,1.0,0.0
1033,00003318,2024-08,1.0,0.0
1042,00003322,2022-04,1.0,905.51
1043,00003322,2022-05,1.0,0.0
1044,00003322,2022-11,2.0,1606.14
1045,00003322,2023-05,1.0,0.0
1046,00003322,2023-06,2.0,0.0
1047,00003323,2022-04,1.0,0.0
1048,00003323,2022-07,1.0,0.0
1049,00003323,2022-10,1.0,0.0
1050,00003323,2023-02,1.0,0.0
1051,00003323,2024-02,1.0,0.0
1052,00003323,2024-06,1.0,0.0
1053,00003324,2022-04,1.0,0.0
1054,00003324,2022-07,1.0,0.0
1055,00003324,2022-10,1.0,0.0
1056,00003324,2023-02,1.0,0.0
1057,00003324,2024-02,2.0,0.0
1058,00003324,2024-06,1.0,0.0
1059,00003325,2022-04,1.0,0.0
1060,00003325,2022-07,1.0,0.0
1061,00003325,2023-03,1.0,0.0
1062,00003325,2023-04,2.0,0.0
1063,00003325,2023-12,3.0,0.0
1065,00003327,2022-04,10.0,2448.4
1066,00003327,2023-08,10.0,1621.3999999999999
1067,00003328,2022-04,20.0,1520.0
1068,00003328,2024-05,4.0,252.0
1070,00003330,2022-04,1.0,0.0
1071,00003330,2022-06,1.0,0.0
1072,00003330,2023-05,1.0,0.0
1073,00003330,2024-02,1.0,0.0
1074,00003330,2024-04,1.0,0.0
1084,00003337,2022-04,10.0,1065.6
1085,00003337,2023-04,2.0,229.96
1086,00003337,2023-08,6.0,706.98
1087,00003337,2023-12,6.0,889.1999999999999
1097,00003354,2022-04,2.0,368.0
1098,00003354,2023-01,2.0,316.0
1106,00003382,2022-06,4.0,0.0
1107,00003382,2023-11,4.0,0.0
1108,00003382,2024-09,4.0,0.0
1123,00003408,2022-05,2.0,0.0
1124,00003408,2022-09,1.0,0.0
1125,00003411,2022-09,1.0,980.0
1128,00003416,2023-12,1.0,212.0
1129,00003416,2024-08,1.0,237.0
1130,00003418,2022-05,1.0,0.0
1131,00003418,2022-10,1.0,0.0
1132,00003418,2022-12,1.0,0.0
1133,00003418,2023-05,1.0,0.0
1134,00003418,2023-07,1.0,0.0
1135,00003418,2024-03,3.0,0.0
1136,00003419,2022-05,1.0,434.7
1137,00003419,2022-07,2.0,770.0
1138,00003419,2023-05,2.0,601.7
1150,00003445,2022-05,1.0,238.05
1151,00003445,2022-09,2.0,427.0
1152,00003445,2022-11,2.0,434.7
1156,00003449,2022-05,1.0,304.0
1157,00003449,2022-07,1.0,319.0
1158,00003449,2022-08,1.0,319.0
1159,00003449,2022-09,1.0,296.67
1160,00003449,2022-10,1.0,277.0
1161,00003449,2023-09,2.0,523.88
1162,00003449,2024-02,2.0,562.0
1163,00003449,2024-04,3.0,675.5699999999999
1166,00003452,2022-05,1.0,0.0
1167,00003452,2024-09,1.0,0.0
1168,00003452,2024-10,1.0,0.0
1185,00003463,2022-05,1.0,954.53
1186,00003463,2022-06,1.0,954.53
1187,00003463,2023-01,2.0,1507.56
1188,00003463,2024-03,1.0,997.25
1194,00003467,2022-06,2.0,1508.0
1195,00003467,2024-05,4.0,2592.0
1196,00003467,2024-09,4.0,2968.56
1197,00003468,2022-06,7.0,6362.45
1198,00003468,2022-07,5.0,4535.0
1199,00003468,2022-08,10.0,9070.0
1200,00003468,2022-11,10.0,9070.0
1201,00003468,2023-07,10.0,7923.8
1202,00003468,2023-08,10.0,8197.2
1203,00003468,2024-03,2.0,1590.0
1204,00003468,2024-04,3.0,2373.6000000000004
1205,00003468,2024-06,4.0,3034.16
1206,00003468,2024-09,5.0,4025.0
1214,00003474,2022-06,1.0,0.0
1221,00003480,2022-06,2.0,270.0
1222,00003481,2022-06,2.0,320.0
1223,00003481,2023-04,2.0,298.0
1224,00003481,2024-02,2.0,388.0
1225,00003481,2024-04,4.0,698.4
1238,00003487,2022-06,1.0,863.47
1239,00003487,2022-07,1.0,851.06
1240,00003487,2023-05,1.0,822.63
1241,00003488,2022-06,8.0,776.0
1242,00003489,2022-06,2.0,352.0
1243,00003490,2022-06,2.0,187.06
1244,00003490,2022-09,2.0,147.86
1245,00003490,2023-03,2.0,136.54
1246,00003490,2023-07,6.0,483.59999999999997
1247,00003490,2023-11,8.0,629.6
1249,00003492,2022-06,50.0,11600.0
1250,00003492,2023-12,5.0,1240.0
1251,00003492,2024-05,20.0,4974.4
1252,00003492,2024-09,4.0,846.72
1253,00003493,2022-06,2.0,0.0
1254,00003493,2022-10,1.0,0.0
1255,00003493,2023-08,1.0,0.0
1256,00003493,2023-10,3.0,0.0
1257,00003493,2023-12,3.0,0.0
1258,00003493,2024-07,2.0,0.0
1259,00003493,2024-08,2.0,0.0
1268,00003499,2022-06,2.0,373.82
1269,00003499,2022-08,2.0,288.0
1270,00003501,2022-06,4.0,85.0
1278,00003506,2022-06,1.0,0.0
1279,00003506,2022-11,1.0,0.0
1280,00003506,2023-01,1.0,0.0
1281,00003506,2023-07,1.0,0.0
1282,00003506,2023-09,1.0,0.0
1283,00003506,2023-10,2.0,0.0
1284,00003506,2023-11,1.0,0.0
1285,00003506,2023-12,1.0,0.0
1286,00003506,2024-02,2.0,0.0
1287,00003506,2024-04,1.0,0.0
1288,00003506,2024-06,2.0,0.0
1298,00003511,2022-06,1.0,0.0
1299,00003511,2023-06,1.0,0.0
1300,00003511,2024-03,1.0,0.0
1301,00003511,2024-09,1.0,0.0
1303,00003513,2022-06,2.0,930.0
1306,00003515,2022-09,1.0,0.0
1310,00003519,2022-06,8.0,1358.4
1311,00003520,2022-06,1.0,514.0
1312,00003520,2022-09,1.0,591.0
1313,00003520,2023-06,1.0,512.0
1314,00003520,2023-08,1.0,455.0
1315,00003520,2023-11,1.0,467.0
1316,00003520,2024-05,1.0,447.18
1321,00003523,2022-06,1.0,0.0
1322,00003523,2022-11,1.0,0.0
1323,00003523,2022-12,1.0,0.0
1324,00003523,2023-03,2.0,0.0
1325,00003523,2023-04,1.0,0.0
1326,00003523,2023-09,1.0,0.0
1327,00003523,2024-05,1.0,0.0
1328,00003523,2024-07,1.0,0.0
1329,00003523,2024-10,1.0,0.0
1336,00003525,2022-06,2.0,606.06
1337,00003526,2022-06,1.0,246.0
1338,00003527,2022-06,2.0,301.92
1339,00003527,2023-04,2.0,286.26
1340,00003527,2023-06,2.0,280.64
1341,00003527,2023-11,2.0,257.26
1342,00003527,2024-08,4.0,432.0
1343,00003528,2022-06,2.0,0.0
1344,00003528,2022-08,1.0,0.0
1345,00003528,2022-09,1.0,0.0
1346,00003528,2023-10,1.0,0.0
1347,00003528,2024-01,1.0,0.0
1348,00003528,2024-05,1.0,0.0
1349,00003528,2024-07,1.0,0.0
1353,00003531,2022-06,1.0,0.0
1354,00003531,2022-08,1.0,0.0
1355,00003531,2023-09,1.0,0.0
1356,00003531,2024-01,1.0,0.0
1357,00003531,2024-05,1.0,0.0
1358,00003531,2024-07,1.0,0.0
1359,00003532,2022-06,2.0,778.0
1360,00003532,2023-10,2.0,1000.0
1361,00003532,2023-11,1.0,500.0
1362,00003533,2022-06,20.0,927.6
1363,00003533,2022-08,20.0,970.6
1364,00003533,2023-06,10.0,539.8
1365,00003534,2022-06,2.0,181.7
1366,00003535,2022-06,2.0,1897.5
1367,00003536,2022-11,4.0,0.0
1368,00003536,2023-11,4.0,0.0
1373,00003541,2022-06,1.0,179.4
1374,00003541,2023-02,1.0,147.59
1377,00003543,2022-06,2.0,120.48
1378,00003543,2024-10,2.0,150.72
1390,00003547,2022-06,2.0,0.0
1391,00003547,2022-07,1.0,0.0
1392,00003547,2022-08,2.0,0.0
1393,00003547,2022-09,2.0,0.0
1394,00003547,2022-10,2.0,0.0
1395,00003547,2023-06,8.0,0.0
1396,00003547,2023-11,2.0,0.0
1397,00003547,2024-04,2.0,0.0
1398,00003547,2024-05,1.0,0.0
1399,00003547,2024-07,4.0,0.0
1400,00003547,2024-09,2.0,0.0
1402,00003549,2022-07,1.0,0.0
1403,00003549,2024-04,1.0,0.0
1404,00003550,2022-07,1.0,0.0
1405,00003550,2024-04,1.0,0.0
1406,00003551,2022-07,2.0,720.0
1415,00003558,2022-07,2.0,386.28
1416,00003558,2023-05,2.0,297.72
1417,00003558,2023-08,2.0,406.0
1418,00003558,2023-10,2.0,427.84
1419,00003558,2023-11,6.0,1448.76
1420,00003558,2024-06,2.0,440.0
1421,00003558,2024-09,5.0,1320.0
1423,00003560,2022-07,2.0,0.0
