kod,рЕЙСЫХИ ЛЕЯЪЖ,prev sells,prev-1 sells,prev-2 sells,prev-3 sells,prev-4 sells,prev-5 sells,prev-6 sells,prev-7 sells,prev-8 sells,prev-9 sells,prev-10 sells,prev-11 sells,prev-12 sells,prev-13 sells,prev-14 sells,prev-15 sells,prev-16 sells,prev-17 sells,prev-18 sells,oldest sells,гЮ ЦНД
00000003   ,891,1378,1450,1521,1234,1023,906,823,1281,1517,1211,1010,1004,1290,1345,1070,1098,881,821,1003,1084,15648
00001810   ,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
00002831   ,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,3,0,2,5
00002832   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1
00002834   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00002836   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00002837   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00002838   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00002840   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00002841   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
00002844   ,1,2,1,1,0,0,1,1,0,0,0,1,0,0,2,1,3,0,0,0,1,7
00002847   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00002848   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00002850   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002851   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
00002852   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002856   ,0,8,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,12
00002858   ,0,2,3,4,3,1,2,6,4,1,2,2,1,3,5,1,3,1,1,1,5,34
00002859   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002860   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002861   ,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,5,0,0,0,4,0,6
00002862   ,0,9,7,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,10,0,0,59
00002863   ,2,2,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,8
00002864   ,0,2,0,2,0,0,2,0,0,4,2,2,10,4,6,2,0,0,0,2,4,28
00002866   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00002867   ,0,1,1,2,3,2,2,1,3,4,0,0,1,2,0,1,2,3,2,3,2,22
00002868   ,0,0,0,0,1,1,1,1,0,0,1,0,2,1,2,2,0,0,2,0,0,8
00002869   ,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,5
00002873   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00002875   ,0,0,0,2,1,1,0,2,0,1,0,0,0,1,1,0,0,1,1,1,0,8
00002876   ,0,2,1,1,0,0,1,1,2,1,1,0,0,2,0,1,0,4,0,0,2,12
00002877   ,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,0,0,0,3,3
00002879   ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
00002881   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002886   ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
00002887   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002888   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002889   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00002890   ,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2
00002891   ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
00002892   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00002893   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002894   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002895   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002896   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002897   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002898   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002899   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002900   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002901   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002903   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
00002904   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002905   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002906   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002907   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00002908   ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00002909   ,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4
00002910   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002911   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
00002912   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00002914   ,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
00002917   ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
00002918   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
00002919   ,0,0,0,4,4,0,4,0,0,5,0,0,0,0,0,8,0,0,0,0,4,17
00002920   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002921   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002922   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002924   ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
00002925   ,0,4,0,4,4,4,0,0,4,0,0,4,4,0,0,0,0,0,0,8,0,28
00002926   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
00002927   ,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
00002928   ,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
00002929   ,1,0,1,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,1,1,1,7
00002930   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002931   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002932   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002933   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00002934   ,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
00002935   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002936   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002937   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002938   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002939   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002941   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002942   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002943   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002944   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002946   ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00002947   ,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3
00002948   ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002952   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002953   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002960   ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
00002961   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002964   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00002967   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00002968   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00002971   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00002972   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00002978   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00002979   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002981   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00002985   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00002990   ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3
00002991   ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00002992   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002993   ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00002994   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00002996   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00002998   ,0,0,5,0,0,0,0,1,5,0,0,3,4,4,0,0,0,0,0,0,1,22
00002999   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
00003000   ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2
00003001   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003002   ,2,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,5
00003003   ,0,0,0,0,0,0,0,0,3,0,0,5,0,2,0,0,0,0,0,0,2,10
00003004   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003005   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003006   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003007   ,0,0,4,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,10
00003008   ,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,6,4
00003009   ,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
00003010   ,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,4
00003013   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00003016   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003017   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003018   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003019   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003020   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003021   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
00003022   ,0,4,4,2,0,2,0,2,2,4,0,0,4,2,2,4,2,0,0,2,2,26
00003023   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003025   ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2
00003026   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003027   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003028   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003029   ,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
00003030   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
00003031   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00003032   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003033   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003034   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00003036   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
00003037   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003038   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1
00003039   ,0,4,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,20
00003040   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003041   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003042   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003044   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003045   ,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8
00003046   ,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
00003048   ,2,1,2,0,1,6,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,13
00003056   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
00003057   ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
00003058   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
00003059   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
00003060   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
00003061   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
00003062   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003063   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00003064   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003065   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003066   ,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16
00003067   ,8,8,8,0,8,8,0,4,4,0,4,0,0,0,8,4,4,0,0,0,4,44
00003068   ,0,4,0,4,0,4,0,0,8,8,4,0,4,4,8,4,4,4,4,4,4,40
00003069   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003070   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003072   ,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
00003074   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003075   ,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
00003076   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
00003077   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003078   ,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,4
00003081   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
00003082   ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
00003083   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00003084   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003085   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003086   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003087   ,0,0,0,7,9,6,7,6,2,4,5,2,3,7,12,4,0,2,5,5,3,58
00003088   ,0,3,0,6,4,5,8,5,8,4,4,5,2,4,3,0,2,0,1,6,4,58
00003089   ,4,5,7,0,2,0,2,4,7,6,5,1,4,3,0,2,0,1,1,0,3,46
00003090   ,3,5,3,3,3,1,2,10,2,13,2,3,3,1,3,8,0,1,2,0,2,51
00003091   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003092   ,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
00003093   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
00003095   ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
00003097   ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00003107   ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00003108   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00003109   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003110   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00003112   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003115   ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2
00003116   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003117   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003118   ,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4
00003119   ,0,0,2,2,4,2,0,0,0,1,1,1,0,2,0,3,4,0,1,1,2,15
00003120   ,0,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,1,9
00003121   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
00003122   ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
00003123   ,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,5,10,4,11,11,5
00003124   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003125   ,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,8
00003127   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003130   ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2
00003131   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
00003132   ,2,6,3,4,3,2,2,2,1,9,5,2,4,4,5,9,2,1,2,4,4,47
00003133   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003134   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
00003135   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003136   ,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,1,0,0,3,5
00003137   ,1,0,1,2,0,0,1,0,0,2,6,1,3,1,2,0,0,2,3,3,2,17
00003138   ,2,6,9,7,5,8,2,4,4,3,7,10,5,6,3,10,8,4,1,3,8,76
00003139   ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00003140   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003141   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003142   ,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5
00003144   ,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
00003145   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
00003146   ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2
00003147   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
00003148   ,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
00003150   ,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
00003151   ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00003152   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003155   ,2,2,2,2,0,0,1,0,0,3,0,0,3,0,0,1,3,3,0,0,0,13
00003156   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0
00003158   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
00003160   ,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
00003161   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003162   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003163   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003164   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003165   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003166   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
00003167   ,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4
00003169   ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
00003170   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003171   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003172   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003173   ,4,0,12,8,4,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,36
00003174   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003175   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
00003176   ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2
00003177   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003179   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
00003180   ,1,1,7,2,0,0,0,3,4,2,4,0,4,3,3,2,9,4,5,1,1,30
00003181   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
00003182   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003183   ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
00003184   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00003186   ,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,5
00003187   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
00003188   ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
00003189   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003190   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00003191   ,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,1,3
00003192   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
00003193   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00003194   ,2,3,3,0,0,1,0,3,2,3,1,2,1,0,1,2,2,0,1,0,2,19
00003195   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00003197   ,1,0,0,1,0,0,2,0,0,0,2,1,1,0,2,1,1,1,1,0,1,7
00003198   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
00003200   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00003201   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00003203   ,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4
00003204   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00003205   ,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,4
00003206   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003207   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003208   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
00003209   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003210   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00003211   ,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
