kod,рЕЙСЫХИ ЛЕЯЪЖ,prev sells,prev-1 sells,prev-2 sells,prev-3 sells,prev-4 sells,prev-5 sells,prev-6 sells,prev-7 sells,prev-8 sells,prev-9 sells,prev-10 sells,prev-11 sells,prev-12 sells,prev-13 sells,prev-14 sells,prev-15 sells,prev-16 sells,prev-17 sells,prev-18 sells,oldest sells,гЮ ЦНД
жа001722   ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
жа001726   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
жа001727   ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
жа001728   ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
жа001731   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001732   ,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
жа001734   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001735   ,0,5,4,0,3,1,2,0,4,0,3,4,2,1,6,4,4,3,2,0,1,29
жа001737   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
жа001738   ,1,0,2,5,1,0,0,2,0,0,0,2,2,2,0,2,2,1,2,2,0,16
жа001739   ,0,0,4,2,0,0,0,2,2,1,3,0,1,2,0,0,1,0,1,0,0,17
жа001741   ,0,0,0,0,2,0,0,0,0,1,2,2,1,0,4,0,0,2,0,0,0,8
жа001744   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001745   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
жа001747   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001750   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
жа001751   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
жа001755   ,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,4
жа001757   ,2,0,2,2,0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,6
жа001759   ,0,1,0,3,0,2,1,0,1,0,3,2,0,0,2,1,1,3,0,3,0,13
жа001761   ,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
жа001762   ,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
жа001765   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
жа001768   ,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4
жа001772   ,2,0,0,0,0,2,2,0,0,1,1,0,2,4,0,1,0,0,0,3,2,12
жа001773   ,2,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,6
жа001774   ,2,0,1,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,1,1,1,7
жа001777   ,0,4,2,1,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,0,12
жа001778   ,0,2,0,0,0,2,0,2,0,2,0,0,3,0,1,0,0,0,2,0,0,11
жа001787   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
жа001788   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
жа001791   ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа001805   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
жа001829   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
жа001879   ,0,4,2,0,2,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,16
жа001883   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001885   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001886   ,0,2,0,2,0,0,0,13,1,1,0,0,0,0,1,2,0,0,0,0,0,19
жа001896   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001906   ,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
жа001913   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
жа001922   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
жа001931   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001943   ,1,0,0,0,0,1,0,0,1,2,0,1,1,2,0,0,0,0,0,0,1,8
жа001946   ,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,4
жа001948   ,0,0,1,0,1,1,1,1,0,1,2,1,0,1,0,2,1,2,0,2,0,10
жа001950   ,0,0,2,0,2,1,2,2,0,2,2,0,0,1,1,2,2,1,0,2,0,14
жа001952   ,0,0,2,0,2,2,3,3,1,2,2,1,1,3,0,2,0,2,0,3,3,22
жа001958   ,0,0,2,0,1,2,0,1,0,2,2,1,0,2,0,2,0,2,0,2,3,13
жа001959   ,0,0,2,0,1,2,0,1,0,2,3,1,0,3,0,2,0,4,0,3,3,15
жа001961   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
жа001964   ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа001976   ,0,4,3,7,0,0,8,7,3,4,1,2,0,0,2,2,0,9,1,31,0,39
жа001978   ,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
жа001980   ,0,1,1,1,1,3,1,3,0,1,1,1,2,3,0,1,1,0,1,3,1,19
жа001982   ,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3
жа001984   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001986   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа001992   ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа001994   ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002001   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
жа002016   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002018   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002020   ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002022   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002027   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002029   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
жа002034   ,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
жа002038   ,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
жа002039   ,0,2,0,3,0,0,0,1,2,3,0,2,0,0,1,0,0,1,1,1,1,13
жа002041   ,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,3
жа002044   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
жа002045   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002047   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
жа002048   ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2
жа002049   ,0,0,1,2,1,1,0,0,0,1,0,1,1,2,1,1,0,1,2,0,2,10
жа002050   ,0,0,0,1,0,4,0,0,0,0,0,1,0,1,4,0,4,1,4,1,4,7
жа002051   ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
жа002058   ,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,6
жа002062   ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
жа002066   ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
жа002069   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
жа002076   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
жа002078   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002081   ,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,4
жа002082   ,1,0,1,0,1,1,1,0,0,0,2,0,0,1,1,0,1,1,0,0,0,7
жа002084   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
жа002085   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002091   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
жа002092   ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002093   ,0,2,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,3,0,7
жа002095   ,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
жа002096   ,0,0,2,0,4,3,1,5,1,2,0,2,1,1,0,2,2,0,1,1,0,22
жа002097   ,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
жа002098   ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2
жа002100   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002101   ,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,3,1,0,1,2,7
жа002102   ,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
жа002103   ,2,0,2,1,2,2,1,1,0,1,2,0,0,1,2,0,3,2,0,1,2,13
жа002104   ,1,1,0,3,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,2,3,7
жа002105   ,1,2,2,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,1,9
жа002108   ,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
жа002110   ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
жа002111   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002112   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
жа002113   ,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3
жа002114   ,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3
жа002115   ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
жа002118   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002183   ,0,1,0,0,0,0,0,0,0,1,3,2,1,1,1,2,1,1,0,0,0,9
жа002190   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
жа002195   ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002196   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
жа002197   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002199   ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
жа002203   ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
жа002204   ,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
жа002205   ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002206   ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
жа002214   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002218   ,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
жа002222   ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
жа002227   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
жа002232   ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
жа002235   ,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,1,0,4
жа002237   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
жа002244   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1
жа002246   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
жа002247   ,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
жа002249   ,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
жа002250   ,0,0,7,1,2,1,7,12,6,5,20,0,13,9,8,4,1,16,6,10,15,83
жа002251   ,0,0,0,0,0,4,1,1,0,0,0,0,0,1,4,0,4,1,4,2,4,7
жа002259   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
жа002260   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
жа002264   ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
жа002266   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
жа002267   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
жа002269   ,0,0,1,6,2,0,0,0,0,4,2,2,0,0,0,0,11,0,0,0,0,17
жа002273   ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,2
жа002274   ,0,2,2,0,0,0,0,0,0,2,0,0,0,1,0,3,1,0,0,0,0,7
жа002277   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002278   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002279   ,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
жа002282   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002283   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002286   ,1,2,2,1,2,0,0,1,0,1,0,0,1,1,1,0,4,1,3,2,1,11
жа002287   ,1,1,2,3,1,2,0,0,4,1,1,1,2,1,3,3,1,1,4,2,0,19
жа002295   ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
жа002296   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
жа002297   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1
жа002300   ,4,8,0,4,2,9,4,3,5,5,3,6,8,6,6,5,6,5,4,5,7,63
жа002304   ,2,1,4,2,1,6,4,2,1,9,2,2,2,6,9,5,1,5,12,9,7,42
жа002343   ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002346   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
жа002358   ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002359   ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002360   ,0,1,1,0,1,0,1,0,0,0,1,0,2,1,0,0,1,1,1,0,2,8
жа002361   ,0,2,0,0,2,0,2,0,0,2,1,0,2,0,0,0,1,1,0,0,1,11
жа002362   ,1,2,1,0,0,0,3,3,0,6,0,1,5,11,2,2,1,4,2,2,8,32
жа002363   ,2,0,0,2,0,0,0,0,4,4,2,0,1,0,2,0,0,0,0,1,2,13
жа002364   ,2,4,0,2,0,0,1,0,1,2,2,2,0,0,2,0,0,0,0,2,0,14
жа002365   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002372   ,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,4
жа002373   ,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,6
жа002375   ,0,1,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9
жа002376   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002379   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
жа002380   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
жа002417   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002430   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002437   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002440   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
жа002452   ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
жа002470   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002480   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002485   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
жа002487   ,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5
жа002494   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
жа002495   ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
жа002499   ,0,0,1,1,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8
жа002500   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
жа002501   ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
жа002505   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002511   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
жа002518   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
жа002520   ,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3
жа002527   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0
жа002544   ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002553   ,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4
жа002556   ,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,4
жа002564   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002569   ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002584   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002586   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
жа002591   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
жа002592   ,1,0,1,2,0,0,1,1,0,1,0,1,0,0,1,2,0,1,2,1,0,7
жа002593   ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
жа002595   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
жа002596   ,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,4
жа002600   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
жа002602   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
жа002603   ,1,2,1,3,1,0,1,1,3,4,3,1,2,2,1,1,0,0,0,1,1,24
жа002604   ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
жа002605   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
жа002618   ,1,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,2,1,1,2,0,10
жа002633   ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
жа002638   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
жа002646   ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002648   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
жа002673   ,0,1,0,0,0,0,0,1,2,1,2,0,1,0,2,2,1,0,0,0,1,8
жа002675   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
жа002681   ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002684   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
жа002686   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
жа002691   ,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,4,4,0,0,4,4,12
жа002693   ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002698   ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
жа002701   ,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
жа002705   ,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
жа002708   ,0,0,0,0,0,0,0,1,0,11,0,0,9,0,0,0,0,0,0,0,0,21
жа002714   ,0,0,0,0,0,0,0,1,0,10,0,0,4,1,0,0,0,0,0,0,0,16
жа002716   ,0,0,0,0,0,0,2,1,0,10,0,0,5,2,0,0,0,0,0,0,0,20
жа002717   ,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
жа002718   ,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
жа002724   ,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
жа002725   ,0,4,0,3,0,1,2,1,0,0,0,2,1,1,2,0,1,0,1,0,1,15
жа002726   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
жа002728   ,0,4,0,3,0,1,2,1,0,1,0,2,1,1,2,0,1,1,1,0,1,16
жа002730   ,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5
жа002733   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
жа002736   ,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,4
жа002737   ,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4
жа002738   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
жа002742   ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
жа002743   ,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6
жа002746   ,0,2,0,2,2,0,0,0,0,1,2,0,4,3,3,0,0,0,2,1,-1,16
жа002747   ,0,3,0,3,2,0,0,1,0,0,2,0,2,4,3,0,0,0,3,1,1,17
жа002750   ,0,4,2,0,3,0,4,0,0,2,1,2,10,4,2,0,1,0,4,0,0,32
жа002751   ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
жа002752   ,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,1,6
жа002753   ,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,1,6
жа002754   ,0,0,0,0,0,1,0,1,0,1,1,0,1,2,0,0,1,0,0,0,1,7
жа002759   ,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
жа002761   ,2,1,1,1,0,2,0,0,1,0,0,5,2,0,3,0,0,0,0,0,2,13
жа002762   ,5,2,1,0,1,4,2,1,1,0,2,1,4,5,8,0,1,0,0,1,2,24
жа002764   ,0,0,1,1,0,2,0,0,2,0,0,0,1,0,0,1,2,0,0,1,1,7
жа002767   ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
жа002768   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
жа002772   ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
жа002774   ,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
жа002777   ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
жа002778   ,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4
жа002782   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
жа002783   ,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3
жа002784   ,0,2,0,0,0,0,0,0,1,2,0,2,1,1,0,1,0,0,1,0,0,9
жа002785   ,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,3
жа002791   ,0,5,4,5,4,0,0,19,4,5,5,5,4,0,0,5,0,0,0,10,0,60
жа002793   ,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4
жа002797   ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2
жа002801   ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
жа002802   ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
жа002803   ,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
жа002810   ,0,1,0,4,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,1,0,11
жа002811   ,0,1,0,3,0,2,0,0,0,1,2,1,2,0,0,0,0,2,0,1,0,12
жа002812   ,2,0,2,1,0,0,0,0,0,0,1,2,1,0,1,2,1,0,0,3,2,7
жа002814   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
жа002816   ,1,0,0,0,1,1,0,2,0,0,0,1,0,2,0,1,1,0,0,0,1,7
жа002817   ,1,2,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11
жа002820   ,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,6
жа002823   ,0,1,0,2,0,2,0,0,0,2,0,2,2,0,0,0,0,2,0,1,0,11
