kod;artikul;proizvoditel;edizm;datasozdanija;roditel;osnsklad;zakazy_sklad;tsenazakup;tsenarozn;gruppa_analogov;type_detail
00003115;CRS012;Car-Dex;шт;2022-03-16;Передняя подвеска;0;0;139.0;240.0;3KXA5OVGWK;втулка поперечного стабилизатора передний
00003116;PBP017;Patron;компл;2022-03-16;Тормозная система;1;0;1432.05;2040.0;93PIUIV2OL;колодки тормозные передний
00003117;PBP3494;Patron;компл;2022-03-16;Тормозная система;0;0;1230.93;1640.0;9XKQ9QKZML;колодки тормозные задний
00003118;PT38901;Patron;шт;2022-03-16;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;1891.16;2890.0;JMOLW47I8V;натяжитель ремня генератора
00003119;GZBK145;Onnuri;шт;2022-03-16;Привода, шрусы;0;0;139.28;300.0;K8ANP3QXFK;пыльник гранаты привода внутренний
00003120;PT64019;Patron;шт;2022-03-16;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;791.82;1210.0;9ZLZI9KA0E;ролик ремня генератора
00003121;PS3124;Patron;шт;2022-03-16;Передняя подвеска;0;0;743.26;970.0;JGUZHQ6VQX;шаровая опора рычага
00003122;KANSA48;ASVA;шт;2022-03-16;Привода, шрусы;2;0;2477.0;4530.0;5IGM49ZZRZ;граната привода
00003123;-;G-Energy;шт;2022-03-17;Масла и тех. жидкости;0;0;108.0;185.0;;тормозная жидкость дот
00003124;-;0;шт;2022-03-17;Нераспределено;0;0;50.0;80.0;;уплкольцо плунжера
00003125;PGS592484;Patron;шт;2022-03-17;Кузов;3;0;659.02;1010.0;M4MI7W5M05;амортизатор капота
00003126;PBP1605;Patron;компл;2022-03-17;Тормозная система;2;0;1617.08;2100.0;AOSSTKWRUW;колодки тормозные передний
00003127;PS1275L;Patron;шт;2022-03-17;Рулевое управление;2;0;1226.55;1510.0;0YJ8T23ZAK;наконечник рулевой
00003128;PS1275R;Patron;шт;2022-03-17;Рулевое управление;2;0;1094.1;1420.0;2SFNQDP00H;наконечник рулевой
00003129;PS2271RKOR;Patron;шт;2022-03-17;Рулевое управление;2;0;984.97;1420.0;ME5F1ZWY8O;сальник коленвала передний лобовой
00003130;PF1911;Patron;шт;2022-03-17;Запчасти для ТО;0;0;302.84;570.0;9TCOW8CFF5;фильтр воздушный
00003131;PF1735KOR;Patron;шт;2022-03-17;Запчасти для ТО;0;0;599.21;1060.0;O013SOGG3R;фильтр воздушный
00003132;GFAH142;Onnuri;шт;2022-03-17;Запчасти для ТО;4;0;298.6;460.0;C8BAXED4AD;фильтр воздушный салонный
00003133;1CF006;Part-one;шт;2022-03-17;Запчасти для ТО;0;0;320.36;440.0;UEZPS0IU83;фильтр воздушный салонный
00003134;PF3098KOR;Patron;шт;2022-03-17;Запчасти для ТО;1;0;722.03;940.0;SKA7CGVQK4;фильтр топливный
00003135;0241135520;Bosch;шт;2022-03-18;Свеча зажигания;0;0;695.49;710.0;;свеча зажигания
00003136;281132S000g;G-Energy;шт;2022-03-18;Запчасти для ТО;0;0;253.0;485.0;GWCA0ZK6QF;фильтр воздушный
00003137;971334L000g;G-Energy;шт;2022-03-18;Запчасти для ТО;8;0;191.0;270.0;T5MQ6QZ502;фильтр воздушный салонный
00003138;-;FELIX;шт;2022-03-18;Масла и тех. жидкости;34;0;91.78;180.0;;герметикпрокладка термостата
00003139;GCSH011;Onnuri;компл;2022-03-18;Провода;0;0;841.9;1470.0;2S02QY1AVD;провод высокого напряжения
00003140;2224BONRL;Febest;шт;2022-03-18;Передняя подвеска;0;0;9891.0;13460.0;G2QDEBX9UH;рычаг передний
00003141;2224BONRR;Febest;шт;2022-03-18;Передняя подвеска;0;0;9891.0;13730.0;MG77FVEBUF;рычаг передний
00003142;KOS021;KOS;шт;2022-03-18;Ступица;2;0;210.37;380.0;HJ7HJQOPYN;сальник ступицы
00003143;GF0865;Trialli;компл;2022-03-18;Тормозная система;1;0;1782.29;2320.0;GSYT3Y7DYP;колодки ручного тормоза
00003144;2721MF;Osram;шт;2022-03-18;Лампы;0;0;58.0;140.0;PKRS2P3GBR;лампа бц освещения панели приборов
00003145;PJAR020;PARTS MALL;шт;2022-03-18;Задняя подвеска;0;0;2310.0;3780.0;B8SBSKY764;амортизатор задний
00003146;52720;Маяк;шт;2022-03-18;Лампы;0;0;127.9;200.0;C3ETY7YZDX;лампа фару ближний
00003147;B130G0103;Cworks;шт;2022-03-18;Запчасти для ТО;1;0;325.0;560.0;090S0CH64L;фильтр воздушный
00003148;B130G0111;Cworks;шт;2022-03-18;Запчасти для ТО;0;0;198.0;350.0;HLDJRDDIR3;фильтр воздушный
00003149;0K9A232280;Yulim;шт;2022-03-21;Рулевое управление;3;0;196.0;510.0;VYN3QANI8W;наконечник рулевой
00003150;CE0277;CTR;шт;2022-03-21;Рулевое управление;3;0;934.2;1590.0;;наконечник рулевой
00003151;568202T500;HyundaiKia;шт;2022-03-21;Рулевое управление;0;0;1010.0;2280.0;Z1CM1L3DZR;наконечник рулевой
00003153;5688045000;Yulim;шт;2022-03-21;Рулевое управление;7;0;455.0;1170.0;S1MJ3M8JA9;наконечник рулевой
00003154;5689045000;Yulim;шт;2022-03-21;Рулевое управление;3;0;455.0;1170.0;ZS95BEOWBH;наконечник рулевой
00003155;KM12649;KBC;шт;2022-03-21;Ступица;4;0;716.0;1200.0;64JOHGROD4;подшипник ступицы
00003156;GLSP012;Startvolt;шт;2022-03-21;Свечи накала;0;0;294.0;490.0;LBS7TM4B5R;свеча накала
00003157;CMH529;Car-Dex;шт;2022-03-21;Передняя подвеска;6;0;1274.28;2040.0;PTMGKZ2SVH;опора передней стойки
00003158;02CHA603RA;CGA;шт;2022-03-21;Газораспределительный механизм (ГРМ);0;0;1425.0;2300.0;D0DN94D9XM;цепь двигателя грм
00003159;2432125000c;CGA;шт;2022-03-21;Газораспределительный механизм (ГРМ);0;0;2700.0;2700.0;7BHR332QW8;цепь двигателя грм
00003160;CJH009;Car-Dex;шт;2022-03-21;Передняя подвеска;0;0;1033.97;1650.0;7ZHGXFHURF;шаровая опора рычага
00003161;JPB0022K;Just drive;шт;2022-03-21;Нераспределено;0;0;579.02;580.0;;комплект сальников ступицы передний
00003162;JPB0012K;Just drive;шт;2022-03-21;Нераспределено;0;0;513.51;515.0;;комплект сальников ступицы задний
00003163;HC46T0806041LFTCS76/JPB00;KOYO;шт;2022-03-21;0;0;0;3334.0;3335.0;;подшипник ступицы задний
00003164;JDA177;Just drive;шт;2022-03-21;0;0;0;212.27;220.0;;фильтр воздушный
00003165;TY09;ASVA;шт;2022-03-21;0;0;0;2507.0;2510.0;;шрус наружный
00003166;GT20110;GMB;шт;2022-03-22;Газораспределительный механизм (ГРМ);0;0;598.0;820.0;CS4SYIVJLG;ролик ремня грм
00003167;GV0530;CTR;шт;2022-03-22;Задняя подвеска;2;0;179.1;340.0;3C1QR8TL7C;втулка поперечного стабилизатора задний
00003168;681RS001060N0;Mahle;компл;2022-03-22;Шатунно-поршневая группа;1;0;3103.65;4030.0;OJ5PQW1W6Y;кольца поршневые
00003169;GBEH007;Onnuri;шт;2022-03-22;Газораспределительный механизм (ГРМ);1;0;712.54;1080.0;X1C8EQ7HMJ;ролик ремня грм
00003170;0242229798;Bosch;шт;2022-03-22;Свеча зажигания;0;0;206.17;210.0;;свеча зажигания
00003171;PF4086KOR;Patron;шт;2022-03-22;0;0;0;223.09;230.0;;фильтр масляный
00003173;P1DB001;PARTS MALL;шт;2022-03-23;Крышка клапанов;8;0;69.79;140.0;FDP9D07X7R;сальник крышки клапанов
00003174;ZA38BWD12CA133;NSK;шт;2022-03-23;0;0;0;1846.0;1850.0;;подшипник ступицы передний
00003175;0242236542;Bosch;шт;2022-03-23;Свеча зажигания;0;0;249.39;350.0;GZ4IU2OALD;свеча зажигания
00003176;OP520/1;Filtron;шт;2022-03-23;0;0;0;304.0;305.0;;фильтр масляный
00003177;PF1137KOR;Patron;шт;2022-03-23;Запчасти для ТО;0;0;296.58;430.0;S2EBRLHUD2;фильтр воздушный
00003178;GFAH051;Onnuri;шт;2022-03-23;Запчасти для ТО;4;0;545.69;710.0;9TCOW8CFF5;фильтр воздушный
00003179;GFAY005;Onnuri;шт;2022-03-23;Запчасти для ТО;0;0;380.9;630.0;68CBNMDR17;фильтр воздушный
00003180;6303DDUCM;NSK;шт;2022-03-23;Генератор и комплектующие;5;0;332.0;540.0;JNUDICXX4B;подшипник генератора закрытый
00003181;HC32011JR;KOYO;шт;2022-03-23;Ступица;0;0;1873.3;3000.0;J42FG6KI4L;подшипник ступицы
00003182;ZA38BWD12CA133;0;шт;2022-03-23;0;0;0;1723.54;1725.0;;подшипник ступицы передний
00003183;GV0296;CTR;шт;2022-03-24;Передняя подвеска;2;0;130.0;310.0;7LZK0QD7BP;втулка поперечного стабилизатора передний
00003184;42045;TPR;компл;2022-03-24;Шатунно-поршневая группа;0;0;1666.93;2420.0;OJ5PQW1W6Y;кольца поршневые
00003185;AFAI068;Miles;шт;2022-03-25;Запчасти для ТО;1;0;382.0;500.0;59N88OIS5V;фильтр воздушный
00003186;6PK2155d;Dongil;шт;2022-03-25;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;752.37;1180.0;KJRAGF0UDH;ремень ручейковый
00003187;7732001;Elwis Royal;шт;2022-03-25;Крышка клапанов;0;0;183.2;240.0;UGLJU4V9DM;сальник крышки клапанов
00003188;6PK1980d;Dongil;шт;2022-03-25;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;668.35;1100.0;MBL2CDLHP9;ремень ручейковый
00003189;562807;Elring;шт;2022-03-25;Сальники и прокладки двигателя;0;0;210.0;350.0;0O26FG7OVJ;прокладка тнвд
00003190;PBA020;PARTS MALL;шт;2022-03-25;Запчасти для ТО;0;0;368.81;480.0;Z6F4Z18NCX;фильтр масляный
00003191;KWM010;Kortex;шт;2022-03-28;Омыватель;0;0;258.0;440.0;FQIVP2OSQX;электронасос бачка омывателя
00003192;1000321SX;Stellox;шт;2022-03-28;Омыватель;0;0;461.67;820.0;HO3SDZJ8RG;электронасос бачка омывателя
00003193;FA2248;BM-Motorsport;шт;2022-03-28;Запчасти для ТО;0;0;566.85;770.0;O013SOGG3R;фильтр воздушный
00003194;KA0121;Kortex;шт;2022-03-28;Запчасти для ТО;5;0;340.0;540.0;I6E5J1RTDB;фильтр воздушный
00003195;224412F001D;DYG;шт;2022-03-28;Сальники и прокладки двигателя;1;0;265.6;500.0;2VFPNXR4IV;прокладка крышки клапанов
00003196;5461XS;Gates;шт;2022-03-28;Газораспределительный механизм (ГРМ);1;0;2633.28;3510.0;RMZPMZ5RUM;ремень грм
00003197;6PK2130;Dongil;шт;2022-03-28;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;751.21;1150.0;ER56W9II5R;ремень ручейковый
00003198;19035071;Corteco;шт;2022-03-28;Тормозная система;0;0;722.25;1720.0;JNY6FBEJDC;шланг тормозной задний
00003199;2231127850;Rhee Jin;шт;2022-03-28;Сальники и прокладки двигателя;0;0;981.54;1560.0;QF46BZRJCL;прокладка головки блока
00003200;6PK1915;Dongil;шт;2022-03-28;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;818.0;1060.0;X2T0QWSY5Z;ремень ручейковый
00003201;RG1000;KYB;шт;2022-03-28;Передняя подвеска;0;0;2905.0;5550.0;KSNY57XQW7;пружина амортизатора передний
00003203;RG5002;KYB;шт;2022-03-28;Задняя подвеска;2;0;3150.67;4560.0;8V9GTXT4Y3;пружина задней подвески
00003204;32011XJ;KBC;шт;2022-03-29;Ступица;0;0;1626.0;3000.0;J42FG6KI4L;подшипник ступицы
00003205;0K63B22540MAC;Mac;шт;2022-03-29;Привода, шрусы;0;0;1028.0;1570.0;QKN554LCTY;пыльник гранаты привода внутренний
00003206;P1KA018PLUS;PARTS MALL;шт;2022-03-29;Клапан EGR;0;0;139.68;225.0;UL5WFW8WPP;прокладка клапана
00003207;ARA1551AD;Krauf;шт;2022-03-29;Генератор и комплектующие;0;0;700.0;1060.0;HOATWGAQUU;релерегулятор генератора
00003208;99910098;SWAG;шт;2022-03-29;Запчасти для ТО;0;0;1032.34;1410.0;3UJNV7PCU4;фильтр коробку коробкуавтомат
00003210;AFFS004;Miles;шт;2022-03-29;Запчасти для ТО;0;0;330.0;450.0;9OS4MAG0FC;фильтр топливный
00003211;CHK055;Car-Dex;шт;2022-03-29;Система охлаждения;0;0;244.27;520.0;VZLQXWVEGF;патрубок радиатора
00003212;FA0101;BM-Motorsport;шт;2022-03-29;Запчасти для ТО;1;0;230.0;410.0;H4VB67RPA2;фильтр воздушный
00003213;55102;Фобос;шт;2022-03-29;Задняя подвеска;2;0;1670.0;2670.0;;пружина задней подвески
00003214;55331;Фобос;шт;2022-03-29;Задняя подвеска;2;0;1131.2;1830.0;IRJ7LQDDOV;пружина задней подвески
00003215;55350;Фобос;шт;2022-03-29;Задняя подвеска;2;0;0.0;1560.0;;пружина задней подвески
00003216;55353;Fobos;шт;2022-03-29;Задняя подвеска;4;0;1958.29;3000.0;99PCE7RYOS;пружина задней подвески
00003217;4237244;Lesjofors;шт;2022-03-29;Задняя подвеска;0;0;1957.0;6060.0;99PCE7RYOS;пружина задней подвески
00003218;DB43088;Miles;шт;2022-03-29;Задняя подвеска;2;0;876.0;2460.0;8V9GTXT4Y3;пружина задней подвески
00003219;NSP0113287599;NSP;шт;2022-03-29;Задняя подвеска;0;0;0.0;6350.0;U7CPO8SLIT;пружина задней подвески
00003220;54827;Fobos;шт;2022-03-29;Задняя подвеска;2;0;1584.26;2420.0;;пружина амортизатора задний
00003221;4237227;Lesjofors;шт;2022-03-29;Задняя подвеска;0;0;2096.27;7280.0;ADDFX7WCCA;пружина амортизатора задний
00003222;C6S90031;OBK;шт;2022-03-29;Передняя подвеска;2;0;4421.0;7030.0;O8A4YQ6LLF;пружина амортизатора передний
00003223;42040;TPR;компл;2022-03-29;Шатунно-поршневая группа;3;0;1546.7;2370.0;A7KWR0RYSR;кольца поршневые
00003224;NSP0113265236;NSP;шт;2022-03-29;Передняя подвеска;2;0;0.0;5050.0;;пружина амортизатора передний
00003225;14913;Фобос;шт;2022-03-29;Передняя подвеска;0;0;0.0;2980.0;SAW0L30APL;пружина амортизатора передний
00003226;14875;Klakson;шт;2022-03-29;Передняя подвеска;2;0;1228.31;1980.0;;пружина амортизатора передний
00003227;C6K25511;OBK;шт;2022-03-29;Передняя подвеска;2;0;0.0;5960.0;BOE4LR7U4U;пружина амортизатора передний
00003228;14831;Klakson;шт;2022-03-29;Передняя подвеска;0;0;0.0;2680.0;BOE4LR7U4U;пружина амортизатора передний
00003229;14899;Klakson;шт;2022-03-29;Передняя подвеска;0;0;5086.98;7200.0;AMDAMXKNPX;пружина амортизатора передний
00003230;JGM1078T;TRW;шт;2022-03-29;Передняя подвеска;2;0;2216.0;5310.0;CX3V4IKRPW;амортизатор передний
00003231;JGS1062T;TRW;шт;2022-03-29;Передняя подвеска;2;0;1898.5;5820.0;;амортизатор передний
00003232;PF4057;Patron;шт;2022-03-29;Запчасти для ТО;1;0;183.26;310.0;CFSC5PHY95;фильтр масляный
00003233;1OF010;Part-one;шт;2022-03-29;Запчасти для ТО;2;0;181.97;260.0;FSV274DMQY;фильтр масляный
00003234;PF3200KOR;Patron;шт;2022-03-29;Запчасти для ТО;0;0;460.03;740.0;4WAYKCHSBK;фильтр топливный
00003235;GB206;0;шт;2022-03-29;Запчасти для ТО;0;0;70.0;150.0;;фильтр топливный
00003236;96144555n;Daewoo;шт;2022-03-30;Система охлаждения;1;0;484.0;600.0;25KZSINRJE;патрубок радиатора
00003237;RR00144;Autogur;шт;2022-03-30;Сальники и прокладки двигателя;8;0;138.43;280.0;0O26FG7OVJ;прокладка тнвд
00003238;PCI1219;Patron;шт;2022-03-30;Катушки зажигания;0;0;2140.37;2780.0;8D1N2E6X3L;катушка зажигания
00003239;4329076SX;Stellox;шт;2022-03-31;Ступица;0;0;3124.0;4650.0;GK6RRYE6GE;ступица передний
00003240;330043;ERA;шт;2022-03-31;Датчики двигателя, коробки;0;0;641.0;640.0;5884EN84YC;датчик стопсигнала
00003241;CT887;ContiTech;шт;2022-04-01;Газораспределительный механизм (ГРМ);1;0;1035.0;1380.0;G4TGSJPEXL;ремень грм
00003242;PSA339403;Patron;шт;2022-04-04;Передняя подвеска;1;0;2062.83;5750.0;CRFERQ44F9;амортизатор передний масляный
00003243;PSA339402;Patron;шт;2022-04-04;Передняя подвеска;1;0;2062.83;5750.0;EXGELOSWHA;амортизатор передний масляный
00003244;PGL014;Patron;шт;2022-04-04;Головка блока цилиндров (ГБЦ) и комплектующие;0;0;414.86;725.0;OHDUP89M4A;гидротолкатель клапана двс
00003245;GGXH081;Onnuri;шт;2022-04-04;Выпускная система;2;0;52.8;120.0;TZHC7KKXQC;прокладка глушителя
00003246;GBUH047;Onnuri;шт;2022-04-04;Задняя подвеска;4;0;235.33;310.0;BZJVQKGFAV;сайлентблок
00003247;GBUH232;Onnuri;шт;2022-04-04;Задняя подвеска;2;0;280.8;380.0;V815QN5ORD;сайлентблок
00003248;1FF020;Part-one;шт;2022-04-04;Запчасти для ТО;0;0;448.48;820.0;BSTCNHM548;фильтр топливный
00003250;-;0;шт;2022-04-05;Нераспределено;0;0;30.0;100.0;;трубка соединительная для шланга
00003251;2841127000DYG;DYG;шт;2022-04-05;Сальники и прокладки двигателя;1;0;80.2;200.0;KYSY6B51MY;прокладка коллектора впуск
00003252;P1ZA045M;PARTS MALL;шт;2022-04-05;Сальники и прокладки двигателя;0;0;45.83;100.0;JZHDQGWV6Y;прокладка трубки рециркуляции
00003253;6201ZZCM;KOYO;шт;2022-04-05;Нераспределено;0;0;186.35;190.0;;подшипник
00003254;6202DDUC3E;NSK;шт;2022-04-05;Маховик;8;0;253.22;400.0;52HDIHXUJ6;подшипник маховика закрытый
00003255;608ZZ;KOYO;шт;2022-04-05;Нераспределено;0;0;107.8;110.0;;подшипник
00003256;P1GA064;PARTS MALL;шт;2022-04-05;Сальники и прокладки двигателя;4;0;59.65;470.0;GZNFQMVJWZ;прокладка крышки клапанов
00003257;FA2223;BM-Motorsport;шт;2022-04-05;Запчасти для ТО;0;0;468.0;680.0;;фильтр воздушный
00003258;KOS069;KOS;шт;2022-04-05;Сальники и прокладки двигателя;2;0;141.28;250.0;T64WWUOZMV;сальник распредвала
00003259;JEW0043;Just drive;шт;2022-04-05;Ступица;0;0;592.98;970.0;T9W01CCWAZ;подшипник ступицы
00003260;41011;TPR;компл;2022-04-05;Шатунно-поршневая группа;0;0;2105.16;3160.0;1UO54WLV6U;кольца поршневые
00003742;8118034000RY;HyundaiKia;шт;2022-09-06;Отделка;0;0;927.86;1700.0;;ручка панели приборов
00003261;AKW0305;Autokrep;шт;2022-04-06;Топливная система;0;0;41.6;75.0;2THLPPX04S;уплкольцо форсунки
00003262;P1UC001;PARTS MALL;шт;2022-04-06;Коробка передач;8;0;113.4;150.0;3WEK96DG9N;прокладка поддона коробки передач
00003263;GWPH042;Onnuri;шт;2022-04-06;Система охлаждения;0;0;2379.31;3090.0;Q680YGSVVU;помпа
00003264;GWHY85A;GMB;шт;2022-04-06;Система охлаждения;3;0;1731.85;2800.0;Q680YGSVVU;помпа
00003265;BAH0117;SKF;шт;2022-04-07;Ступица;1;0;847.0;1570.0;XL19Z8FXXY;подшипник ступицы
00003266;30211JR;KOYO;шт;2022-04-07;Ступица;1;0;490.0;1550.0;801DKL4BW5;подшипник ступицы
00003267;E30211J;Nachi;шт;2022-04-07;Ступица;0;0;490.0;910.0;801DKL4BW5;подшипник ступицы
00003268;30211;Timken;шт;2022-04-07;Ступица;0;0;490.0;910.0;801DKL4BW5;подшипник ступицы
00003269;32215J;Nachi;шт;2022-04-07;Ступица;0;0;1036.0;1920.0;H9I8C1QEHM;подшипник ступицы
00003270;E32213J;Nachi;шт;2022-04-07;Ступица;0;0;1015.0;1880.0;AH9H3O18UN;подшипник ступицы
00003271;32213JR;KOYO;шт;2022-04-07;Ступица;0;0;1015.0;1880.0;AH9H3O18UN;подшипник ступицы
00003272;AFOS055;Miles;шт;2022-04-07;Запчасти для ТО;0;0;257.0;420.0;W3ZLSTPP6P;фильтр масляный
00003273;2848;Kaison;компл;2022-04-07;Сальники и прокладки двигателя;1;0;4550.0;6370.0;58OD1HNGSC;прокладка головки блока
00003274;4420160320n;Rhee Jin;компл;2022-04-07;Сальники и прокладки двигателя;1;0;2288.0;12350.0;58OD1HNGSC;прокладка головки блока
00003275;AVX13X675;Patron;шт;2022-04-07;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;194.79;330.0;I3DQL5JEQY;ремень клиновой
00003276;GBUH134;Onnuri;шт;2022-04-07;Задняя подвеска;2;0;339.57;550.0;9K2W1T3D36;сайлентблок
00003277;47686;KOYO;шт;2022-04-07;Ступица;2;0;1338.0;3500.0;45E97X7MY4;подшипник ступицы
00003278;47686n;NSK;шт;2022-04-07;Ступица;1;0;1338.0;3500.0;45E97X7MY4;подшипник ступицы
00003279;HR32219J;NSK;шт;2022-04-07;Ступица;1;0;2450.0;6100.0;I6E8SZEA72;подшипник ступицы
00003280;HM89410;NTN;шт;2022-04-07;Задний мост;0;0;349.0;1820.0;ZJY4G43SPO;подшипник редуктора моста
00003281;-;0;шт;2022-04-07;Автоэлектрика;0;0;100.0;250.0;;клемма масса плетеная
00003282;6306;GMB;шт;2022-04-07;Задний мост;1;0;266.0;490.0;JRY8AU7HDT;подшипник раздатки
00003283;30210J;NSK;шт;2022-04-07;Задний мост;1;0;758.0;1610.0;J0QLJJGIWA;подшипник полуоси
00003284;62072NSE;Nachi;шт;2022-04-07;Коробка передач;0;0;128.0;420.0;EDRYC5ZLGI;подшипник коробки
00003285;6207C3;FAG;шт;2022-04-07;Коробка передач;0;0;128.0;420.0;EDRYC5ZLGI;подшипник коробки
00003286;1137211SX;Stellox;шт;2022-04-07;Задняя подвеска;0;0;308.2;500.0;KDOGZ1I3P2;отбойник амортизатора задний
00003287;6302;SKF;шт;2022-04-08;Генератор и комплектующие;1;0;64.0;420.0;J2KYF6DQNY;подшипник генератора закрытый
00003288;2183026200;HyundaiKia;шт;2022-04-08;Подушка двигателя;0;0;784.0;3100.0;XSHZJKM5BS;подушка двигателя
00003289;5525644000g;Geunyoung;шт;2022-04-08;Задний мост;37;0;32.48;75.0;VULF4NLEXL;втулка рессоры задний
00003290;93740225;Daewoo;компл;2022-04-08;Шатунно-поршневая группа;1;0;2044.16;3200.0;1UO54WLV6U;кольца поршневые
00003291;PSCH008;PARTS MALL;шт;2022-04-08;Ступица;1;0;185.0;510.0;H7NDCB6X7M;подшипник ступицы
00003292;793902E000;HyundaiKia;шт;2022-04-08;Кузов;0;0;1072.0;2400.0;;ограничитель двери
00003293;794902E000;HyundaiKia;шт;2022-04-08;Кузов;0;0;1239.0;2500.0;;ограничитель двери
00003294;794802E000;HyundaiKia;шт;2022-04-08;Кузов;0;0;1057.0;2300.0;;ограничитель двери
00003295;6204ZEC3;Nachi;шт;2022-04-08;Ступица;0;0;210.0;390.0;BZEXACOM4O;подшипник ступицы
ЦБ000360;ЦБ000360;Noname;шт;2021-12-31;Фары, фонари, поворотники;1;0;1400.0;3575.0;;фара
00003296;6204Z;GMB;шт;2022-04-08;Ступица;1;0;210.0;390.0;BZEXACOM4O;подшипник ступицы
00003297;6204;Noname;шт;2022-04-08;Ступица;5;0;210.0;390.0;BZEXACOM4O;подшипник ступицы
00003298;6205Z;KBC;шт;2022-04-08;Ступица;1;0;105.0;300.0;9GAT55XF7L;подшипник ступицы
00003299;30205A;FAG;шт;2022-04-08;Ступица;0;0;437.0;910.0;TZ9P048MQY;подшипник ступицы
00003300;30309n;FAG;шт;2022-04-08;Ступица;4;0;665.0;1850.0;IDN3Y90G6T;подшипник ступицы
00003301;30213JR;KOYO;шт;2022-04-08;Ступица;1;0;840.0;3460.0;V54Q32HRON;подшипник ступицы
00003302;E30213J;Nachi;шт;2022-04-08;Ступица;1;0;840.0;1750.0;V54Q32HRON;подшипник ступицы
00003303;00003303;0;шт;2022-04-08;Сальники и прокладки двигателя;0;0;0.0;500.0;;прокладка коллектора впуск
00003304;HP0020;HSB;компл;2022-04-08;Тормозная система;1;0;593.15;1360.0;B8O6HQRCL1;колодки тормозные передний
00003305;1987949509;Bosch;шт;2022-04-08;Газораспределительный механизм (ГРМ);1;0;1608.0;2090.0;AY1Q82R7JA;ремень грм
00003306;30213;Timken;шт;2022-04-08;Ступица;1;0;840.0;1950.0;V54Q32HRON;подшипник ступицы
00003307;GT70370;GMB;шт;2022-04-08;Газораспределительный механизм (ГРМ);1;0;1610.76;2650.0;NLSS2MP0QF;ролик ремня грм
00003308;96569405d;Daewoo;шт;2022-04-11;Сальники и прокладки двигателя;0;0;0.0;0.0;7B7GZJH1J3;прокладка коллектора впуск
00003309;98351B1000;HyundaiKia;шт;2022-04-12;Стеклоочиститель;0;0;769.5;770.0;;резинка щётки стеклоочистителя
00003310;98361B1000;HyundaiKia;шт;2022-04-12;Стеклоочиститель;0;0;579.12;580.0;;резинка щётки стеклоочистителя
00003311;CZH011;Car-Dex;шт;2022-04-12;Сцепление;2;0;395.0;650.0;TRVW8JNFJH;вилка выжимного подшипника
00003312;P1LA020;PARTS MALL;шт;2022-04-12;Сальники и прокладки двигателя;0;0;81.0;190.0;KYSY6B51MY;прокладка коллектора впуск
00003313;0K01111312;POS;шт;2022-04-12;Блок цилиндров;0;0;336.02;500.0;5NKWU050CE;сальник коленвала задний коренной
00003314;KM0400004RU;KAP;шт;2022-04-12;Крышка клапанов;1;0;138.0;160.0;UGLJU4V9DM;сальник крышки клапанов
00003315;EE1904;QML;шт;2022-04-12;Ступица;2;0;100.7;180.0;RYZJXJPKQS;сальник ступицы
00003316;ARG323318;Arirang;шт;2022-04-12;Запчасти для ТО;1;0;485.18;800.0;GQ2AIYPZ3S;фильтр топливный
00003317;24445723d;Daewoo;шт;2022-04-12;Сальники и прокладки двигателя;1;0;0.0;300.0;FU0KD1BR49;прокладка маслоохладителя
00003318;PA1180;Lynx;шт;2022-04-12;Генератор и комплектующие;1;0;2191.0;3350.0;BMUN505396;шкив генератора
00003319;-;0;шт;2022-04-13;0;0;0;90.0;100.0;;кольцо уплотнительное
00003320;-;0;шт;2022-04-13;0;0;0;46.0;50.0;;кольцо уплотнительное
00003321;PE30008;Patron;шт;2022-04-13;Датчики двигателя, коробки;0;0;429.92;910.0;MOUR9HPLH6;датчик положения дроссельной заслонки
00003322;19035070;Corteco;шт;2022-04-13;Тормозная система;1;0;1150.0;1500.0;R7P478RK2D;шланг тормозной задний
00003323;EX546504L100;Mando;шт;2022-04-14;Передняя подвеска;1;0;5962.76;9120.0;MU1NG9E31B;амортизатор передний масляный
00003324;EX546604L100;Mando;шт;2022-04-14;Передняя подвеска;1;0;5962.76;9120.0;FG8NTTQGRG;амортизатор передний масляный
00003325;392102B310;HyundaiKia;шт;2022-04-14;Датчики двигателя, коробки;2;0;2645.44;4050.0;;датчик дожига кислорода
00003326;KP01079;Noname;компл;2022-04-18;0;0;0;1513.0;1515.0;;ремкомплект
00003327;223222B100;HyundaiKia;шт;2022-04-18;Головка блока цилиндров (ГБЦ) и комплектующие;7;0;162.14;320.0;;шайба болта головки блока
00003328;P1ZA078M;PARTS MALL;шт;2022-04-18;Топливная система;4;0;63.0;120.0;07C8SGHKQ8;шайба упл под форсунку
00003398;393504A400;HyundaiKia;шт;2022-04-29;Датчики двигателя, коробки;0;0;1500.0;1500.0;;датчик положения распредвала
00003329;PSP214;Patron;компл;2022-04-19;Тормозная система;0;0;1132.42;1470.0;7QRVO3DDWG;колодки тормозные задний
