kod;artikul;proizvoditel;edizm;datasozdanija;roditel;osnsklad;zakazy_sklad;tsenazakup;tsenarozn;gruppa_analogov;type_detail
00003555;PSA343398;Patron;шт;2022-07-07;Задняя подвеска;0;0;1314.51;1970.0;HYGQLRU98X;амортизатор задний маслян
00003556;GA0012;CTR;шт;2022-07-07;Передняя подвеска;0;0;1458.0;2830.0;LKQAWVZ2KB;опора передней стойки
00003557;SSD2022LC;Krauf;шт;2022-07-11;Стартер и комплетующие;0;0;1092.0;1560.0;HHZHANHV8B;втягивающее стартера
00003558;466KT05000MAC;Mac;шт;2022-07-11;Рулевое управление;1;0;220.0;400.0;XRUH9CRHTD;пыльник рулевой рейки
00003559;281382K200;HyundaiKia;шт;2022-07-11;Впускная система;0;0;5347.2;7000.0;;гофра от корпуса воздушного фильтра турбине
00003560;1125CAPR;ASVA;шт;2022-07-11;Задняя подвеска;1;0;1837.0;2740.0;X5VMHNXIBU;тяга задней подвески
00003561;KBP005;Kormax;компл;2022-07-12;Тормозная система;1;0;923.7;1330.0;JZDKRK8A6H;колодки тормозные передний
00003562;K000241;Miles;шт;2022-07-12;Тормозная система;0;0;2334.15;2900.0;IFK6JW4886;диск тормозной передний
00003563;GV0573;CTR;шт;2022-07-12;Передняя подвеска;4;0;181.0;390.0;KN7602AMZW;втулка поперечного стабилизатора передний
00003564;0242235666;Bosch;шт;2022-07-12;Свеча зажигания;0;0;178.0;290.0;JVZRWGXO3Y;свеча зажигания
00003565;GBUH055;Onnuri;шт;2022-07-12;Передняя подвеска;0;0;250.0;350.0;FDTM9AVB1U;втулка поперечного стабилизатора передний
00003566;EFF00003T;Mando;шт;2022-07-12;Запчасти для ТО;0;0;573.9;760.0;JBG0AN3CM9;фильтр топливный
00003567;51777171003;BMW;шт;2022-07-13;0;0;0;93.31;95.0;;клипса
00003568;DCC010194;Mando;шт;2022-07-13;Передняя подвеска;2;0;123.3;280.0;FDTM9AVB1U;втулка поперечного стабилизатора передний
00003569;HCZA013E;PARTS MALL;шт;2022-07-13;Головка блока цилиндров (ГБЦ) и комплектующие;2;0;270.0;350.0;NRD33ZWL7B;клапан двс выпуск
00003570;45050;MEAT&DORIA;шт;2022-07-13;Генератор и комплектующие;0;0;2512.0;4530.0;F43DW2UG6N;шкив генератора
00003571;1722000170;SsangYong;шт;2022-07-14;Ремни агрегатов, ролики, натяжители, кронштейны;0;0;8710.66;12650.0;PZFRAK6Q8I;ролик ремня генератора
00003572;DB83193;Miles;шт;2022-07-14;Ступица;0;0;3455.95;4980.0;QTZ9TLRAN4;подшипник ступицы
00003574;HS5025;HSB;компл;2022-07-15;Тормозная система;2;0;1166.38;1780.0;EUSD8KC72P;колодки ручного тормоза
00003575;EX546502P100;Mando;шт;2022-07-15;Передняя подвеска;0;0;3698.51;6320.0;9H8E1NWULH;амортизатор передний масляный
00003576;EX546602P100;Mando;шт;2022-07-15;Передняя подвеска;0;0;4639.11;6820.0;FTP4QVQ0TH;амортизатор передний масляный
00003577;GBED002;Onnuri;шт;2022-07-18;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;332.89;510.0;T5MAI5BR6X;ролик ремня генератора
00003578;RA5176;KYB;шт;2022-07-18;Задняя подвеска;0;0;3244.5;5010.0;9B2XB55XQS;пружина задней подвески
00003579;EX6614303601;Mando;шт;2022-07-18;Тормозная система;0;0;6118.7;9180.0;0Q5C25P161;цилиндр тормозной главный
00003580;96335719;General Motors;шт;2022-07-18;Запчасти для ТО;0;0;813.96;1300.0;FH5ORF4B7S;фильтр топливный
00003581;AMDRP69;AMD;компл;2022-07-18;Коробка передач;0;0;1233.6;1700.0;YTD9ICLVB7;трос переключения передач
00003582;SY41051009100;Dominant;шт;2022-07-19;Вакуумная система;0;0;5881.0;8540.0;OF1UH1YP9V;вакуумный включатель переднего моста
00003583;HCZA001E;PARTS MALL;шт;2022-07-20;Головка блока цилиндров (ГБЦ) и комплектующие;3;0;232.0;370.0;BK2HZ1IA8W;клапан двс выпуск
00003584;96352000;0;шт;2022-07-20;Топливная система;0;0;40.0;100.0;;скоба крепления форсунки
00003586;-;0;м;2022-07-25;Автоэлектрика;0;0;139.0;225.0;;автоэлектрика провод пугв
00003588;A60TBF41;Flexovit;шт;2022-07-26;Расходные материалы для сервиса;10;0;72.0;200.0;;расходные материалы
00003589;BVV597A2;NOK;шт;2022-07-27;Головка блока цилиндров (ГБЦ) и комплектующие;0;0;67.11;70.0;;колпачок маслосъемный
00003590;BV1883E0;NOK;шт;2022-07-27;Головка блока цилиндров (ГБЦ) и комплектующие;0;0;86.69;90.0;;колпачок маслосъемный
00003591;C12D;0;шт;2022-07-27;Система охлаждения;0;0;155.34;160.0;;крышка радиатора
00003592;GWT86A;GMB;шт;2022-07-27;Система охлаждения;0;0;2117.35;2150.0;;помпа
00003593;GB121210TM;GMB;шт;2022-07-27;0;0;0;572.0;590.0;;ремень грм
00003594;BH1882G0;NOK;шт;2022-07-27;0;0;0;326.41;330.0;;сальник распредвала
00003595;GV0544;CTR;шт;2022-07-27;Задняя подвеска;2;0;608.4;670.0;TF5JY4E7NK;сайлентблок
00003596;615293500;Reinz;шт;2022-07-27;0;0;0;3659.3;3660.0;;прокладка головки блока
00003597;6PK2413;Dongil;шт;2022-07-27;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;841.9;1220.0;GJEURQOU4A;ремень ручейковый
00003598;GT80430;GMB;шт;2022-07-27;Газораспределительный механизм (ГРМ);0;0;713.9;730.0;;ролик ремня грм
00003599;KMS044L;Kormax;шт;2022-07-28;Передняя подвеска;1;0;3520.31;5930.0;MR9VYGBBDC;амортизатор передний
00003600;KMS044R;Kormax;шт;2022-07-28;Передняя подвеска;1;0;4216.93;5930.0;ZE51ZRNU0Y;амортизатор передний
00003601;ECF00015M;Mando;шт;2022-07-28;Запчасти для ТО;0;0;285.0;590.0;4FB722E27M;фильтр воздушный салонный
00003602;KHE023;Kormax;шт;2022-07-28;0;0;0;1814.61;2630.0;;провода высоковольтные
00003603;6008Z;NTN;шт;2022-07-28;Задний мост;0;0;704.9;1060.0;VPA8CFGV2Z;подшипник редуктора моста
00003604;CB1451A;NDS;компл;2022-07-28;0;0;0;704.61;710.0;;вкладыши шатунные
00003605;35913;TPR;компл;2022-07-28;Шатунно-поршневая группа;0;0;2766.69;4010.0;;кольца поршневые
00003606;TW1400A;NDC;компл;2022-07-28;Шатунно-поршневая группа;0;0;167.95;170.0;;полукольца коленвала
00003607;JB1240002;Stone;шт;2022-07-28;Сальники и прокладки двигателя;0;0;890.2;1290.0;;прокладка коллектора выпуск
00003608;BH1882G0;NOK;шт;2022-07-28;Сальники и прокладки двигателя;0;0;326.41;330.0;;сальник коленвала передний лобовой
00003609;BH1742G0;NOK;шт;2022-07-28;Блок цилиндров;0;0;468.55;470.0;;сальник коленвала задний коренной
00003610;KMS026R;Kormax;шт;2022-07-28;Задняя подвеска;1;0;3011.8;5020.0;3Q18WPH6Q3;амортизатор задний
00003611;KMS026L;Kormax;шт;2022-07-28;Задняя подвеска;1;0;3011.8;5020.0;ZGV7ZER1RL;амортизатор задний
00003612;442880;Elring;шт;2022-07-29;Сальники и прокладки двигателя;0;0;3239.0;4700.0;IWP8S6YC8R;прокладка головки блока
00003613;MS1410A;0;компл;2022-07-29;0;0;0;893.23;900.0;;вкладыши коренные
00003614;P1LA058;PARTS MALL;шт;2022-08-01;Сальники и прокладки двигателя;2;0;92.0;160.0;472TQOZ8FH;прокладка коллектора впуск
00003615;KOS224;KOS;шт;2022-08-01;Блок цилиндров;0;0;492.84;730.0;U6BBCMPF78;сальник коленвала задний коренной
00003616;EAF00153T;Mando;шт;2022-08-01;Запчасти для ТО;0;0;540.43;850.0;Q45VM7ENJW;фильтр воздушный
00003617;1552825;Elwis Royal;шт;2022-08-01;Сальники и прокладки двигателя;0;0;484.0;485.0;;прокладка крышки клапанов
00003618;ARG324123;Arirang;шт;2022-08-01;Запчасти для ТО;4;0;209.76;380.0;3EA8YWEVUG;фильтр воздушный салонный
00003619;PBH0309;Patron;шт;2022-08-01;Тормозная система;1;0;1094.11;1670.0;L9LEMI3MNC;шланг тормозной задний
00003620;PBH0310;Patron;шт;2022-08-01;Тормозная система;1;0;1094.11;1670.0;FHVM2ZSA7M;шланг тормозной задний
00003621;AMDWTB31;AMD;шт;2022-08-02;Система охлаждения;0;0;920.19;1200.0;RZH7W976H1;бачок расширительный охлажд жидкости
00003622;1101CAPR4;ASVA;шт;2022-08-02;Задняя подвеска;4;0;818.52;1060.0;OTQVSLT304;сайлентблок рычага
00003623;DCC000279;Mando;шт;2022-08-02;Передняя подвеска;2;0;1550.36;2750.0;E0002TP5IW;опора передней стойки
00003624;17VGX059;United Motors;шт;2022-08-03;Головка блока цилиндров (ГБЦ) и комплектующие;7;0;108.0;180.0;OSYFAIKIBT;направляющие втулки клапанов
00003625;ARG182097;Arirang;шт;2022-08-03;Сальники и прокладки двигателя;0;0;109.47;200.0;HR9P283Y9S;прокладка помпы
00003626;235102B010;HyundaiKia;шт;2022-08-03;Шатунно-поршневая группа;4;0;3209.0;4490.0;;шатун
00003627;4147132000;HyundaiKia;шт;2022-08-03;Сцепление;0;0;475.0;1380.0;;опора вилки сцепления
ЦБ000361;ЦБ000361;Noname;шт;2021-12-31;Фары, фонари, поворотники;1;0;875.0;2245.0;;фара
00003628;CRH205;Car-Dex;шт;2022-08-03;Передняя подвеска;0;0;104.4;170.0;Y138BOY8VG;втулка продольной тяги передний рычага
00003629;CMKH9;CTR;шт;2022-08-03;Передняя подвеска;0;0;1239.0;2400.0;C4PYGKCPQS;опора передней стойки
00003630;EWTK00009H;Mando;компл;2022-08-03;Провода;0;0;1057.0;2100.0;31FZ57QVEN;провод высокого напряжения
00003631;C9478;Lynx;шт;2022-08-03;Передняя подвеска;2;0;445.0;760.0;TROFTLWW7I;сайлентблок рычага
00003632;GFCK028;Onnuri;шт;2022-08-03;Запчасти для ТО;1;0;240.0;390.0;6SQIBK7MAC;фильтр воздушный салонный
00003633;2799892;NK;компл;2022-08-03;Тормозная система;0;0;2348.8;5710.0;;колодки ручного тормоза
00003634;CR0297;CTR;шт;2022-08-03;Рулевое управление;3;0;1044.9;1780.0;;тяга рулевой рейки
00003637;8441008000;SsangYong;шт;2022-08-04;Реле;1;0;491.0;810.0;;реле
00003638;8441009000;SsangYong;шт;2022-08-04;Реле;0;0;711.0;1200.0;;реле
00003639;0K55110270M;DYG;компл;2022-08-04;Сальники и прокладки двигателя;1;0;2508.8;3840.0;8VWVGR3UBJ;набор прокладок на двигатель
00003640;47384H1000b;0;шт;2022-08-04;Раздатка;0;0;5000.0;6500.0;;электромагнитная муфта раздаточной коробки
00003641;47353H1000;0;шт;2022-08-04;Датчики двигателя, коробки;0;0;3500.0;4500.0;;датчик
00003642;CMKK2;CTR;шт;2022-08-04;Передняя подвеска;0;0;1894.0;2570.0;7OMZQ9Y41I;опора передней стойки
00003643;SP4102;Sangsin;компл;2022-08-08;Тормозная система;2;0;2043.9;3130.0;RSETBGHEOF;колодки тормозные передний
00003644;LST08L5;Startvolt;шт;2022-08-08;Стартер и комплетующие;1;0;6533.0;9940.0;BAYI1LLTVD;стартер
00003645;AFW2241;Miles;шт;2022-08-08;Запчасти для ТО;1;0;289.0;660.0;V7TXK2LN5Y;фильтр воздушный салонный
00003646;4PK845;Dongil;шт;2022-08-08;Ремни агрегатов, ролики, натяжители, кронштейны;3;0;261.68;440.0;72UZ4ZAIZI;ремень ручейковый
00003647;-;Noname;шт;2022-08-08;Нераспределено;11;0;10.0;70.0;;шпилька переходная
00003648;PT3010;Lynx;шт;2022-08-08;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;2429.0;3720.0;YMNQGLLLEP;ролик ремня генератора
00003649;GV0320L;CTR;шт;2022-08-08;Задняя подвеска;1;0;1409.0;3330.0;KFVWTAQEIF;сайлентблок рычага
00003650;GV0320R;CTR;шт;2022-08-08;Задняя подвеска;1;0;1843.07;3510.0;LBVOBF3TRM;сайлентблок рычага
00003651;SA169;Sangsin;компл;2022-08-08;0;0;0;1430.55;1450.0;O3SYTKNC17;колодки тормозные задний
00003652;86811S1000;HyundaiKia;шт;2022-08-08;Подкрылки;0;0;4176.0;6600.0;;подкрылок передний
00003653;KM0400990MT;KAP;шт;2022-08-09;Сальники и прокладки двигателя;4;0;200.6;360.0;M0L79X5ACH;прокладка помпы
00003654;LR10201;Sanwa;шт;2022-08-09;Задний мост;0;0;184.8;300.0;2BKG7EC9EV;сальник полуоси
00003655;LN1741;0;шт;2022-08-09;0;0;0;269.0;270.0;;смазка
00003656;PXCBB008S;PARTS MALL;шт;2022-08-10;Передняя подвеска;0;0;219.38;290.0;Y4JJX23IKW;сайлентблок рычага
00003657;KOS067;KOS;шт;2022-08-10;Блок цилиндров;3;0;323.89;530.0;60DZVOX9KP;сальник коленвала задний коренной
00003658;713816700;Reinz;шт;2022-08-10;Сальники и прокладки двигателя;0;0;1479.0;2150.0;GC1CXZEHU4;прокладка крышки клапанов
00003659;1411AAJAA1p;POS;шт;2022-08-11;Ступица;0;0;253.0;370.0;SB6I3IPIO7;сальник ступицы
00003660;GY1241G;CTR;шт;2022-08-11;Задняя подвеска;0;0;3614.0;4700.0;IOLOGO3A65;амортизатор задний
00003661;GY1244G;CTR;шт;2022-08-11;Задняя подвеска;0;0;3614.0;4700.0;CQ2O3D7U57;амортизатор задний
00003662;KTZ1060HS;Krauf;шт;2022-08-11;Система охлаждения;0;0;684.68;1050.0;YVVUK542E6;бачок расширительный охлажд жидкости
00003663;213502B001;HyundaiKia;шт;2022-08-11;Масляный насос;0;0;6075.0;9485.0;;масляный насос на двигатель
00003664;EWTH00016H;Mando;компл;2022-08-11;Провода;2;0;2282.23;3490.0;0S694EEO80;провод высокого напряжения
00003665;AFAI197;Miles;шт;2022-08-11;Запчасти для ТО;1;0;322.0;580.0;5QXOVSHL9X;фильтр воздушный
00003666;2001507SX;Stellox;шт;2022-08-11;Генератор и комплектующие;0;0;1899.6;2850.0;1JEO0FJ55W;шкив генератора
00003667;DV1682R;Torr;шт;2022-08-11;Передняя подвеска;1;0;1933.89;3190.0;DNYDB8UEUW;амортизатор передний
00003668;DV1682L;Torr;шт;2022-08-11;Передняя подвеска;1;0;1933.89;3190.0;HMS4ZYKDDV;амортизатор передний
00003669;PSCC004;PARTS MALL;шт;2022-08-12;Газораспределительный механизм (ГРМ);0;0;527.0;690.0;SLPAZFIZAI;ролик ремня грм
00003670;KOS495;KOS;шт;2022-08-15;Задний мост;2;0;215.9;360.0;S825EZUGU2;сальник полуоси
00003673;45209;MEAT&DORIA;шт;2022-08-16;Генератор и комплектующие;0;0;2788.0;4180.0;2I28MQFTED;шкив генератора
00003674;KWM019;Kortex;шт;2022-08-16;Омыватель;0;0;336.86;560.0;FEG3HAFIF7;электронасос бачка омывателя
00003675;6PK2128;Dongil;шт;2022-08-16;Ремни агрегатов, ролики, натяжители, кронштейны;0;0;719.43;1150.0;RQJA012V6Y;ремень ручейковый
00003676;01S2671;Metelli;шт;2022-08-16;Головка блока цилиндров (ГБЦ) и комплектующие;11;0;191.0;300.0;DIR65IFYJD;направляющие втулки клапанов
00003677;AMDSEN559;AMD;шт;2022-08-17;Датчики двигателя, коробки;0;0;667.0;970.0;28GQBD54KY;датчик положения коленвала
00003678;AG370048;Autogur;шт;2022-08-17;Крышка клапанов;0;0;12.35;30.0;PLCFRIZQDM;уплкольцо болтов крышки клапанов
00003679;PBK7631H;Patron;шт;2022-08-17;Ступица;1;0;4352.12;8420.0;QTZ9TLRAN4;подшипник ступицы
00003680;PAB087;PARTS MALL;шт;2022-08-17;Запчасти для ТО;2;0;673.0;1030.0;HCA19U6P98;фильтр воздушный
00003681;2471741011;HyundaiKia;шт;2022-08-18;Сальники и прокладки двигателя;1;0;393.84;590.0;;сальник коленвала передний лобовой
00003682;-;0;шт;2022-08-19;Нераспределено;5;0;25.0;50.0;;болт
00003683;EX546403E031;Mando;шт;2022-08-19;Передняя подвеска;1;0;3731.47;6930.0;FKMOBFM76Z;амортизатор передний
00003684;GGXK136;Onnuri;шт;2022-08-19;Выпускная система;2;0;58.44;120.0;6GTNLNVTU7;прокладка глушителя
00003685;GFFK008;Onnuri;шт;2022-08-19;Запчасти для ТО;0;0;369.88;570.0;2AZ4BFHZW2;фильтр топливный
00003687;GV0319;CTR;шт;2022-08-22;Задняя подвеска;0;0;206.0;360.0;IQJXKYWMFW;втулка поперечного стабилизатора задний
00003688;G105904;Frenkit;шт;2022-08-22;Тормозная система;5;0;163.0;350.0;DLLV9MGGFU;направляющий стержень скобы суппорта задний
00003689;EWPD0013;Mando;шт;2022-08-22;Система охлаждения;0;0;2895.13;3820.0;Z684NN4QH8;помпа
00003690;EGCNH00049;Mando;шт;2022-08-22;Сальники и прокладки двигателя;2;0;368.19;830.0;LNC0C4RVPV;прокладка крышки клапанов
00003691;2894867;WAI;шт;2022-08-22;Генератор и комплектующие;0;0;245.47;580.0;USYDNQJQW6;щеточный коллектор генератора
00003692;EX546303E031;Mando;шт;2022-08-23;Передняя подвеска;1;0;3731.47;6930.0;BDMJ1BIX9L;амортизатор передний
00003693;EGHNK00016;Mando;шт;2022-08-23;Сальники и прокладки двигателя;2;0;563.0;1210.0;K0H8B7SM64;прокладка головки блока
00003694;MB219YU32;Mando;шт;2022-08-23;Газораспределительный механизм (ГРМ);1;0;3209.33;4910.0;SS0L7T0HBT;ремень грм
00003695;3918025300k;KAP;шт;2022-08-23;Датчики двигателя, коробки;0;0;1510.66;2420.0;IXPZR3BIPF;датчик положения коленвала
00003696;G105905;Frenkit;шт;2022-08-23;Тормозная система;0;0;204.3;400.0;NNAQ06SW5A;направляющий стержень скобы суппорта задний
00003697;00003697;S-OIL 7;шт;2022-08-24;Масла и тех. жидкости;0;0;1880.0;3000.0;;масло моторное
00003698;00003698;S-OIL 7;шт;2022-08-24;Масла и тех. жидкости;0;0;560.0;850.0;;масло моторное
00003699;E107763;S-OIL 7;шт;2022-08-24;Масла и тех. жидкости;0;0;2677.2;4420.0;;масло моторное
00003700;E107767;S-OIL 7;шт;2022-08-24;Масла и тех. жидкости;0;0;690.0;1250.0;;масло моторное
00003702;251243E100;Rhee Jin;шт;2022-08-24;Сальники и прокладки двигателя;0;0;150.92;250.0;4METNMEB2J;прокладка помпы
00003703;ER15YC1;BRISK;шт;2022-08-24;Свеча зажигания;8;0;150.0;290.0;MQGNC939DT;свеча зажигания
00003704;1462;BRISK;шт;2022-08-24;Свеча зажигания;0;0;175.5;340.0;8E4QCAQ2UZ;свеча зажигания
00003705;QR15LC1;BRISK;шт;2022-08-24;Свеча зажигания;0;0;144.9;250.0;GPTSJQLJNT;свеча зажигания
00003706;935762S000;HyundaiKia;шт;2022-08-25;Кнопки;0;0;854.0;1700.0;;кнопка стеклоподъемника передний
00003707;PSA349115;Patron;шт;2022-08-25;Задняя подвеска;2;0;1420.44;2720.0;PG9B4LVAJU;амортизатор задний
00003708;GF0545;Trialli;компл;2022-08-26;Тормозная система;1;0;1639.0;2510.0;NS24L7ID7O;колодки ручного тормоза
00003709;K1421;Filtron;шт;2022-08-26;Запчасти для ТО;0;0;655.0;990.0;SWE97US3SQ;фильтр воздушный салонный
00003710;8GD002078121;Hella;шт;2022-08-26;Лампы;0;0;37.0;90.0;SDZILYJI1Q;лампа цоколем конт белая
00003711;-;0;шт;2022-08-26;Система охлаждения;0;0;185.0;360.0;;шланг
00003712;922024H000;HyundaiKia;шт;2022-08-29;Фары, фонари, поворотники;0;0;2402.0;4000.0;;противотуманка
00003713;EGCNH00086;Mando;шт;2022-08-29;Сальники и прокладки двигателя;1;0;176.42;270.0;1ESFWQJRXN;прокладка крышки клапанов
00003714;PXCRA033BR;PARTS MALL;шт;2022-08-29;Задняя подвеска;2;0;113.0;170.0;7Z7AFK3968;втулка поперечного стабилизатора задний
00003715;JPB0014;Just drive;шт;2022-08-29;Ступица;0;0;219.17;380.0;TH8NQC606J;сальник ступицы
00003716;GFCY011;Onnuri;шт;2022-08-29;Запчасти для ТО;0;0;250.85;460.0;ZV3208CCS2;фильтр воздушный салонный
00003717;DCC010725;Mando;шт;2022-08-29;Передняя подвеска;4;0;127.2;170.0;Y138BOY8VG;втулка продольной тяги передний рычага
00003718;PQA219;PARTS MALL;шт;2022-08-29;Кузов;2;0;852.81;1110.0;X5LDMMEG3A;амортизатор двери багажника
00003719;437404E020n;Infac;компл;2022-08-29;Коробка передач;0;0;3663.46;5860.0;EJ08NCEIV7;трос переключения передач
00003720;1401020;ASVA;шт;2022-08-29;Задняя подвеска;0;0;680.0;950.0;8Y84V2YY39;сайлентблок
00003721;1411CBTAA2;POS;шт;2022-08-30;Ступица;0;0;392.7;670.0;75CUM4I4DW;сальник ступицы
00003722;AMDSEN555;AMD;шт;2022-08-30;Датчики двигателя, коробки;0;0;2014.0;2670.0;L733ZPV1T7;датчик дожига кислорода
00003723;31112A7000;HyundaiKia;шт;2022-08-30;Запчасти для ТО;0;0;0.0;0.0;;фильтр топливный
00003724;58330F9000;HyundaiKia;шт;2022-08-30;Тормозная система;1;0;2840.99;4380.0;;цилиндр тормозной рабочий
00003725;00003725;0;шт;2022-08-30;Запчасти для ТО;1;0;200.0;300.0;;пробка сливная поддона двигателя
00003726;00003726;0;шт;2022-08-30;Нераспределено;0;0;75.0;150.0;;тройник
00003727;1201007;ASVA;шт;2022-08-31;Передняя подвеска;2;0;240.69;450.0;YKE7I8FE07;сайлентблок
00003728;12612459;General Motors;шт;2022-08-31;Датчики двигателя, коробки;0;0;7236.37;9700.0;147EVYJD70;датчик дожига кислорода
00003729;-;FELIX;шт;2022-08-31;Масла и тех. жидкости;22;0;171.0;350.0;;герметикпрокладка термостата
00003730;-;0;шт;2022-09-01;Запчасти для ТО;0;0;200.0;350.0;;пробка сливная поддона двигателя
00003731;AG674CFC;Goodwill;шт;2022-09-01;Запчасти для ТО;0;0;787.0;800.0;;фильтр воздушный салонный
00003732;AG652;Goodwill;шт;2022-09-01;Запчасти для ТО;0;0;686.0;700.0;;фильтр воздушный
00003733;96440163M;DYG;шт;2022-09-01;Сальники и прокладки двигателя;1;0;2354.03;3770.0;2Z8HHIS5GS;прокладка головки блока
00003734;ARG201153R;Arirang;шт;2022-09-01;Тормозная система;0;0;990.09;1290.0;RBV317QE5I;шланг тормозной передний
00003735;EEOL0002Y;Mando;шт;2022-09-01;Запчасти для ТО;4;0;315.95;550.0;0SEQV5YJ5C;фильтр масляный
00003736;EFF00004T;Mando;шт;2022-09-01;Запчасти для ТО;4;0;542.57;990.0;G8QPL6PUKV;фильтр топливный
00003737;6PK1015;ContiTech;шт;2022-09-01;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;971.0;1500.0;8ICRBD9NXM;ремень ручейковый
00003738;4270026700;HyundaiKia;шт;2022-09-03;Коробка передач;0;0;2153.46;3300.0;;электропереключатель передач акпп
00003740;SHM8963MG;Krauf;шт;2022-09-05;Стартер и комплетующие;2;0;306.25;500.0;;щеточный узел стартера
00003743;MFZ1147NR;Krauf;компл;2022-09-06;Сальники и прокладки двигателя;0;0;373.46;570.0;TV1P6LKBUX;комплект прокладок турбины
00003744;GLSP019;Startvolt;шт;2022-09-06;Свечи накала;0;0;478.0;750.0;WRUNN2O85P;свеча накала
00003745;853464;NK;шт;2022-09-06;Тормозная система;0;0;650.44;1010.0;42BB4CVFH9;шланг тормозной задний
00003746;DYG039;DYG;шт;2022-09-07;Сальники и прокладки двигателя;1;0;1184.0;1970.0;VFVOZBCUOG;прокладка головки блока
00003748;ARG181812;Arirang;шт;2022-09-07;Выпускная система;1;0;239.4;385.0;ILI7JJOKY2;прокладка глушителя
00003749;11178AS1;COB-WEB;шт;2022-09-07;Запчасти для ТО;0;0;660.0;1080.0;CX0ZCCDK83;фильтр коробку коробкуавтомат
00003750;5175147000n;JAC;шт;2022-09-07;Ступица;0;0;2437.02;3540.0;GK6RRYE6GE;ступица передний
00003751;C8844;Lynx;шт;2022-09-08;Передняя подвеска;2;0;125.0;210.0;K96F953DSA;втулка поперечного стабилизатора передний
00003752;EAF00021M;Mando;шт;2022-09-08;Запчасти для ТО;3;0;479.36;1070.0;XKPFPSW4HR;фильтр воздушный
00003753;6PK2160;Dongil;шт;2022-09-08;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;717.32;1110.0;LO99PDFMIB;ремень ручейковый
00003754;FG137;Goodwill;шт;2022-09-08;Запчасти для ТО;2;0;1300.0;1690.0;D0E2KSS02W;фильтр топливный
00003755;00003755;0;шт;2022-09-08;Нераспределено;0;0;30.0;100.0;;трубка соединительная для шланга
00003756;KOS363;KOS;шт;2022-09-09;Блок цилиндров;1;0;408.1;410.0;1IQZ5IFY4L;сальник коленвала задний коренной
00003757;5170144030;KBC;шт;2022-09-12;Ступица;0;0;796.21;1070.0;9WSDR8BJ3Z;подшипник ступицы
00003758;1T0498621;0;шт;2022-09-12;0;0;0;4413.7;4450.0;;ступица передний
00003759;132041400Ck;KFM;компл;2022-09-13;Шатунно-поршневая группа;4;0;0.0;4550.0;I2VXMGTH53;вкладыши шатунные
00003760;EI000000;Miles;компл;2022-09-13;Тормозная система;0;0;881.0;1150.0;9AJKTWLXU2;трос ручного тормоза
00003761;282504A000;DYG;шт;2022-09-13;Сальники и прокладки двигателя;2;0;77.97;120.0;TQBL2W40IL;прокладка турбины
00003762;D2025;Transpo;шт;2022-09-13;Генератор и комплектующие;0;0;2444.8;3650.0;;релерегулятор генератора
00003763;EGCNH00053;Mando;шт;2022-09-14;Сальники и прокладки двигателя;2;0;753.0;1160.0;NLW9J6DI9B;прокладка крышки клапанов
00003764;AMDFA789;AMD;шт;2022-09-14;Запчасти для ТО;4;0;273.18;410.0;V7TKZDBHBK;фильтр воздушный
00003765;LST0822;Startvolt;шт;2022-09-14;Стартер и комплетующие;0;0;4500.0;8230.0;G17WJ3ZNEB;стартер
00003766;SP1914;Sangsin;компл;2022-09-15;Тормозная система;2;0;1291.96;2170.0;;колодки тормозные передний
00003767;6640160121d;DYG;шт;2022-09-15;Сальники и прокладки двигателя;0;0;450.08;690.0;HJHHJMJDX6;прокладка крышки клапанов
00003768;96391433d;DYG;шт;2022-09-15;Сальники и прокладки двигателя;0;0;325.09;550.0;TM97KJOX9F;прокладка головки блока
00003769;90354545d;DYG;шт;2022-09-15;Сальники и прокладки двигателя;0;0;92.36;180.0;D2KZ76IM22;прокладка крышки клапанов
00003770;542814E400n;NBN;шт;2022-09-15;Передняя подвеска;0;0;1324.4;1985.0;6HCLYCIDMF;кронштейн торсиона задний
00003771;00003771;Лукойл;шт;2022-09-15;Масла и тех. жидкости;0;0;994.0;995.0;;смазочные материалы
00003772;ARG181443;Arirang;шт;2022-09-15;Сальники и прокладки двигателя;4;0;75.81;170.0;SCNMEPPBPA;прокладка коллектора впуск
00003773;ASBTREX;ASVA;шт;2022-09-15;Привода, шрусы;2;0;650.0;1150.0;0BEQZH5JO5;пыльник гранаты привода внутренний
00003774;E107759;S-OIL 7;л;2022-09-16;Масла и тех. жидкости;191;0;607.48;1000.0;;масло моторное
00003775;SP236;Lynx;шт;2022-09-16;Свеча зажигания;4;0;595.0;1020.0;Y48PDV1NTZ;свеча зажигания
00003776;6650500011;Masterkit;шт;2022-09-16;Газораспределительный механизм (ГРМ);0;0;1875.0;3750.0;5DAE5XXA46;натяжитель цепи
00003777;6659973046k;KOS;шт;2022-09-16;Сальники и прокладки двигателя;0;0;1425.0;2000.0;243HVLH1XX;сальник коленвала передний лобовой
00003778;DB83197;Miles;шт;2022-09-19;Ступица;0;0;3356.0;4970.0;CR8UNL5NXM;подшипник ступицы
00003818;VBS0802;Startvolt;шт;2022-09-27;Стартер и комплетующие;0;0;309.0;600.0;;щеточный узел стартера
