,kod,year_month,kolichestvo,summa
2967,00003816,2024-05,1.0,530.0
2968,00003816,2024-08,2.0,0.0
2974,00003819,2022-12,1.0,0.0
2975,00003819,2023-02,1.0,0.0
2976,00003819,2023-06,1.0,0.0
2977,00003819,2023-07,1.0,0.0
2978,00003819,2023-08,1.0,0.0
2979,00003819,2023-09,1.0,0.0
2980,00003819,2024-08,1.0,0.0
2981,00003819,2024-09,1.0,0.0
3013,00003831,2022-11,1.0,725.0
3014,00003831,2023-03,1.0,650.0
3015,00003831,2023-05,1.0,650.0
3016,00003831,2023-06,1.0,530.0
3017,00003831,2023-08,1.0,530.0
3018,00003831,2023-12,1.0,720.0
3019,00003831,2024-03,1.0,650.0
3020,00003832,2024-07,1.0,0.0
3021,00003832,2024-08,1.0,0.0
3022,00003834,2022-11,1.0,0.0
3023,00003834,2024-09,1.0,0.0
3025,00003836,2023-06,1.0,0.0
3027,00003838,2023-05,1.0,0.0
3028,00003838,2023-08,1.0,0.0
3029,00003838,2024-03,1.0,0.0
3030,00003838,2024-07,1.0,0.0
3033,00003840,2022-10,1.0,580.0
3034,00003840,2023-02,1.0,580.0
3035,00003840,2023-04,1.0,580.0
3036,00003840,2023-10,1.0,470.0
3037,00003840,2024-01,1.0,510.0
3038,00003840,2024-04,2.0,800.0
3039,00003840,2024-07,1.0,450.0
3040,00003840,2024-10,1.0,450.0
3042,00003842,2022-11,1.0,560.0
3043,00003843,2022-12,3.0,90.0
3044,00003843,2023-01,2.0,60.0
3045,00003843,2023-03,1.0,30.0
3046,00003843,2023-04,4.0,120.0
3047,00003843,2023-05,4.0,120.0
3048,00003843,2023-06,1.0,30.0
3049,00003843,2023-07,3.0,90.0
3050,00003843,2023-08,3.0,120.0
3051,00003843,2023-09,1.0,40.0
3052,00003843,2023-10,1.0,40.0
3053,00003843,2024-01,2.0,80.0
3054,00003843,2024-08,1.0,40.0
3058,00003846,2023-02,2.0,780.0
3061,00003850,2023-04,1.0,0.0
3062,00003850,2024-06,1.0,0.0
3063,00003850,2024-09,1.0,0.0
3070,00003855,2022-11,2.0,0.0
3071,00003855,2022-12,1.0,0.0
3072,00003855,2023-04,1.0,0.0
3073,00003855,2023-06,1.0,0.0
3074,00003855,2023-08,2.0,0.0
3075,00003855,2023-12,1.0,0.0
3076,00003855,2024-03,1.0,0.0
3077,00003855,2024-04,4.0,0.0
3078,00003855,2024-07,3.0,0.0
3079,00003855,2024-09,2.0,0.0
3081,00003857,2023-10,1.0,0.0
3082,00003857,2024-05,1.0,0.0
3096,00003861,2023-02,2.0,660.0
3097,00003861,2023-06,2.0,620.0
3098,00003861,2023-07,1.0,270.0
3099,00003861,2023-08,1.0,270.0
3100,00003861,2023-10,2.0,700.0
3101,00003861,2024-08,2.0,680.0
3103,00003864,2022-11,1.0,610.0
3104,00003864,2022-12,1.0,610.0
3105,00003864,2023-01,1.0,550.0
3106,00003864,2023-03,2.0,1160.0
3107,00003864,2023-06,2.0,980.0
3108,00003864,2023-08,1.0,540.0
3109,00003864,2023-09,1.0,550.0
3110,00003864,2023-10,1.0,600.0
3111,00003864,2023-11,1.0,600.0
3112,00003864,2023-12,1.0,560.0
3113,00003864,2024-01,1.0,560.0
3114,00003864,2024-04,2.0,1060.0
3115,00003864,2024-05,3.0,1680.0
3116,00003864,2024-06,1.0,560.0
3117,00003864,2024-07,2.0,1120.0
3118,00003864,2024-08,1.0,630.0
3119,00003864,2024-09,2.0,1120.0
3120,00003865,2022-11,81.0,1300.0
3121,00003865,2022-12,113.0,0.0
3122,00003865,2023-01,66.0,1300.0
3123,00003865,2023-02,250.0,1300.0
3124,00003865,2023-03,86.0,0.0
3125,00003865,2023-04,103.0,1300.0
3126,00003865,2023-05,154.0,2800.0
3127,00003865,2023-06,96.0,2100.0
3128,00003865,2023-07,114.0,5280.0
3129,00003865,2023-08,114.0,2775.0
3130,00003865,2023-09,108.0,2250.0
3131,00003865,2023-10,157.0,3000.0
3132,00003865,2023-11,112.0,3000.0
3133,00003865,2023-12,74.0,4500.0
3134,00003865,2024-01,99.0,2250.0
3135,00003865,2024-02,102.0,2250.0
3136,00003865,2024-03,137.0,1500.0
3137,00003865,2024-04,102.0,5250.0
3138,00003865,2024-05,167.0,2250.0
3139,00003865,2024-06,143.0,3750.0
3140,00003865,2024-07,151.0,1500.0
3141,00003865,2024-08,146.0,4500.0
3142,00003865,2024-09,144.0,4500.0
3143,00003865,2024-10,61.0,1500.0
3158,00003867,2022-11,1.0,800.0
3159,00003867,2022-12,2.0,1260.0
3160,00003867,2023-03,3.0,1560.0
3161,00003867,2023-04,1.0,390.0
3162,00003867,2023-05,1.0,390.0
3163,00003867,2023-07,1.0,390.0
3164,00003867,2023-09,1.0,390.0
3165,00003867,2023-10,2.0,780.0
3166,00003867,2024-01,1.0,390.0
3167,00003867,2024-02,1.0,390.0
3168,00003867,2024-03,4.0,0.0
3169,00003867,2024-04,1.0,0.0
3170,00003867,2024-06,2.0,0.0
3171,00003867,2024-09,1.0,0.0
3173,00003869,2022-11,1.0,0.0
3174,00003869,2023-05,1.0,0.0
3175,00003869,2023-09,1.0,0.0
3176,00003869,2024-04,1.0,0.0
3177,00003869,2024-10,1.0,0.0
3179,00003871,2023-04,1.0,250.0
3180,00003871,2023-12,2.0,500.0
3181,00003871,2024-06,6.0,1500.0
3182,00003871,2024-08,4.0,1000.0
3183,00003871,2024-10,2.0,500.0
3208,00003875,2022-11,8.0,0.0
3209,00003875,2024-09,0.0,0.0
3213,00003878,2022-11,4.0,200.0
3214,00003878,2023-01,4.0,200.0
3215,00003878,2023-02,6.0,300.0
3216,00003878,2023-05,4.0,200.0
3217,00003878,2023-06,8.0,400.0
3218,00003878,2023-07,4.0,200.0
3219,00003878,2023-08,8.0,400.0
3220,00003878,2023-10,8.0,400.0
3221,00003878,2024-02,4.0,200.0
3222,00003878,2024-03,8.0,400.0
3223,00003878,2024-05,4.0,200.0
3224,00003878,2024-06,8.0,400.0
3225,00003878,2024-07,4.0,200.0
3234,00003888,2022-12,2.0,700.0
3235,00003888,2023-01,2.0,700.0
3236,00003888,2023-02,2.0,700.0
3237,00003888,2023-08,2.0,780.0
3238,00003888,2024-04,2.0,780.0
3239,00003889,2023-09,1.0,150.0
3241,00003891,2022-11,4.0,0.0
3242,00003891,2023-01,3.0,930.0
3243,00003891,2023-07,1.0,260.0
3244,00003891,2024-04,3.0,1050.0
3245,00003891,2024-06,3.0,1020.0
3246,00003891,2024-08,1.0,340.0
3247,00003892,2022-11,2.0,900.0
3248,00003892,2023-01,1.0,450.0
3249,00003892,2023-02,1.0,520.0
3250,00003892,2023-05,1.0,520.0
3251,00003892,2023-07,2.0,980.0
3252,00003892,2023-08,4.0,1960.0
3253,00003892,2023-12,1.0,610.0
3254,00003892,2024-01,1.0,610.0
3255,00003892,2024-03,1.0,510.0
3256,00003892,2024-04,2.0,1020.0
3257,00003892,2024-05,4.0,510.0
3258,00003893,2022-11,2.0,1980.0
3259,00003893,2023-10,1.0,0.0
3260,00003893,2024-07,1.0,0.0
3261,00003895,2023-10,2.0,0.0
3262,00003895,2023-11,2.0,0.0
3263,00003895,2024-08,2.0,0.0
3271,00003901,2022-11,1.0,560.0
3272,00003901,2022-12,1.0,460.0
3273,00003901,2023-01,1.0,460.0
3274,00003901,2023-02,3.0,1560.0
3275,00003901,2023-03,1.0,550.0
3276,00003901,2023-04,2.0,1100.0
3277,00003901,2023-06,2.0,1100.0
3278,00003901,2023-07,3.0,1710.0
3279,00003901,2023-09,1.0,770.0
3280,00003901,2023-11,1.0,800.0
3281,00003901,2024-04,2.0,1420.0
3282,00003901,2024-08,1.0,750.0
3283,00003901,2024-09,2.0,1480.0
3284,00003902,2023-01,1.0,800.0
3285,00003902,2023-06,1.0,800.0
3286,00003902,2023-08,2.0,1300.0
3287,00003902,2024-07,1.0,900.0
3290,00003904,2022-11,5.0,100.0
3291,00003904,2022-12,8.0,160.0
3292,00003904,2023-01,5.0,100.0
3293,00003904,2023-02,2.0,40.0
3294,00003904,2023-03,12.0,265.0
3295,00003904,2023-04,1.0,30.0
3296,00003904,2023-05,2.0,60.0
3297,00003904,2023-06,5.0,150.0
3298,00003904,2023-07,2.0,60.0
3299,00003904,2023-08,7.0,210.0
3300,00003904,2023-09,5.0,150.0
3301,00003904,2023-10,3.0,90.0
3302,00003904,2023-11,4.0,120.0
3303,00003904,2023-12,1.0,30.0
3304,00003904,2024-03,3.0,90.0
3305,00003904,2024-06,1.0,30.0
3306,00003904,2024-07,1.0,30.0
3307,00003904,2024-08,2.0,60.0
3308,00003904,2024-09,1.0,30.0
3313,00003907,2023-08,2.0,0.0
3318,00003911,2023-10,1.0,0.0
3319,00003911,2024-03,1.0,0.0
3320,00003911,2024-06,0.0,0.0
3324,00003914,2022-12,1.0,0.0
3325,00003914,2023-04,1.0,0.0
3326,00003914,2023-05,1.0,0.0
3327,00003914,2023-08,1.0,0.0
3328,00003914,2023-10,0.0,0.0
3329,00003914,2023-12,1.0,0.0
3330,00003914,2024-02,1.0,0.0
3331,00003914,2024-03,1.0,0.0
3332,00003914,2024-09,1.0,0.0
3333,00003914,2024-10,1.0,0.0
3334,00003915,2023-05,1.0,310.0
3335,00003915,2023-06,1.0,310.0
3336,00003917,2023-04,1.0,810.0
3337,00003917,2023-05,1.0,810.0
3338,00003917,2023-12,1.0,860.0
3339,00003917,2024-01,1.0,860.0
3340,00003917,2024-09,1.0,900.0
3342,00003919,2023-03,2.0,1360.0
3343,00003919,2023-10,1.0,690.0
3344,00003919,2024-07,2.0,1400.0
3345,00003919,2024-09,1.0,900.0
3346,00003920,2022-11,1.0,0.0
3353,00003925,2023-05,2.0,250.0
3354,00003925,2023-09,1.0,125.0
3355,00003925,2023-10,1.0,125.0
3356,00003925,2024-05,2.0,250.0
3357,00003925,2024-06,1.0,125.0
3358,00003925,2024-09,2.0,250.0
3359,00003925,2024-10,2.0,250.0
3360,00003926,2022-11,1.0,510.0
3361,00003926,2023-01,2.0,940.0
3362,00003927,2023-02,1.0,0.0
3363,00003927,2023-04,2.0,0.0
3364,00003927,2023-10,1.0,0.0
3365,00003927,2023-12,1.0,0.0
3366,00003927,2024-04,1.0,0.0
3375,00003934,2022-11,2.0,280.0
3376,00003934,2023-04,2.0,280.0
3377,00003934,2023-09,6.0,840.0
3378,00003934,2024-01,5.0,750.0
3379,00003934,2024-03,2.0,520.0
3380,00003934,2024-05,7.0,0.0
3381,00003934,2024-07,8.0,780.0
3382,00003934,2024-08,6.0,250.0
3383,00003934,2024-09,12.0,1380.0
3384,00003934,2024-10,6.0,0.0
3386,00003936,2023-04,3.0,0.0
3387,00003936,2023-11,3.0,0.0
3388,00003936,2024-07,3.0,0.0
3404,00003945,2023-08,1.0,0.0
3405,00003945,2023-10,1.0,0.0
3408,00003947,2022-12,5.0,200.0
3409,00003947,2023-01,5.0,200.0
3410,00003947,2023-02,4.0,160.0
3411,00003947,2023-03,2.0,80.0
3412,00003947,2023-04,2.0,80.0
3413,00003947,2023-05,10.0,400.0
3414,00003947,2023-06,9.0,360.0
3415,00003947,2023-07,12.0,480.0
3416,00003947,2023-08,12.0,520.0
3417,00003947,2023-09,2.0,100.0
3418,00003947,2023-10,2.0,100.0
3419,00003947,2023-11,3.0,150.0
3420,00003947,2023-12,2.0,100.0
3421,00003947,2024-01,5.0,250.0
3422,00003947,2024-02,9.0,450.0
3423,00003947,2024-03,3.0,150.0
3424,00003947,2024-04,10.0,500.0
3425,00003947,2024-05,6.0,300.0
3426,00003947,2024-06,10.0,500.0
3427,00003947,2024-07,8.0,400.0
3428,00003947,2024-08,4.0,200.0
3429,00003947,2024-09,2.0,100.0
3430,00003947,2024-10,3.0,150.0
3435,00003956,2023-01,1.0,0.0
3436,00003956,2023-10,1.0,0.0
3437,00003957,2022-11,2.0,0.0
3438,00003957,2022-12,2.0,0.0
3439,00003957,2023-03,2.0,0.0
3440,00003957,2023-05,4.0,3720.0
3441,00003957,2023-08,5.0,3300.0
3442,00003957,2023-09,2.0,1960.0
3443,00003957,2023-11,3.0,0.0
3444,00003957,2024-01,4.0,1880.0
3445,00003957,2024-03,5.0,0.0
3446,00003957,2024-04,2.0,0.0
3447,00003957,2024-07,3.0,0.0
3448,00003957,2024-08,2.0,1940.0
3449,00003957,2024-09,3.0,970.0
3452,00003959,2022-12,1.0,640.0
3453,00003959,2023-01,1.0,660.0
3454,00003959,2023-03,1.0,660.0
3455,00003959,2023-07,1.0,620.0
3456,00003959,2023-11,1.0,740.0
3457,00003959,2024-01,1.0,640.0
3458,00003959,2024-08,1.0,880.0
3459,00003959,2024-09,1.0,950.0
3460,00003961,2022-11,1.0,930.0
3461,00003961,2023-02,1.0,960.0
3462,00003961,2023-03,1.0,960.0
3463,00003961,2023-06,2.0,0.0
3464,00003961,2023-07,1.0,0.0
3465,00003961,2023-11,2.0,0.0
3466,00003961,2024-01,1.0,0.0
3467,00003961,2024-03,1.0,0.0
3468,00003961,2024-04,3.0,0.0
3469,00003961,2024-06,1.0,0.0
3470,00003961,2024-08,0.0,0.0
3471,00003962,2023-04,4.0,180.0
3472,00003962,2023-06,6.0,270.0
3473,00003962,2023-08,7.0,315.0
3474,00003962,2023-09,12.0,540.0
3475,00003962,2023-10,1.0,45.0
3476,00003962,2024-02,6.0,270.0
3477,00003962,2024-03,3.0,135.0
3478,00003962,2024-04,6.0,270.0
3479,00003962,2024-05,6.0,240.0
3480,00003962,2024-06,6.0,240.0
3481,00003962,2024-07,6.0,240.0
3482,00003962,2024-08,13.0,910.0
3483,00003962,2024-09,18.0,1260.0
3484,00003962,2024-10,12.0,840.0
3485,00003963,2022-12,1.0,0.0
3486,00003963,2023-07,1.0,0.0
3487,00003963,2023-08,3.0,0.0
3488,00003963,2023-09,2.0,0.0
3489,00003963,2023-10,2.0,0.0
3490,00003963,2024-04,1.0,0.0
3491,00003963,2024-08,1.0,0.0
3494,00003965,2023-03,8.0,1200.0
3495,00003965,2023-08,10.0,1500.0
3496,00003965,2023-09,4.0,600.0
3497,00003965,2024-02,8.0,1400.0
3498,00003965,2024-04,4.0,700.0
3499,00003965,2024-05,4.0,700.0
3500,00003965,2024-06,8.0,1040.0
3501,00003965,2024-07,12.0,1560.0
3502,00003965,2024-08,4.0,520.0
3503,00003966,2023-04,2.0,120.0
3504,00003966,2023-05,2.0,100.0
3505,00003967,2022-12,1.0,0.0
3506,00003967,2023-03,1.0,0.0
3507,00003967,2023-05,1.0,0.0
3508,00003967,2024-03,1.0,0.0
3509,00003967,2024-04,1.0,0.0
3521,00003980,2023-03,4.0,200.0
3522,00003980,2023-05,4.0,200.0
3523,00003980,2023-06,6.0,300.0
3524,00003980,2023-07,4.0,200.0
3525,00003980,2023-08,4.0,200.0
3526,00003980,2023-12,4.0,200.0
3527,00003980,2024-01,10.0,500.0
3528,00003980,2024-02,4.0,200.0
3529,00003980,2024-03,12.0,720.0
3530,00003980,2024-05,4.0,240.0
3531,00003980,2024-06,4.0,240.0
3535,00003984,2022-11,1.0,580.0
3536,00003984,2023-04,1.0,530.0
3537,00003984,2023-05,1.0,530.0
3538,00003984,2023-06,1.0,530.0
3539,00003984,2023-11,1.0,530.0
3540,00003984,2023-12,2.0,1160.0
3541,00003984,2024-01,2.0,1260.0
3542,00003984,2024-03,3.0,2100.0
3543,00003984,2024-04,1.0,690.0
3544,00003984,2024-06,1.0,690.0
3545,00003984,2024-08,1.0,690.0
3547,00003986,2023-07,8.0,0.0
3548,00003986,2023-08,4.0,0.0
3549,00003986,2023-09,1.0,530.0
3550,00003986,2024-07,16.0,610.0
3552,00003988,2023-04,1.0,0.0
3553,00003988,2023-09,1.0,0.0
3554,00003988,2024-05,1.0,0.0
3555,00003988,2024-08,1.0,0.0
3556,00003989,2022-12,1.0,0.0
3557,00003989,2023-01,1.0,0.0
3558,00003989,2023-06,1.0,0.0
3559,00003989,2023-08,1.0,0.0
3560,00003989,2023-09,1.0,0.0
3561,00003989,2023-10,1.0,0.0
3562,00003989,2023-12,1.0,0.0
3563,00003989,2024-01,1.0,0.0
3564,00003989,2024-02,2.0,0.0
3565,00003989,2024-04,1.0,0.0
3567,00003991,2023-03,1.0,190.0
3568,00003991,2023-05,1.0,220.0
3569,00003991,2023-06,3.0,630.0
3570,00003991,2024-06,1.0,310.0
3571,00003991,2024-10,1.0,290.0
3572,00003993,2022-11,2.0,0.0
3573,00003993,2023-09,2.0,0.0
3577,00003997,2023-04,1.0,800.0
3578,00003997,2023-07,1.0,780.0
3579,00003997,2023-08,1.0,790.0
3580,00003997,2024-02,1.0,740.0
3584,00004000,2022-12,1.0,0.0
3585,00004000,2023-03,1.0,0.0
3586,00004001,2022-12,2.0,0.0
3587,00004003,2023-01,1.0,800.0
3588,00004003,2023-02,1.0,800.0
3589,00004003,2023-03,1.0,800.0
3590,00004003,2023-04,2.0,1600.0
3591,00004003,2023-06,3.0,2400.0
3592,00004003,2023-07,2.0,1440.0
3593,00004003,2023-08,1.0,720.0
3594,00004003,2023-09,2.0,1440.0
3595,00004003,2023-10,2.0,1640.0
3596,00004003,2024-03,3.0,2460.0
3597,00004003,2024-05,3.0,2420.0
3598,00004003,2024-06,1.0,780.0
3599,00004003,2024-07,3.0,2340.0
3600,00004003,2024-08,5.0,3500.0
3601,00004003,2024-09,2.0,1400.0
3602,00004003,2024-10,1.0,710.0
3618,00004006,2023-05,1.0,190.0
3619,00004006,2024-02,1.0,190.0
3620,00004006,2024-05,2.0,380.0
3621,00004006,2024-06,1.0,190.0
3622,00004006,2024-10,1.0,240.0
3623,00004007,2023-03,4.0,0.0
3624,00004007,2023-06,5.0,840.0
3625,00004007,2023-09,4.0,0.0
3626,00004007,2023-10,8.0,0.0
3627,00004007,2023-12,1.0,480.0
3628,00004007,2024-01,4.0,1020.0
3629,00004007,2024-04,4.0,680.0
3630,00004007,2024-09,4.0,0.0
3631,00004007,2024-10,4.0,0.0
3632,00004008,2023-08,1.0,520.0
3633,00004008,2023-09,1.0,520.0
3634,00004009,2023-02,1.0,60.0
3635,00004009,2023-03,1.0,60.0
3636,00004009,2023-04,2.0,120.0
3637,00004009,2023-05,1.0,60.0
3638,00004009,2023-06,1.0,60.0
3639,00004009,2023-07,1.0,60.0
3640,00004009,2023-08,2.0,160.0
3641,00004009,2023-09,2.0,140.0
3642,00004009,2023-10,2.0,130.0
3643,00004009,2024-01,1.0,60.0
3644,00004009,2024-02,5.0,260.0
3645,00004009,2024-03,1.0,50.0
3646,00004009,2024-04,1.0,50.0
3647,00004009,2024-05,1.0,50.0
3648,00004009,2024-06,2.0,100.0
3649,00004009,2024-07,1.0,50.0
3650,00004009,2024-08,1.0,50.0
3653,00004012,2022-12,2.0,0.0
3654,00004012,2023-03,1.0,730.0
3655,00004012,2023-05,1.0,0.0
3656,00004012,2023-09,2.0,0.0
3657,00004012,2024-01,2.0,0.0
3658,00004012,2024-03,1.0,0.0
3659,00004012,2024-05,2.0,0.0
3660,00004013,2022-12,1.0,0.0
3661,00004014,2022-12,6.0,660.0
3662,00004015,2022-12,3.0,510.0
3663,00004015,2023-02,4.0,880.0
3664,00004015,2023-04,1.0,180.0
3665,00004015,2023-05,2.0,360.0
3666,00004015,2023-06,4.0,800.0
3667,00004015,2023-07,1.0,210.0
3668,00004015,2023-08,3.0,820.0
3669,00004015,2023-09,2.0,520.0
3670,00004015,2023-11,3.0,810.0
3671,00004015,2024-03,2.0,540.0
3672,00004015,2024-06,1.0,270.0
3674,00004021,2022-12,1.0,0.0
3675,00004022,2023-02,1.0,0.0
3688,00004028,2023-01,2.0,360.0
3689,00004028,2023-02,2.0,360.0
3690,00004028,2023-06,4.0,800.0
3691,00004029,2023-04,1.0,0.0
3692,00004029,2023-11,1.0,0.0
3693,00004030,2023-06,1.0,225.0
3704,00004032,2023-06,2.0,0.0
3705,00004032,2023-09,1.0,640.0
3706,00004032,2023-10,1.0,640.0
3709,00004035,2022-12,4.0,920.0
3710,00004035,2023-01,4.0,960.0
3711,00004035,2023-02,4.0,960.0
3712,00004035,2023-05,4.0,960.0
3713,00004035,2023-07,4.0,0.0
3714,00004035,2023-08,8.0,0.0
3715,00004035,2023-09,8.0,0.0
3716,00004035,2023-10,8.0,0.0
3717,00004035,2023-12,1.0,250.0
3718,00004035,2024-01,9.0,1250.0
3719,00004035,2024-02,4.0,0.0
3720,00004035,2024-03,4.0,1000.0
3721,00004035,2024-07,4.0,0.0
3722,00004036,2022-12,1.0,725.0
3723,00004036,2023-01,1.0,725.0
3724,00004036,2023-05,1.0,710.0
3725,00004036,2023-07,1.0,640.0
3726,00004036,2023-09,1.0,710.0
3727,00004036,2023-10,1.0,710.0
3728,00004036,2024-02,2.0,1240.0
3729,00004036,2024-04,2.0,1600.0
3730,00004038,2023-06,1.0,810.0
3731,00004038,2023-08,3.0,0.0
3732,00004038,2023-09,1.0,850.0
3733,00004038,2024-05,1.0,0.0
3734,00004038,2024-07,1.0,0.0
3735,00004039,2023-05,2.0,0.0
3736,00004039,2024-09,3.0,2280.0
3738,00004041,2023-10,1.0,0.0
3739,00004041,2024-01,1.0,0.0
3740,00004041,2024-05,1.0,0.0
3742,00004044,2023-02,1.0,0.0
3743,00004044,2023-03,1.0,0.0
3744,00004044,2023-04,1.0,0.0
3745,00004044,2023-11,1.0,0.0
3746,00004044,2024-03,1.0,0.0
3747,00004044,2024-05,2.0,0.0
3748,00004045,2023-09,1.0,0.0
3752,00004050,2022-12,2.0,500.0
3753,00004051,2023-10,1.0,0.0
3755,00004053,2023-01,1.0,540.0
3756,00004053,2023-03,1.0,580.0
3757,00004053,2023-08,1.0,630.0
3758,00004053,2023-11,1.0,570.0
3759,00004053,2024-01,2.0,1220.0
3760,00004053,2024-02,1.0,800.0
3761,00004053,2024-03,1.0,740.0
3762,00004053,2024-04,3.0,2270.0
3763,00004053,2024-10,1.0,780.0
3770,00004060,2023-04,4.0,0.0
3771,00004060,2023-11,4.0,0.0
3772,00004060,2024-02,4.0,0.0
3773,00004060,2024-03,4.0,0.0
3774,00004060,2024-04,2.0,0.0
3778,00004066,2023-03,1.0,50.0
3779,00004071,2023-03,2.0,1260.0
3780,00004071,2023-04,3.0,1590.0
3781,00004071,2023-06,2.0,1020.0
3782,00004071,2023-07,1.0,410.0
3783,00004071,2023-08,1.0,480.0
3784,00004071,2023-09,1.0,480.0
3785,00004071,2023-10,2.0,930.0
3786,00004071,2023-11,1.0,440.0
3787,00004071,2024-05,1.0,400.0
3788,00004071,2024-06,2.0,800.0
3789,00004071,2024-07,2.0,800.0
3790,00004071,2024-08,1.0,450.0
3791,00004071,2024-09,2.0,900.0
3792,00004072,2023-05,1.0,580.0
3793,00004072,2023-06,1.0,580.0
3794,00004072,2023-08,1.0,770.0
3795,00004072,2023-11,2.0,1580.0
3796,00004072,2023-12,1.0,760.0
3797,00004072,2024-03,1.0,720.0
3798,00004072,2024-04,1.0,720.0
3799,00004072,2024-05,2.0,1460.0
3800,00004073,2023-04,1.0,700.0
3801,00004073,2023-08,2.0,1540.0
3802,00004074,2023-01,3.0,150.0
3803,00004074,2023-04,2.0,100.0
3804,00004074,2023-07,1.0,50.0
3805,00004074,2023-08,2.0,100.0
3806,00004074,2023-11,3.0,150.0
3807,00004074,2024-02,7.0,380.0
3808,00004074,2024-08,2.0,120.0
3809,00004074,2024-09,1.0,60.0
3810,00004074,2024-10,1.0,60.0
3812,00004077,2023-07,2.0,0.0
3813,00004077,2024-01,2.0,0.0
3814,00004078,2023-01,1.0,0.0
3817,00004084,2023-03,2.0,0.0
3818,00004084,2023-04,2.0,0.0
3819,00004084,2023-06,1.0,0.0
3820,00004084,2023-07,1.0,0.0
3821,00004084,2023-08,1.0,0.0
3822,00004084,2023-09,3.0,0.0
3823,00004084,2023-10,1.0,0.0
3824,00004084,2023-11,1.0,0.0
3825,00004084,2023-12,1.0,0.0
3826,00004084,2024-01,1.0,0.0
3827,00004084,2024-02,1.0,0.0
3828,00004084,2024-03,1.0,0.0
3829,00004084,2024-05,2.0,0.0
3830,00004084,2024-06,1.0,0.0
3831,00004084,2024-07,1.0,0.0
3832,00004084,2024-08,1.0,0.0
3833,00004084,2024-09,2.0,0.0
3834,00004084,2024-10,3.0,0.0
3835,00004086,2023-01,1.0,0.0
3836,00004086,2023-02,2.0,0.0
3837,00004086,2023-06,1.0,930.0
3838,00004086,2023-08,1.0,0.0
3839,00004086,2023-11,1.0,0.0
3840,00004086,2024-04,1.0,0.0
3841,00004087,2023-03,1.0,0.0
3842,00004087,2024-02,0.0,0.0
3843,00004087,2024-03,1.0,0.0
3844,00004087,2024-05,1.0,0.0
3845,00004087,2024-08,1.0,0.0
3849,00004089,2023-03,1.0,150.0
3859,00004092,2023-04,1.0,0.0
3860,00004092,2023-08,1.0,0.0
3861,00004093,2023-02,1.0,400.0
3862,00004093,2023-04,1.0,370.0
3863,00004093,2023-06,1.0,370.0
3864,00004093,2023-07,2.0,740.0
3865,00004093,2023-09,2.0,740.0
3866,00004093,2024-02,1.0,370.0
3867,00004093,2024-03,2.0,740.0
3868,00004093,2024-05,1.0,370.0
3869,00004093,2024-06,1.0,370.0
3870,00004093,2024-07,3.0,1110.0
3871,00004093,2024-08,4.0,1520.0
3872,00004093,2024-09,3.0,1140.0
3873,00004093,2024-10,1.0,410.0
3874,00004094,2023-05,1.0,0.0
3875,00004094,2024-01,1.0,0.0
3876,00004094,2024-04,2.0,0.0
3877,00004094,2024-07,1.0,0.0
3878,00004094,2024-09,1.0,0.0
3879,00004095,2023-07,1.0,0.0
3880,00004095,2024-07,1.0,0.0
3881,00004095,2024-08,1.0,0.0
3882,00004095,2024-09,1.0,0.0
3883,00004096,2023-02,1.0,0.0
3884,00004096,2023-08,1.0,0.0
3885,00004097,2023-01,1.0,0.0
3886,00004097,2023-07,1.0,0.0
3887,00004097,2023-10,1.0,0.0
3888,00004098,2023-06,1.0,0.0
3889,00004098,2023-10,1.0,0.0
3890,00004098,2023-12,1.0,0.0
3891,00004098,2024-03,1.0,0.0
3892,00004098,2024-05,1.0,0.0
3893,00004098,2024-09,1.0,0.0
3895,00004100,2023-01,2.0,0.0
3896,00004100,2023-03,2.0,0.0
3897,00004100,2023-05,2.0,0.0
3898,00004100,2023-08,2.0,0.0
3899,00004100,2024-02,2.0,0.0
3900,00004100,2024-03,2.0,0.0
3901,00004100,2024-04,2.0,0.0
3902,00004101,2023-06,1.0,425.0
3903,00004101,2023-07,2.0,850.0
3904,00004101,2023-08,1.0,425.0
3905,00004101,2023-10,2.0,850.0
3906,00004101,2024-03,1.0,425.0
3907,00004101,2024-08,1.0,425.0
3908,00004101,2024-09,1.0,425.0
3920,00004110,2023-06,1.0,0.0
3921,00004110,2023-07,1.0,0.0
3922,00004110,2023-08,1.0,0.0
3923,00004110,2023-10,1.0,0.0
3924,00004110,2023-11,1.0,0.0
3925,00004110,2024-04,1.0,0.0
3926,00004110,2024-05,1.0,0.0
3927,00004110,2024-08,2.0,0.0
3929,00004112,2023-01,5.0,150.0
3930,00004112,2023-06,4.0,120.0
3931,00004112,2023-09,1.0,20.0
3938,00004116,2023-02,4.0,400.0
3939,00004116,2023-03,12.0,1000.0
3940,00004116,2023-04,2.0,180.0
3941,00004116,2023-06,4.0,360.0
3942,00004116,2023-07,4.0,360.0
3943,00004116,2023-09,4.0,360.0
3944,00004116,2023-11,6.0,540.0
3945,00004116,2023-12,6.0,500.0
3946,00004116,2024-05,6.0,420.0
3947,00004116,2024-06,2.0,140.0
3948,00004116,2024-08,2.0,140.0
3949,00004116,2024-09,4.0,280.0
3952,00004118,2023-05,2.0,0.0
3953,00004118,2023-11,2.0,0.0
3954,00004118,2024-10,1.0,900.0
3959,00004122,2023-02,2.0,1000.0
3960,00004122,2023-05,2.0,1140.0
