,kod,year_month,kolichestvo,summa
319,00002899,2022-01,1.0,230.0
325,00002904,2022-01,1.0,120.0
331,00002908,2022-05,2.0,0.0
332,00002908,2022-10,2.0,0.0
333,00002908,2024-04,2.0,0.0
334,00002909,2022-11,1.0,90.0
335,00002909,2023-05,1.0,50.0
336,00002909,2023-12,1.0,70.0
337,00002909,2024-03,2.0,800.0
338,00002909,2024-05,1.0,80.0
339,00002909,2024-07,1.0,70.0
340,00002909,2024-08,1.0,80.0
341,00002910,2022-01,1.0,450.0
345,00002914,2023-10,2.0,370.0
346,00002914,2023-12,1.0,185.0
356,00002919,2022-05,2.0,0.0
357,00002919,2022-07,4.0,0.0
358,00002919,2022-08,4.0,0.0
359,00002919,2022-10,4.0,0.0
360,00002919,2022-11,4.0,0.0
361,00002919,2023-04,8.0,0.0
362,00002919,2023-10,5.0,490.0
363,00002919,2024-01,4.0,0.0
364,00002919,2024-03,4.0,490.0
365,00002919,2024-04,4.0,0.0
366,00002919,2024-09,3.0,0.0
369,00002921,2022-02,1.0,0.0
370,00002921,2022-09,1.0,0.0
371,00002921,2024-08,1.0,0.0
378,00002925,2022-03,4.0,0.0
379,00002925,2022-05,4.0,0.0
380,00002925,2022-06,8.0,0.0
381,00002925,2022-10,4.0,0.0
382,00002925,2022-12,8.0,0.0
383,00002925,2023-07,4.0,0.0
384,00002925,2023-08,4.0,0.0
385,00002925,2023-11,4.0,0.0
386,00002925,2024-02,4.0,0.0
387,00002925,2024-03,4.0,0.0
388,00002925,2024-04,4.0,0.0
389,00002925,2024-06,4.0,0.0
390,00002926,2022-02,1.0,0.0
391,00002926,2023-03,2.0,0.0
392,00002926,2023-04,0.0,0.0
393,00002926,2024-07,1.0,0.0
394,00002927,2022-02,1.0,120.0
395,00002927,2022-07,1.0,200.0
396,00002927,2022-10,7.0,0.0
397,00002927,2023-08,2.0,380.0
398,00002927,2024-02,1.0,190.0
399,00002927,2024-06,3.0,570.0
400,00002927,2024-07,5.0,910.0
401,00002928,2022-11,1.0,0.0
402,00002928,2023-06,1.0,0.0
403,00002928,2024-02,1.0,0.0
404,00002928,2024-04,1.0,0.0
405,00002929,2022-01,3.0,240.0
406,00002929,2022-02,5.0,400.0
407,00002929,2022-04,2.0,300.0
408,00002929,2022-06,3.0,450.0
409,00002929,2022-07,1.0,150.0
410,00002929,2022-08,1.0,150.0
411,00002929,2022-09,2.0,100.0
412,00002929,2022-10,1.0,50.0
413,00002929,2022-11,1.0,50.0
414,00002929,2022-12,1.0,50.0
415,00002929,2023-01,1.0,50.0
416,00002929,2023-05,1.0,50.0
417,00002929,2023-09,1.0,50.0
418,00002929,2023-10,4.0,200.0
419,00002929,2024-02,1.0,80.0
420,00002929,2024-05,1.0,80.0
421,00002929,2024-07,1.0,80.0
422,00002929,2024-08,3.0,240.0
423,00002930,2022-01,2.0,0.0
424,00002930,2022-06,2.0,940.0
425,00002930,2022-08,2.0,940.0
429,00002933,2022-11,1.0,860.0
430,00002934,2022-01,6.0,600.0
431,00002934,2022-10,6.0,900.0
432,00002934,2023-06,2.0,320.0
433,00002934,2024-05,1.0,150.0
434,00002934,2024-10,7.0,1050.0
447,00002946,2024-05,1.0,0.0
455,00002948,2024-07,3.0,0.0
458,00002960,2023-04,1.0,0.0
459,00002960,2023-08,1.0,0.0
460,00002960,2024-06,1.0,0.0
462,00002964,2023-06,1.0,0.0
464,00002968,2023-08,1.0,0.0
469,00002981,2023-10,1.0,0.0
478,00002992,2023-07,0.0,0.0
498,00002999,2022-05,1.0,0.0
499,00002999,2023-03,1.0,0.0
500,00002999,2023-06,1.0,0.0
501,00002999,2024-08,1.0,0.0
502,00003000,2023-03,1.0,0.0
503,00003000,2023-05,1.0,0.0
504,00003000,2023-06,1.0,0.0
505,00003000,2023-08,1.0,0.0
506,00003000,2024-08,1.0,0.0
511,00003002,2022-06,1.0,0.0
512,00003002,2022-07,1.0,0.0
513,00003002,2023-02,2.0,0.0
514,00003002,2023-06,1.0,0.0
515,00003002,2023-07,1.0,0.0
516,00003002,2023-10,1.0,0.0
517,00003002,2023-12,1.0,0.0
518,00003002,2024-04,1.0,0.0
519,00003002,2024-07,2.0,0.0
520,00003002,2024-09,1.0,0.0
547,00003007,2022-07,1.0,50.0
548,00003007,2022-08,1.0,50.0
549,00003007,2022-10,2.0,100.0
550,00003007,2022-11,1.0,50.0
551,00003007,2023-10,1.0,50.0
552,00003007,2023-11,3.0,150.0
553,00003007,2023-12,2.0,100.0
554,00003007,2024-05,4.0,200.0
555,00003007,2024-07,2.0,100.0
556,00003008,2022-03,1.0,50.0
557,00003008,2022-06,3.0,150.0
558,00003008,2022-08,1.0,50.0
559,00003008,2022-09,1.0,50.0
560,00003008,2022-10,1.0,50.0
561,00003008,2022-11,6.0,300.0
562,00003008,2022-12,1.0,50.0
563,00003008,2023-03,3.0,150.0
564,00003008,2023-07,1.0,50.0
565,00003008,2023-08,3.0,150.0
566,00003009,2022-08,2.0,100.0
567,00003009,2022-10,2.0,100.0
568,00003009,2022-11,1.0,50.0
569,00003009,2023-10,1.0,50.0
570,00003009,2023-11,1.0,50.0
571,00003009,2023-12,1.0,50.0
572,00003009,2024-09,1.0,50.0
573,00003009,2024-10,4.0,200.0
574,00003010,2022-03,1.0,50.0
575,00003010,2022-07,1.0,50.0
576,00003010,2022-10,1.0,50.0
577,00003010,2022-11,1.0,50.0
578,00003010,2022-12,1.0,50.0
579,00003010,2023-04,1.0,50.0
580,00003010,2023-06,1.0,50.0
581,00003010,2023-12,3.0,150.0
582,00003013,2022-10,1.0,0.0
583,00003013,2023-10,1.0,830.0
584,00003013,2024-09,1.0,980.0
586,00003017,2022-02,2.0,140.0
587,00003018,2022-06,3.0,280.0
588,00003018,2022-08,1.0,40.0
589,00003019,2022-02,1.0,0.0
592,00003021,2022-12,1.0,0.0
593,00003021,2023-01,1.0,0.0
594,00003022,2022-03,2.0,0.0
595,00003022,2022-04,2.0,0.0
596,00003022,2022-11,2.0,0.0
597,00003022,2022-12,2.0,0.0
598,00003022,2023-03,2.0,0.0
599,00003022,2023-04,4.0,0.0
600,00003022,2023-05,2.0,0.0
601,00003022,2023-06,2.0,0.0
602,00003022,2023-07,4.0,0.0
603,00003022,2023-10,4.0,0.0
604,00003022,2023-11,2.0,0.0
605,00003022,2023-12,2.0,0.0
606,00003022,2024-02,2.0,0.0
607,00003022,2024-04,2.0,0.0
608,00003022,2024-05,4.0,0.0
609,00003022,2024-06,4.0,0.0
610,00003022,2024-09,2.0,0.0
627,00003030,2022-03,1.0,100.0
628,00003030,2023-04,4.0,520.0
629,00003031,2023-04,1.0,70.0
632,00003034,2022-09,1.0,0.0
633,00003034,2023-01,1.0,0.0
636,00003038,2023-01,1.0,100.0
637,00003038,2023-04,4.0,240.0
638,00003038,2023-06,1.0,60.0
639,00003039,2023-06,4.0,0.0
640,00003039,2023-09,4.0,0.0
641,00003039,2023-11,8.0,0.0
642,00003039,2024-06,4.0,0.0
643,00003040,2022-03,1.0,0.0
651,00003048,2022-06,1.0,0.0
652,00003048,2023-03,1.0,0.0
653,00003048,2023-04,1.0,0.0
654,00003048,2023-12,2.0,0.0
655,00003048,2024-01,1.0,980.0
656,00003048,2024-02,6.0,4950.0
657,00003048,2024-03,1.0,670.0
658,00003048,2024-05,2.0,0.0
659,00003048,2024-06,1.0,0.0
660,00003048,2024-07,2.0,0.0
661,00003048,2024-09,1.0,0.0
662,00003048,2024-10,3.0,910.0
688,00003066,2022-08,4.0,0.0
689,00003066,2022-09,4.0,0.0
690,00003066,2023-06,4.0,0.0
691,00003066,2024-03,4.0,0.0
692,00003066,2024-04,8.0,0.0
693,00003067,2022-03,4.0,0.0
694,00003067,2022-04,4.0,0.0
695,00003067,2022-05,4.0,0.0
696,00003067,2022-06,12.0,0.0
697,00003067,2022-07,16.0,0.0
698,00003067,2022-10,16.0,0.0
699,00003067,2022-11,4.0,0.0
700,00003067,2023-03,4.0,0.0
701,00003067,2023-04,4.0,0.0
702,00003067,2023-05,8.0,0.0
703,00003067,2023-09,4.0,0.0
704,00003067,2023-11,4.0,0.0
705,00003067,2023-12,4.0,0.0
706,00003067,2024-02,8.0,0.0
707,00003067,2024-03,8.0,0.0
708,00003067,2024-05,8.0,0.0
709,00003067,2024-06,8.0,0.0
710,00003067,2024-07,12.0,0.0
711,00003067,2024-08,4.0,0.0
712,00003067,2024-09,4.0,0.0
713,00003067,2024-10,8.0,0.0
714,00003068,2022-04,4.0,0.0
715,00003068,2022-05,8.0,0.0
716,00003068,2022-06,12.0,0.0
717,00003068,2022-07,4.0,0.0
718,00003068,2022-08,12.0,750.0
719,00003068,2022-11,4.0,0.0
720,00003068,2022-12,4.0,900.0
721,00003068,2023-01,4.0,710.0
722,00003068,2023-02,4.0,710.0
723,00003068,2023-03,4.0,630.0
724,00003068,2023-04,4.0,0.0
725,00003068,2023-05,8.0,0.0
726,00003068,2023-06,4.0,0.0
727,00003068,2023-07,4.0,0.0
728,00003068,2023-09,4.0,0.0
729,00003068,2023-10,8.0,0.0
730,00003068,2023-11,8.0,0.0
731,00003068,2024-02,4.0,0.0
732,00003068,2024-04,4.0,0.0
733,00003068,2024-06,4.0,0.0
734,00003068,2024-07,8.0,0.0
735,00003068,2024-08,4.0,0.0
736,00003068,2024-10,4.0,0.0
737,00003069,2022-03,1.0,400.0
738,00003069,2022-04,1.0,360.0
740,00003072,2022-04,4.0,0.0
741,00003072,2022-06,8.0,0.0
742,00003072,2023-07,4.0,0.0
743,00003072,2024-06,4.0,0.0
750,00003078,2022-03,1.0,0.0
751,00003078,2022-06,2.0,0.0
752,00003078,2022-07,1.0,0.0
753,00003078,2023-03,3.0,0.0
754,00003078,2023-04,1.0,0.0
755,00003078,2023-05,2.0,0.0
756,00003078,2024-01,1.0,0.0
757,00003078,2024-04,1.0,0.0
758,00003078,2024-06,2.0,0.0
759,00003078,2024-09,1.0,0.0
760,00003078,2024-10,1.0,0.0
763,00003082,2022-10,2.0,0.0
764,00003082,2023-10,2.0,0.0
820,00003089,2022-03,1.0,210.0
821,00003089,2022-04,3.0,1050.0
822,00003089,2022-05,4.0,1400.0
823,00003089,2022-06,3.0,1050.0
824,00003089,2022-07,4.0,1490.0
825,00003089,2022-08,5.0,760.0
826,00003089,2022-09,1.0,380.0
827,00003089,2022-10,2.0,760.0
828,00003089,2022-11,3.0,1140.0
829,00003089,2023-01,1.0,380.0
830,00003089,2023-02,1.0,380.0
831,00003089,2023-04,2.0,760.0
832,00003089,2023-06,3.0,1140.0
833,00003089,2023-07,4.0,1520.0
834,00003089,2023-08,1.0,380.0
835,00003089,2023-09,5.0,1900.0
836,00003089,2023-10,6.0,2280.0
837,00003089,2023-11,7.0,1140.0
838,00003089,2023-12,4.0,1520.0
839,00003089,2024-01,2.0,760.0
840,00003089,2024-03,2.0,760.0
841,00003089,2024-05,7.0,2800.0
842,00003089,2024-06,5.0,2060.0
843,00003089,2024-07,4.0,1680.0
844,00003089,2024-08,6.0,1260.0
845,00003089,2024-10,7.0,2940.0
846,00003090,2022-03,1.0,880.0
847,00003090,2022-04,1.0,0.0
848,00003090,2022-06,2.0,0.0
849,00003090,2022-07,3.0,0.0
850,00003090,2022-08,4.0,0.0
851,00003090,2022-09,1.0,950.0
852,00003090,2022-11,2.0,0.0
853,00003090,2023-01,2.0,0.0
854,00003090,2023-02,1.0,0.0
855,00003090,2023-04,8.0,990.0
856,00003090,2023-05,3.0,0.0
857,00003090,2023-06,1.0,0.0
858,00003090,2023-07,3.0,0.0
859,00003090,2023-08,3.0,0.0
860,00003090,2023-09,2.0,0.0
861,00003090,2023-10,13.0,0.0
862,00003090,2023-11,2.0,0.0
863,00003090,2023-12,10.0,0.0
864,00003090,2024-01,2.0,0.0
865,00003090,2024-02,1.0,0.0
866,00003090,2024-03,3.0,0.0
867,00003090,2024-04,3.0,0.0
868,00003090,2024-05,3.0,0.0
869,00003090,2024-06,5.0,0.0
870,00003090,2024-07,3.0,0.0
871,00003090,2024-08,4.0,0.0
872,00003090,2024-09,7.0,0.0
873,00003090,2024-10,3.0,0.0
889,00003100,2024-09,1.0,0.0
890,00003105,2024-09,1.0,0.0
896,00003109,2022-04,2.0,0.0
897,00003110,2022-12,1.0,840.0
902,00003116,2022-05,1.0,0.0
904,00003118,2023-06,1.0,0.0
905,00003118,2023-07,1.0,0.0
906,00003118,2023-11,1.0,0.0
907,00003118,2024-01,1.0,0.0
924,00003120,2022-03,1.0,0.0
925,00003120,2022-06,2.0,0.0
926,00003120,2022-07,1.0,0.0
927,00003120,2022-08,1.0,0.0
928,00003120,2022-10,2.0,0.0
929,00003120,2022-11,1.0,0.0
930,00003120,2023-03,1.0,0.0
931,00003120,2023-06,2.0,0.0
932,00003120,2023-07,2.0,0.0
933,00003120,2023-08,2.0,0.0
934,00003120,2024-05,2.0,0.0
935,00003120,2024-06,1.0,0.0
936,00003120,2024-07,1.0,0.0
937,00003120,2024-08,1.0,0.0
940,00003122,2022-04,1.0,0.0
941,00003122,2022-11,1.0,0.0
942,00003122,2023-09,1.0,0.0
943,00003122,2023-11,1.0,0.0
960,00003125,2023-08,2.0,0.0
961,00003125,2023-09,2.0,0.0
962,00003125,2023-10,2.0,0.0
963,00003125,2023-12,2.0,0.0
964,00003127,2022-03,1.0,0.0
980,00003132,2022-03,3.0,2340.0
981,00003132,2022-04,3.0,680.0
982,00003132,2022-05,3.0,1870.0
983,00003132,2022-06,5.0,1060.0
984,00003132,2022-07,5.0,2450.0
985,00003132,2022-08,2.0,1330.0
986,00003132,2022-09,1.0,730.0
987,00003132,2022-10,2.0,1380.0
988,00003132,2022-11,4.0,2760.0
989,00003132,2022-12,4.0,1380.0
990,00003132,2023-01,2.0,1290.0
991,00003132,2023-02,1.0,500.0
992,00003132,2023-03,2.0,950.0
993,00003132,2023-04,9.0,3835.0
994,00003132,2023-05,5.0,2250.0
995,00003132,2023-06,4.0,1860.0
996,00003132,2023-07,4.0,1960.0
997,00003132,2023-08,2.0,960.0
998,00003132,2023-09,5.0,2450.0
999,00003132,2023-10,9.0,4390.0
1000,00003132,2023-11,1.0,490.0
1001,00003132,2023-12,2.0,1000.0
1002,00003132,2024-01,2.0,940.0
1003,00003132,2024-02,2.0,950.0
1004,00003132,2024-03,3.0,1450.0
1005,00003132,2024-04,4.0,1980.0
1006,00003132,2024-05,3.0,1500.0
1007,00003132,2024-06,6.0,2920.0
1008,00003132,2024-07,4.0,1840.0
1009,00003132,2024-08,1.0,460.0
1010,00003132,2024-09,4.0,1840.0
1016,00003134,2022-03,1.0,0.0
1017,00003134,2023-08,1.0,940.0
1030,00003137,2022-04,1.0,385.0
1031,00003137,2022-06,3.0,810.0
1032,00003137,2022-07,3.0,810.0
1033,00003137,2022-09,1.0,270.0
1034,00003137,2022-10,4.0,1080.0
1035,00003137,2022-11,2.0,540.0
1036,00003137,2022-12,3.0,810.0
1037,00003137,2023-01,3.0,810.0
1038,00003137,2023-02,2.0,540.0
1039,00003137,2023-05,2.0,540.0
1040,00003137,2023-06,1.0,270.0
1041,00003137,2023-07,3.0,810.0
1042,00003137,2023-08,1.0,270.0
1043,00003137,2023-09,6.0,1620.0
1044,00003137,2023-10,2.0,540.0
1045,00003137,2024-01,1.0,270.0
1046,00003137,2024-04,2.0,540.0
1047,00003137,2024-05,1.0,270.0
1048,00003137,2024-07,1.0,270.0
1049,00003137,2024-08,1.0,270.0
1050,00003137,2024-09,1.0,270.0
1051,00003138,2022-03,2.0,400.0
1052,00003138,2022-04,11.0,2200.0
1053,00003138,2022-05,8.0,1600.0
1054,00003138,2022-06,13.0,2600.0
1055,00003138,2022-07,8.0,1600.0
1056,00003138,2022-08,14.0,2800.0
1057,00003138,2022-09,6.0,1200.0
1058,00003138,2022-10,6.0,1200.0
1059,00003138,2022-11,8.0,1600.0
1060,00003138,2022-12,3.0,600.0
1061,00003138,2023-01,1.0,200.0
1062,00003138,2023-02,4.0,800.0
1063,00003138,2023-03,8.0,1600.0
1064,00003138,2023-04,10.0,1940.0
1065,00003138,2023-05,3.0,510.0
1066,00003138,2023-06,6.0,1020.0
1067,00003138,2023-07,5.0,850.0
1068,00003138,2023-08,10.0,1700.0
1069,00003138,2023-09,7.0,1190.0
1070,00003138,2023-10,3.0,510.0
1071,00003138,2023-11,4.0,680.0
1072,00003138,2023-12,4.0,680.0
1073,00003138,2024-01,2.0,340.0
1074,00003138,2024-02,8.0,1410.0
1075,00003138,2024-03,5.0,900.0
1076,00003138,2024-04,7.0,1260.0
1077,00003138,2024-05,9.0,1620.0
1078,00003138,2024-06,6.0,1080.0
1079,00003138,2024-07,3.0,540.0
1080,00003138,2024-08,4.0,720.0
1081,00003138,2024-09,4.0,720.0
1082,00003138,2024-10,1.0,180.0
1092,00003142,2022-05,1.0,420.0
1093,00003142,2022-06,1.0,420.0
1094,00003142,2022-07,1.0,370.0
1095,00003142,2022-08,1.0,370.0
1096,00003142,2022-09,1.0,320.0
1097,00003142,2022-10,3.0,1000.0
1098,00003142,2023-03,2.0,740.0
1099,00003142,2023-06,1.0,320.0
1100,00003142,2024-03,1.0,320.0
1101,00003142,2024-05,2.0,640.0
1102,00003142,2024-06,1.0,380.0
1103,00003142,2024-09,2.0,760.0
1115,00003147,2022-03,1.0,560.0
1116,00003147,2023-03,1.0,560.0
1117,00003147,2023-05,1.0,560.0
1118,00003147,2023-09,1.0,560.0
1124,00003150,2022-12,1.0,820.0
1125,00003150,2023-09,1.0,0.0
1126,00003150,2024-01,1.0,0.0
1127,00003150,2024-03,0.0,0.0
1128,00003150,2024-04,1.0,0.0
1129,00003150,2024-05,1.0,0.0
1130,00003150,2024-06,3.0,0.0
1131,00003150,2024-07,1.0,0.0
1132,00003150,2024-08,1.0,0.0
1133,00003150,2024-09,1.0,0.0
1137,00003153,2024-10,0.0,0.0
1138,00003154,2024-10,0.0,0.0
1139,00003155,2022-04,1.0,0.0
1140,00003155,2022-06,1.0,0.0
1141,00003155,2022-07,2.0,0.0
1142,00003155,2022-08,1.0,0.0
1143,00003155,2023-02,3.0,0.0
1144,00003155,2023-03,3.0,0.0
1145,00003155,2023-04,1.0,0.0
1146,00003155,2023-07,3.0,0.0
1147,00003155,2023-10,3.0,0.0
1148,00003155,2024-01,1.0,0.0
1149,00003155,2024-04,2.0,0.0
1150,00003155,2024-05,2.0,0.0
1151,00003155,2024-06,2.0,0.0
1152,00003155,2024-07,4.0,0.0
1153,00003155,2024-08,1.0,0.0
1154,00003155,2024-09,1.0,0.0
1177,00003167,2022-07,2.0,580.0
1178,00003167,2022-11,2.0,440.0
1179,00003167,2023-03,2.0,440.0
1180,00003167,2024-04,2.0,600.0
1181,00003167,2024-06,2.0,680.0
1182,00003167,2024-07,2.0,680.0
1183,00003167,2024-08,2.0,680.0
1184,00003169,2022-07,1.0,0.0
1185,00003169,2023-08,1.0,0.0
1186,00003169,2024-05,1.0,0.0
1192,00003173,2022-07,8.0,1120.0
1193,00003173,2023-08,4.0,520.0
1194,00003173,2023-09,8.0,1120.0
1195,00003173,2024-03,4.0,480.0
1196,00003173,2024-04,8.0,1120.0
1197,00003173,2024-05,12.0,1640.0
1198,00003173,2024-07,4.0,560.0
1199,00003173,2024-08,1.0,140.0
1214,00003180,2022-04,3.0,1170.0
1215,00003180,2022-06,2.0,780.0
1216,00003180,2022-09,3.0,1390.0
1217,00003180,2022-10,3.0,1680.0
1218,00003180,2022-11,1.0,560.0
1219,00003180,2022-12,1.0,560.0
1220,00003180,2023-01,5.0,2800.0
1221,00003180,2023-02,4.0,2300.0
1222,00003180,2023-03,9.0,4900.0
1223,00003180,2023-04,2.0,1120.0
1224,00003180,2023-05,3.0,1710.0
1225,00003180,2023-06,3.0,1590.0
1226,00003180,2023-07,4.0,1935.0
1227,00003180,2023-09,4.0,2040.0
1228,00003180,2023-10,2.0,1040.0
1229,00003180,2023-11,4.0,2080.0
1230,00003180,2023-12,3.0,1560.0
1231,00003180,2024-04,2.0,980.0
1232,00003180,2024-05,7.0,3680.0
1233,00003180,2024-06,1.0,540.0
1234,00003180,2024-07,2.0,1080.0
1235,00003180,2024-09,2.0,1060.0
1236,00003181,2023-07,1.0,0.0
1238,00003183,2023-06,2.0,380.0
1240,00003186,2022-12,1.0,0.0
1241,00003186,2023-07,1.0,0.0
1242,00003186,2023-09,1.0,0.0
1243,00003186,2023-11,1.0,0.0
1244,00003186,2024-05,2.0,0.0
1245,00003186,2024-07,1.0,0.0
1247,00003188,2023-01,1.0,0.0
1248,00003188,2023-02,1.0,0.0
1249,00003188,2023-06,1.0,0.0
1250,00003188,2024-04,1.0,0.0
1251,00003188,2024-07,1.0,0.0
1271,00003194,2022-04,1.0,800.0
1272,00003194,2022-07,2.0,1440.0
1273,00003194,2022-08,3.0,1670.0
1274,00003194,2022-09,2.0,800.0
1275,00003194,2022-11,2.0,920.0
1276,00003194,2023-01,1.0,460.0
1277,00003194,2023-03,2.0,920.0
1278,00003194,2023-04,2.0,920.0
1279,00003194,2023-05,1.0,460.0
1280,00003194,2023-07,1.0,460.0
1281,00003194,2023-08,2.0,920.0
1282,00003194,2023-09,1.0,540.0
1283,00003194,2023-10,3.0,1620.0
1284,00003194,2023-11,2.0,1080.0
1285,00003194,2023-12,3.0,540.0
1286,00003194,2024-02,1.0,540.0
1287,00003194,2024-05,3.0,1620.0
1288,00003194,2024-06,3.0,1620.0
1289,00003194,2024-07,2.0,1080.0
1290,00003194,2024-09,4.0,1080.0
1291,00003195,2023-02,1.0,950.0
1292,00003197,2022-11,1.0,0.0
1293,00003197,2023-01,1.0,0.0
1294,00003197,2023-02,1.0,0.0
1295,00003197,2023-03,1.0,0.0
1296,00003197,2023-04,1.0,0.0
1297,00003197,2023-05,2.0,0.0
1298,00003197,2023-07,1.0,0.0
1299,00003197,2023-08,1.0,0.0
1300,00003197,2023-09,2.0,0.0
1301,00003197,2024-01,2.0,0.0
1302,00003197,2024-04,1.0,0.0
1303,00003197,2024-07,1.0,0.0
1304,00003197,2024-10,1.0,0.0
1309,00003200,2022-06,2.0,0.0
1310,00003200,2023-10,1.0,0.0
1317,00003203,2022-07,2.0,0.0
1318,00003203,2023-08,2.0,0.0
1319,00003203,2023-09,2.0,0.0
1355,00003213,2022-10,2.0,0.0
1356,00003214,2022-06,2.0,0.0
1357,00003214,2022-07,2.0,0.0
1358,00003214,2022-10,2.0,0.0
1359,00003214,2022-11,2.0,0.0
1360,00003214,2023-01,2.0,0.0
1361,00003214,2023-03,2.0,0.0
1362,00003214,2023-06,2.0,0.0
1363,00003214,2023-09,2.0,0.0
1364,00003214,2024-02,2.0,0.0
1365,00003214,2024-03,2.0,0.0
1366,00003214,2024-04,2.0,0.0
1367,00003214,2024-08,2.0,0.0
1369,00003216,2022-10,2.0,0.0
1370,00003216,2023-09,2.0,0.0
1371,00003216,2023-10,2.0,0.0
1372,00003216,2024-02,2.0,0.0
1373,00003216,2024-03,2.0,0.0
1374,00003216,2024-04,2.0,0.0
1375,00003216,2024-06,2.0,0.0
1378,00003220,2022-11,2.0,0.0
1379,00003220,2023-09,2.0,0.0
1380,00003220,2024-06,2.0,0.0
1382,00003222,2023-09,2.0,0.0
1383,00003222,2024-04,2.0,0.0
1384,00003223,2022-06,2.0,0.0
1385,00003223,2022-12,1.0,0.0
1386,00003223,2023-03,1.0,0.0
1387,00003223,2023-04,1.0,0.0
1388,00003223,2023-07,1.0,0.0
1389,00003223,2024-04,1.0,0.0
1390,00003223,2024-06,3.0,0.0
1392,00003226,2022-04,2.0,0.0
1393,00003226,2022-07,2.0,0.0
1394,00003226,2022-08,2.0,0.0
1395,00003226,2022-10,2.0,0.0
1396,00003226,2023-04,2.0,0.0
1397,00003226,2023-05,2.0,0.0
1398,00003226,2023-07,2.0,0.0
1399,00003226,2023-08,2.0,0.0
1400,00003226,2024-06,2.0,0.0
1401,00003226,2024-07,2.0,0.0
1403,00003229,2022-08,4.0,0.0
1404,00003229,2024-04,0.0,0.0
1405,00003229,2024-09,2.0,0.0
1406,00003232,2022-08,1.0,400.0
1407,00003232,2022-10,3.0,930.0
1408,00003232,2022-11,3.0,840.0
1409,00003232,2022-12,4.0,960.0
1410,00003232,2023-01,1.0,240.0
1411,00003232,2023-03,1.0,230.0
1412,00003232,2023-05,1.0,230.0
1413,00003232,2023-06,2.0,460.0
1414,00003232,2023-07,1.0,230.0
1415,00003232,2023-08,1.0,310.0
1416,00003232,2023-10,1.0,330.0
1417,00003232,2024-02,1.0,310.0
1418,00003232,2024-05,1.0,310.0
1419,00003232,2024-06,1.0,310.0
1420,00003232,2024-07,1.0,310.0
1421,00003233,2022-09,1.0,400.0
1422,00003233,2022-10,1.0,400.0
1423,00003233,2022-11,1.0,400.0
1424,00003233,2023-08,1.0,340.0
1427,00003237,2022-08,1.0,300.0
1428,00003237,2022-12,1.0,250.0
1429,00003237,2023-02,1.0,250.0
1430,00003237,2023-04,1.0,280.0
1431,00003237,2023-05,1.0,280.0
1432,00003237,2023-08,1.0,280.0
1433,00003237,2023-10,1.0,280.0
1434,00003237,2023-11,2.0,560.0
1435,00003237,2024-02,6.0,280.0
1436,00003237,2024-06,2.0,560.0
1441,00003241,2022-06,1.0,0.0
1442,00003241,2023-02,1.0,0.0
1443,00003241,2023-04,1.0,0.0
1444,00003241,2023-09,1.0,0.0
1445,00003241,2024-03,1.0,0.0
1446,00003241,2024-05,1.0,0.0
1447,00003241,2024-06,1.0,0.0
1448,00003241,2024-09,1.0,0.0
1454,00003245,2022-04,1.0,160.0
1455,00003245,2022-10,1.0,110.0
1456,00003245,2023-03,2.0,220.0
1457,00003245,2024-07,0.0,0.0
1458,00003247,2022-09,2.0,0.0
1469,00003251,2022-07,1.0,200.0
1470,00003251,2022-11,1.0,200.0
1471,00003251,2024-07,1.0,200.0
1477,00003254,2022-04,1.0,170.0
1478,00003254,2022-06,1.0,320.0
1479,00003254,2022-07,1.0,520.0
1480,00003254,2022-09,1.0,400.0
1481,00003254,2022-10,3.0,1200.0
1482,00003254,2022-11,1.0,400.0
1483,00003254,2022-12,0.0,0.0
1484,00003254,2023-01,2.0,840.0
1485,00003254,2023-02,3.0,1580.0
1486,00003254,2023-03,7.0,3420.0
1487,00003254,2023-04,2.0,960.0
1488,00003254,2023-05,3.0,1470.0
1489,00003254,2023-06,2.0,980.0
1490,00003254,2023-07,3.0,1380.0
1491,00003254,2023-08,2.0,970.0
1492,00003254,2023-09,3.0,1350.0
1493,00003254,2023-10,2.0,840.0
1494,00003254,2023-11,4.0,1520.0
1495,00003254,2023-12,2.0,760.0
1496,00003254,2024-01,1.0,380.0
1497,00003254,2024-04,5.0,2100.0
1498,00003254,2024-05,4.0,1720.0
1499,00003254,2024-06,1.0,430.0
1500,00003254,2024-07,3.0,1130.0
1501,00003254,2024-09,2.0,740.0
1502,00003254,2024-10,1.0,370.0
1504,00003256,2022-04,1.0,650.0
1505,00003256,2023-02,1.0,500.0
1506,00003256,2024-04,1.0,450.0
1507,00003256,2024-06,1.0,400.0
1509,00003258,2022-04,2.0,640.0
1510,00003258,2022-10,2.0,640.0
1511,00003258,2023-10,2.0,520.0
1512,00003258,2024-03,2.0,500.0
1522,00003262,2022-04,1.0,200.0
1523,00003262,2022-06,1.0,200.0
1524,00003262,2024-05,0.0,0.0
1525,00003262,2024-09,1.0,160.0
1527,00003264,2022-04,1.0,0.0
1528,00003264,2022-09,1.0,0.0
1529,00003264,2022-10,2.0,0.0
1530,00003264,2022-12,1.0,0.0
1531,00003264,2023-03,3.0,0.0
1532,00003264,2023-04,2.0,0.0
1533,00003264,2023-05,1.0,0.0
1534,00003264,2023-08,2.0,0.0
1535,00003264,2023-10,1.0,0.0
1536,00003264,2024-01,3.0,0.0
1537,00003264,2024-02,2.0,0.0
