,kod,data,kolichestvo
5751,ЦБ015733,2022-11-15 12:50:44,1
5752,ЦБ015731,2022-11-15 12:50:44,1
5753,ЦБ019613,2022-11-15 12:50:44,1
5755,00003957,2022-11-15 12:50:44,2
5757,ЦБ002958,2022-11-15 12:50:44,2
5758,ЦБ009264,2022-11-15 12:50:44,4
5760,00003901,2022-10-28 15:05:14,2
5761,ЦБ013045,2022-10-28 13:07:20,8
5763,ЦБ018395,2022-10-28 13:08:05,1
5764,00003714,2022-09-13 12:31:37,2
5766,00003623,2022-09-13 12:31:37,1
5767,ЦБ005150,2022-09-13 12:31:37,11
5768,ЦБ017042,2022-10-28 13:08:05,4
5770,ЦБ008604,2022-10-28 13:08:05,1
5771,ЦБ020643,2022-10-28 13:08:05,2
5772,ЦБ022390,2022-10-28 13:08:05,1
5773,ЦБ018718,2022-10-28 13:08:05,2
5774,ЦБ021364,2022-10-28 13:08:05,2
5775,ЦБ001777,2022-10-05 16:16:35,2
5778,ЦБ008754,2022-08-17 16:36:57,4
5780,ЦБ013668,2022-08-17 16:37:45,1
5781,00003679,2022-08-17 16:37:45,1
5782,00003577,2022-08-17 16:37:45,1
5784,ЦБ013600,2022-08-17 12:26:54,1
5786,ЦБ018356,2022-08-17 16:35:27,3
5787,ЦБ018580,2022-08-17 16:35:27,2
5788,ЦБ018434,2022-08-17 16:35:27,2
5789,ЦБ003054,2022-08-17 16:35:27,1
5790,ЦБ002360,2022-08-17 16:35:27,1
5791,00003647,2022-09-02 15:13:45,19
5792,ЦБ002361,2022-08-17 16:35:27,1
5793,ЦБ014232,2022-08-17 16:34:45,1
5796,ЦБ012061,2022-08-17 16:34:45,8
5797,ЦБ012731,2022-08-17 16:34:45,1
5798,ЦБ011547,2022-08-17 16:34:45,2
5800,ЦБ018234,2022-11-08 12:50:41,2
5801,ЦБ010592,2022-09-29 16:24:11,1
5807,ЦБ001063,2022-08-25 11:22:17,1
5808,ЦБ018753,2022-08-25 11:22:17,1
5811,ЦБ015602,2022-09-29 16:24:11,1
5812,ЦБ015715,2022-09-29 16:24:11,2
5813,ЦБ020450,2022-09-29 16:24:11,1
5814,ЦБ019871,2022-09-29 16:24:11,2
5815,ЦБ014034,2022-09-29 16:24:11,2
5816,ЦБ001255,2022-09-29 16:24:11,3
5817,ЦБ008382,2022-09-29 16:24:11,5
5818,ЦБ018750,2022-09-29 16:24:11,2
5819,ЦБ020089,2022-09-29 16:24:11,2
5820,ЦБ015750,2022-09-29 16:24:11,2
5821,ЦБ002105,2022-08-17 16:34:45,1
5822,ЦБ011376,2022-08-17 16:34:45,1
5823,ЦБ017987,2022-08-17 16:34:45,2
5828,ЦБ020861,2022-08-17 16:34:45,1
5830,ЦБ012427,2022-11-08 12:50:41,1
5831,ЦБ007074,2022-11-08 12:50:41,1
5832,ЦБ006723,2022-11-08 12:50:41,2
5833,00003814,2022-09-27 10:58:50,2
5834,ЦБ011302,2022-09-29 16:24:11,2
5835,ЦБ019543,2022-11-08 12:50:41,2
5836,00003936,2022-11-08 12:50:41,3
5838,ЦБ022010,2022-11-08 12:50:41,1
5839,ЦБ012693,2022-11-08 12:50:41,1
5840,ЦБ002816,2022-11-08 12:50:41,1
5841,ЦБ002896,2022-11-08 12:50:41,20
5843,00003142,2022-11-08 12:50:41,2
5844,ЦБ008379,2022-11-08 12:50:41,2
5845,ЦБ011241,2022-08-29 16:44:51,1
5847,00003764,2022-11-08 12:50:41,1
5849,00003840,2022-11-08 12:50:41,2
5850,ЦБ012998,2022-11-08 12:50:41,1
5851,00003736,2022-11-08 12:50:41,2
5852,ЦБ008754,2022-09-13 12:31:37,5
5855,ЦБ018742,2022-09-13 12:31:37,2
5856,ЦБ001739,2022-09-13 12:31:37,1
5857,ЦБ023687,2022-09-29 16:24:24,10
5858,ЦБ001773,2022-11-08 12:50:41,2
5860,ЦБ015741,2022-11-15 12:50:44,1
5861,ЦБ022644,2022-11-15 12:50:44,3
5863,ЦБ011133,2022-11-15 12:50:44,2
5864,ЦБ020248,2022-11-15 12:50:44,1
5865,ЦБ021622,2022-11-15 12:50:44,1
5866,ЦБ001170,2022-11-15 12:50:44,1
5867,00003965,2022-11-15 12:50:44,50
5868,ЦБ020812,2022-11-15 12:50:44,1
5870,ЦБ023070,2022-08-29 15:09:00,4
5871,ЦБ021251,2022-08-29 15:09:00,2
5872,ЦБ020849,2022-08-29 15:09:00,10
5873,00003120,2022-08-29 15:09:00,1
5874,ЦБ015117,2022-08-29 15:09:00,1
5879,00003714,2022-08-29 11:38:05,2
5880,ЦБ017820,2022-08-29 11:37:23,2
5881,ЦБ015279,2022-08-29 11:37:23,2
5882,ЦБ016387,2022-08-29 11:37:23,1
5883,ЦБ013020,2022-08-29 11:37:23,4
5884,ЦБ021234,2022-10-25 15:59:25,1
5885,ЦБ021619,2022-08-29 11:37:23,1
5888,ЦБ008872,2022-08-29 11:38:33,2
5889,ЦБ021924,2022-08-29 11:38:33,5
5890,00003713,2022-08-29 11:38:33,1
5891,00003650,2022-08-29 11:38:33,1
5892,ЦБ019697,2022-08-29 16:44:36,1
5893,ЦБ021643,2022-08-29 16:45:21,2
5894,00003718,2022-08-29 16:45:21,2
5895,ЦБ017769,2022-08-29 16:46:31,2
5896,ЦБ007346,2022-08-29 16:46:31,7
5898,ЦБ013510,2022-08-29 16:46:31,2
5902,ЦБ008446,2022-08-29 16:46:31,1
5903,ЦБ012464,2022-08-29 16:46:31,5
5904,ЦБ015879,2022-08-29 16:46:31,3
5905,ЦБ001255,2022-08-29 16:46:31,2
5906,00003719,2022-08-29 16:46:31,1
5907,ЦБ001170,2022-08-29 16:46:31,2
5908,ЦБ008069,2022-11-08 12:57:36,1
5913,ЦБ005664,2022-11-08 12:57:58,4
5914,ЦБ005092,2022-11-08 12:57:58,4
5915,ЦБ010088,2022-11-08 12:57:58,4
5916,ЦБ013704,2022-11-08 12:57:58,2
5917,ЦБ021648,2022-11-15 12:50:44,2
5919,ЦБ021113,2022-09-13 12:33:27,1
5920,ЦБ023548,2022-09-13 12:33:27,1
5921,ЦБ018365,2022-09-13 12:33:27,1
5922,ЦБ018418,2022-09-13 12:33:27,2
5923,ЦБ016165,2022-09-13 12:33:27,1
5925,ЦБ021477,2022-09-13 12:33:27,1
5926,ЦБ021333,2022-09-13 12:33:27,1
5927,ЦБ007328,2022-09-29 15:47:52,2
5928,ЦБ022022,2022-09-29 15:47:52,1
5929,ЦБ011158,2022-09-29 15:47:52,16
5930,00003819,2022-09-29 15:47:52,1
5931,ЦБ019832,2022-08-30 11:46:52,1
5932,ЦБ018995,2022-08-30 11:46:52,2
5935,ЦБ019476,2022-08-30 11:46:52,1
5936,ЦБ002951,2022-09-29 15:47:52,2
5937,ЦБ017987,2022-09-29 15:47:52,2
5938,ЦБ011216,2022-09-29 15:47:52,3
5939,ЦБ021339,2022-09-29 15:47:52,1
5940,ЦБ018725,2022-09-29 15:47:52,3
5943,ЦБ011181,2022-09-29 15:47:52,2
5944,ЦБ018215,2022-09-15 17:04:53,10
5945,ЦБ014112,2022-09-15 17:04:53,2
5946,ЦБ017801,2022-09-15 17:04:53,1
5947,ЦБ010480,2022-09-15 17:04:53,10
5948,ЦБ020075,2022-09-15 17:04:53,1
5949,00003066,2022-09-15 17:04:53,4
5950,ЦБ014528,2022-09-15 17:04:53,2
5953,ЦБ011746,2022-08-30 12:28:08,2
5954,ЦБ017412,2022-09-15 17:04:53,3
5955,ЦБ016225,2022-10-05 16:13:29,4
5956,ЦБ021693,2022-10-05 16:13:29,1
5957,00003493,2022-10-05 15:49:46,1
5959,ЦБ018409,2022-10-05 15:49:46,2
5960,ЦБ017845,2022-10-05 15:49:46,1
5962,ЦБ014117,2022-10-05 15:49:46,2
5964,ЦБ015774,2022-08-30 12:28:08,2
5965,ЦБ019599,2022-08-30 12:28:08,1
5966,ЦБ014598,2022-08-30 12:28:08,2
5967,ЦБ002977,2022-08-30 12:28:08,1
5969,ЦБ002058,2022-08-30 12:28:08,2
5970,ЦБ014840,2022-08-30 12:28:08,4
5971,ЦБ016256,2022-08-30 12:28:08,1
5972,ЦБ018277,2022-08-30 12:28:08,2
5973,ЦБ007647,2022-08-30 12:28:08,2
5974,ЦБ021030,2022-08-30 12:28:08,1
5975,ЦБ021610,2022-08-30 12:28:08,5
5977,ЦБ002633,2022-08-30 12:28:08,1
5979,ЦБ011417,2022-08-30 12:28:08,2
5980,ЦБ021622,2022-08-30 12:28:08,1
5981,ЦБ018757,2022-08-30 12:28:08,1
5982,ЦБ022916,2022-08-30 12:28:08,1
5983,ЦБ018759,2022-08-30 12:28:08,2
5984,ЦБ007069,2022-08-30 12:28:08,1
5985,ЦБ002300,2022-09-29 15:46:35,10
5986,ЦБ001772,2022-08-30 12:28:08,1
5989,ЦБ015771,2022-09-27 13:04:02,200
5990,ЦБ014626,2022-09-27 13:04:02,100
5991,ЦБ014625,2022-09-27 13:04:02,50
5992,ЦБ014624,2022-09-27 13:04:02,100
5993,ЦБ016165,2022-09-29 15:46:35,1
5994,ЦБ006738,2022-09-29 15:46:35,2
5995,ЦБ019686,2022-08-30 15:40:56,2
5996,ЦБ021780,2022-08-30 15:40:56,4
5997,ЦБ018452,2022-08-30 15:42:03,1
5998,00003632,2022-08-30 15:43:02,1
5999,ЦБ019910,2022-08-30 15:44:07,1
6000,ЦБ019739,2022-08-30 15:44:45,10
6001,00003725,2022-08-30 16:00:38,1
6002,ЦБ019681,2022-09-29 15:46:35,2
6003,00003595,2022-09-29 15:46:35,1
6004,ЦБ015284,2022-09-29 15:46:35,1
6007,ЦБ023083,2022-09-14 15:05:26,4
6009,00003815,2022-09-27 14:11:25,2
6010,ЦБ004385,2022-09-27 14:11:25,1
6011,ЦБ018750,2022-09-27 14:11:25,1
6013,ЦБ004498,2022-09-27 14:13:07,2
6014,ЦБ021875,2022-08-31 12:50:06,2
6015,ЦБ005926,2022-08-31 12:50:06,2
6016,ЦБ022824,2022-08-31 12:50:06,1
6018,ЦБ016226,2022-08-31 15:00:47,4
6019,00003068,2022-08-31 15:00:47,1
6021,ЦБ020951,2022-09-27 14:14:38,40
6023,00003729,2022-08-31 16:29:25,15
6024,00003138,2022-08-31 16:29:25,40
6026,ЦБ021024,2022-08-31 15:01:19,1
6027,00003727,2022-08-31 15:01:19,2
6030,ЦБ003354,2022-09-27 14:14:38,10
6032,ЦБ011417,2022-09-29 15:46:35,2
6033,ЦБ016495,2022-09-29 15:46:35,5
6034,ЦБ005787,2022-09-29 15:46:35,1
6035,ЦБ003910,2022-09-29 15:49:09,2
6036,ЦБ019055,2022-09-29 15:49:09,1
6037,ЦБ006205,2022-09-29 15:49:09,1
6038,ЦБ011918,2022-09-14 15:03:46,1
6039,ЦБ020132,2022-09-14 15:03:46,1
6040,00003764,2022-09-14 15:03:46,2
6043,ЦБ002095,2022-09-29 15:49:09,1
6044,ЦБ020497,2022-09-29 15:49:09,2
6045,ЦБ007070,2022-09-29 15:49:09,1
6046,ЦБ014417,2022-09-29 15:49:09,2
6047,ЦБ021419,2022-09-15 17:04:53,2
6049,ЦБ019310,2022-09-15 17:04:53,3
6050,ЦБ011001,2022-09-15 17:04:53,4
6051,ЦБ003179,2022-09-15 17:04:53,2
6052,ЦБ011460,2022-09-15 17:04:53,1
6053,ЦБ017930,2022-09-15 17:04:53,50
6054,ЦБ010478,2022-09-15 17:04:53,2
6058,00003763,2022-09-14 12:44:29,2
6059,ЦБ016226,2022-09-14 12:44:29,6
6060,ЦБ015847,2022-09-14 12:44:29,12
6061,ЦБ023555,2022-09-14 12:44:29,1
6062,ЦБ018788,2022-09-14 12:44:29,2
6064,00003645,2022-09-14 12:44:29,2
6065,ЦБ010100,2022-09-14 12:44:29,2
6066,ЦБ003281,2022-09-14 12:44:29,2
6067,ЦБ017132,2022-09-14 12:44:29,1
6069,ЦБ010653,2022-09-15 17:07:28,16
6070,ЦБ013212,2022-09-15 17:07:28,1
6071,ЦБ022044,2022-09-15 17:07:28,2
6072,ЦБ001958,2022-09-15 17:07:28,2
6074,ЦБ016405,2022-09-15 17:07:28,3
6076,ЦБ016279,2022-09-16 14:42:39,1
6077,ЦБ007336,2022-09-16 14:46:55,2
6078,ЦБ020364,2022-09-16 14:46:55,1
6079,ЦБ021477,2022-09-16 14:46:55,1
6081,00003775,2022-09-16 14:46:55,4
6082,ЦБ002361,2022-09-19 15:25:32,2
6083,ЦБ014418,2022-09-29 15:49:09,2
6084,ЦБ002085,2022-10-18 16:12:17,1
6085,ЦБ010669,2022-10-18 16:14:32,2
6086,ЦБ002081,2022-10-18 16:14:32,1
6089,ЦБ018742,2022-10-28 13:08:05,3
6090,ЦБ021319,2022-10-28 13:08:05,2
6091,ЦБ005788,2022-11-15 12:50:44,4
6095,ЦБ006103,2022-10-31 14:03:35,10
6097,00003623,2022-10-31 14:03:35,2
6098,ЦБ004107,2022-09-16 14:47:08,1
6099,ЦБ002103,2022-09-16 14:47:08,2
6100,ЦБ003988,2022-09-19 12:19:15,1
6101,ЦБ019996,2022-10-31 14:03:35,1
6102,ЦБ021969,2022-10-18 16:12:06,2
6105,ЦБ018759,2022-10-26 14:40:25,2
6108,00003888,2022-10-26 12:16:33,2
6109,ЦБ007951,2022-10-26 12:16:33,2
6110,ЦБ006531,2022-10-26 12:16:33,1
6111,00003889,2022-10-26 12:16:33,1
6113,ЦБ018745,2022-10-26 12:16:33,2
6114,ЦБ019527,2022-10-26 12:16:33,1
6115,ЦБ011181,2022-10-26 12:16:33,2
6116,ЦБ014117,2022-10-26 12:17:19,2
6118,00003902,2022-10-28 16:00:53,1
6120,ЦБ023477,2022-10-28 16:00:53,2
6121,ЦБ017415,2022-10-28 16:00:53,1
6122,ЦБ017416,2022-10-28 16:00:53,1
6123,ЦБ001274,2022-10-28 13:07:07,2
6124,00003774,2022-09-16 14:38:05,200
6127,ЦБ001262,2022-10-18 12:39:32,2
6128,ЦБ016731,2022-10-18 12:39:32,1
6129,ЦБ001976,2022-10-18 12:39:32,3
6130,ЦБ004893,2022-09-30 16:39:14,1
6132,ЦБ018505,2022-09-30 16:39:14,1
6133,ЦБ001329,2022-10-18 12:39:32,2
6135,ЦБ006937,2022-09-30 16:39:14,1
6136,00003703,2022-09-30 16:39:14,8
6137,ЦБ016010,2022-09-30 16:39:14,1
6138,ЦБ015968,2022-09-30 16:39:14,1
6139,ЦБ018736,2022-09-30 16:39:14,1
6140,ЦБ018742,2022-09-30 16:39:14,3
6142,00003632,2022-09-30 16:40:24,1
6144,ЦБ018589,2022-09-30 16:41:08,1
6145,ЦБ006205,2022-09-30 16:41:08,2
6147,ЦБ023548,2022-10-04 11:09:38,1
6150,ЦБ013234,2022-10-18 12:39:32,2
6151,ЦБ019606,2022-10-18 12:39:32,1
6152,ЦБ017546,2022-10-18 12:39:32,2
6153,ЦБ022396,2022-10-18 12:39:32,1
6154,ЦБ017144,2022-09-13 16:42:39,2
6155,ЦБ004404,2022-09-13 16:42:39,3
6157,ЦБ007142,2022-10-18 12:39:32,2
6158,ЦБ021186,2022-10-18 12:39:32,1
6159,ЦБ012364,2022-10-18 12:39:32,2
6160,ЦБ022498,2022-09-15 17:05:41,1
6161,ЦБ016994,2022-09-15 17:05:41,1
6163,00003773,2022-09-15 17:42:29,2
6164,00003520,2022-09-15 17:08:43,1
6167,ЦБ021042,2022-09-15 17:09:29,2
6168,ЦБ020075,2022-09-15 17:09:29,7
6170,ЦБ016696,2022-09-15 17:07:03,1
6173,ЦБ016161,2022-10-18 12:39:32,1
6174,ЦБ018210,2022-10-18 12:39:32,2
6175,ЦБ008979,2022-10-18 12:39:32,4
6176,ЦБ022438,2022-10-18 12:39:32,1
6177,ЦБ023019,2022-10-18 12:39:32,4
6178,ЦБ022767,2022-10-18 12:39:32,4
6179,ЦБ019584,2022-09-15 15:06:26,5
6180,ЦБ020466,2022-09-15 15:06:26,5
6181,ЦБ020467,2022-09-15 15:06:26,3
6182,ЦБ018868,2022-09-01 16:50:41,2
6183,ЦБ022493,2022-09-01 16:50:41,2
6184,ЦБ021097,2022-09-01 16:50:41,1
6186,00003563,2022-09-01 16:50:41,2
6188,ЦБ017444,2022-09-01 16:50:41,2
6189,ЦБ006103,2022-09-01 16:50:41,7
6191,ЦБ011151,2022-09-01 16:50:41,5
6193,ЦБ020215,2022-09-01 16:50:41,1
6194,ЦБ018568,2022-09-01 16:50:41,2
6195,ЦБ005368,2022-09-01 16:50:41,20
6196,ЦБ018370,2022-09-01 16:50:41,1
6197,ЦБ010888,2022-09-01 16:50:41,1
6198,ЦБ005927,2022-09-01 16:50:41,1
6199,ЦБ005807,2022-09-01 16:50:41,2
6202,ЦБ016479,2022-09-01 16:50:41,2
6203,00003733,2022-09-01 16:50:41,1
6204,ЦБ021276,2022-09-01 16:50:41,3
6205,ЦБ021477,2022-09-01 16:50:41,2
6206,ЦБ022790,2022-09-01 16:50:41,2
6208,ЦБ009131,2022-09-01 16:50:41,1
6209,ЦБ009655,2022-09-01 16:50:41,30
6210,ЦБ010480,2022-09-01 16:50:41,3
6211,ЦБ010530,2022-09-01 16:50:41,4
6212,00003411,2022-09-01 16:50:41,1
6215,ЦБ023461,2022-09-01 16:50:41,1
6217,ЦБ010756,2022-09-01 16:50:41,1
6218,00003194,2022-09-01 16:50:41,2
6221,ЦБ018749,2022-09-01 16:50:41,1
6222,ЦБ018750,2022-09-01 16:50:41,2
6223,ЦБ010100,2022-09-01 16:50:41,2
6224,ЦБ003179,2022-09-01 16:50:41,1
6225,ЦБ022916,2022-09-01 16:50:41,1
6227,ЦБ011879,2022-09-01 16:50:41,2
6229,ЦБ009822,2022-09-01 16:50:41,1
6230,ЦБ010914,2022-09-01 16:52:34,1
6231,ЦБ018574,2022-09-01 16:52:34,4
6232,ЦБ018356,2022-09-01 16:52:34,5
6233,ЦБ021543,2022-09-01 16:52:34,3
6234,ЦБ007936,2022-09-01 16:52:34,2
6235,ЦБ018931,2022-09-01 16:52:34,2
6238,ЦБ018722,2022-09-01 16:52:34,2
6239,ЦБ022644,2022-09-01 16:52:34,5
6240,00003618,2022-09-01 16:52:34,2
6241,00003735,2022-09-01 16:52:34,1
6243,00003736,2022-09-01 16:52:34,1
6244,ЦБ010264,2022-09-01 16:52:34,1
6245,00003547,2022-09-01 17:03:26,1
6246,ЦБ018325,2022-09-01 17:04:31,1
6247,ЦБ014597,2022-09-01 17:05:28,2
6248,ЦБ022576,2022-09-01 17:05:28,4
6250,ЦБ005092,2022-09-01 17:05:28,1
6252,ЦБ004070,2022-09-01 17:05:28,10
6253,ЦБ002874,2022-09-01 17:05:28,1
6261,ЦБ021756,2022-09-15 15:06:26,3
6263,ЦБ019310,2022-09-27 15:39:25,5
6264,00003449,2022-09-27 15:39:25,1
6266,ЦБ021788,2022-09-13 17:26:11,3
6267,ЦБ018753,2022-09-27 15:39:25,3
6268,ЦБ008896,2022-09-27 15:40:56,1
6269,ЦБ019170,2022-09-27 15:40:56,2
6271,ЦБ018736,2022-09-27 15:40:56,2
6272,ЦБ002730,2022-09-27 15:40:56,1
6273,ЦБ020812,2022-09-27 15:40:56,1
6274,ЦБ011179,2022-10-18 12:39:32,1
6275,ЦБ002553,2022-10-18 12:39:32,1
6276,ЦБ021624,2022-10-18 12:39:32,4
6277,ЦБ021364,2022-10-18 12:39:32,2
6281,ЦБ008032,2022-09-30 16:44:24,10
6282,ЦБ002885,2022-10-18 12:39:32,2
6284,ЦБ005643,2022-11-08 15:52:18,4
6285,00003468,2022-11-08 15:52:18,10
6288,00003595,2022-11-08 15:52:32,2
6289,ЦБ004935,2022-10-18 12:39:32,2
6290,ЦБ022095,2022-10-18 12:39:32,1
6291,ЦБ020812,2022-10-18 12:39:32,1
6292,ЦБ016310,2022-10-18 12:39:32,1
6293,ЦБ017254,2022-10-18 12:39:32,1
6295,ЦБ020057,2022-11-08 15:52:32,10
6296,ЦБ019383,2022-11-08 15:52:32,1
6297,ЦБ020119,2022-10-26 17:31:19,1
6298,ЦБ019706,2022-10-26 17:31:19,1
6299,00003891,2022-10-26 17:31:19,6
6300,ЦБ005798,2022-10-26 17:31:19,6
6301,ЦБ020210,2022-09-15 17:08:32,2
6302,ЦБ011230,2022-09-15 17:08:32,2
6303,ЦБ002183,2022-09-15 17:08:32,2
6304,ЦБ018747,2022-09-15 17:45:57,7
6305,ЦБ016084,2022-09-16 17:41:01,1
6306,ЦБ022540,2022-09-16 17:41:01,1
6307,ЦБ019055,2022-09-16 14:45:49,1
6309,ЦБ011211,2022-09-02 10:44:39,1
6310,ЦБ002870,2022-09-02 10:44:39,4
6311,ЦБ020305,2022-09-02 10:44:39,4
6312,ЦБ016736,2022-09-02 15:10:11,1
6313,ЦБ018555,2022-09-02 15:10:11,4
6314,ЦБ006136,2022-09-02 15:10:11,4
6315,ЦБ018370,2022-09-02 15:10:11,1
6316,ЦБ002725,2022-09-02 15:10:11,1
6317,ЦБ022368,2022-09-02 15:10:11,1
6318,ЦБ022320,2022-09-02 15:10:11,1
6320,ЦБ010759,2022-09-02 15:10:11,1
6321,ЦБ016814,2022-09-02 15:10:11,1
6322,ЦБ018753,2022-09-02 15:10:11,1
6323,ЦБ022916,2022-09-02 15:10:11,2
6324,ЦБ023593,2022-09-05 11:59:38,2
6325,ЦБ020089,2022-09-02 15:10:11,2
6326,ЦБ001759,2022-09-02 15:10:11,2
6327,ЦБ021848,2022-09-02 15:06:54,1
6328,ЦБ008585,2022-09-02 15:06:54,10
6329,ЦБ023241,2022-09-02 15:06:54,1
6331,00003632,2022-09-02 15:08:24,1
6332,ЦБ001906,2022-09-02 15:07:40,1
6333,ЦБ001978,2022-09-02 15:07:40,2
6334,00003068,2022-09-02 15:47:34,4
6336,ЦБ011091,2022-11-08 16:43:55,20
6337,ЦБ022841,2022-09-13 16:41:28,1
6339,ЦБ003852,2022-09-13 16:42:12,1
6342,ЦБ021276,2022-09-13 16:42:12,2
6343,ЦБ007263,2022-09-13 16:42:12,5
6345,ЦБ020532,2022-11-08 16:43:55,4
6346,ЦБ018353,2022-10-18 17:35:42,2
6347,ЦБ016389,2022-10-18 17:35:42,2
6348,ЦБ019105,2022-09-08 15:28:15,1
6349,ЦБ021378,2022-10-18 17:35:42,4
6351,ЦБ013535,2022-11-09 11:30:02,72
6352,ЦБ001267,2022-11-09 11:30:02,72
6353,ЦБ021887,2022-10-04 16:39:19,1
6355,ЦБ020984,2022-10-18 16:14:21,1
6358,ЦБ013535,2022-09-13 17:28:12,48
6359,ЦБ018673,2022-10-26 17:31:19,1
6361,00003893,2022-10-26 17:31:19,2
6363,00003894,2022-10-26 17:31:19,1
6365,ЦБ005788,2022-10-26 17:31:19,2
6366,ЦБ019310,2022-10-28 17:38:56,4
6369,00003753,2022-09-08 15:59:58,1
6370,ЦБ022391,2022-09-08 15:59:58,3
6371,ЦБ018759,2022-09-08 15:59:58,2
6372,ЦБ022293,2022-09-08 15:43:37,1
6373,00003264,2022-09-08 15:43:59,1
6374,ЦБ023286,2022-09-13 17:28:01,3
6377,ЦБ011151,2022-10-25 15:59:25,5
6378,ЦБ022576,2022-10-25 15:59:25,4
6379,ЦБ008221,2022-10-25 15:59:25,10
6380,ЦБ012903,2022-10-25 15:59:25,1
6382,ЦБ008872,2022-10-25 15:59:25,1
6384,ЦБ020532,2022-10-04 16:37:57,3
6386,ЦБ016993,2022-10-04 16:33:13,2
6387,ЦБ023583,2022-10-04 16:33:13,1
6388,ЦБ020318,2022-10-04 16:33:13,2
6389,00003740,2022-09-05 17:06:50,1
6391,00003547,2022-09-05 11:59:38,1
6392,ЦБ023002,2022-09-05 11:59:38,1
6395,00003679,2022-09-05 11:59:38,1
6396,ЦБ015249,2022-09-05 11:59:38,1
6398,ЦБ022655,2022-09-05 11:59:38,1
6399,ЦБ018378,2022-09-05 11:35:10,1
6400,ЦБ018398,2022-09-05 11:35:10,2
6401,ЦБ018409,2022-09-05 11:35:10,2
6402,ЦБ015279,2022-09-05 11:35:10,3
6403,ЦБ002360,2022-09-05 11:35:10,1
6404,ЦБ019539,2022-09-05 11:35:10,1
6405,ЦБ016226,2022-09-05 11:35:10,4
6406,ЦБ023019,2022-09-05 11:35:10,1
6407,ЦБ020057,2022-09-05 11:35:10,7
6408,ЦБ018728,2022-09-05 11:35:10,2
6410,ЦБ018753,2022-09-05 11:35:10,2
6411,ЦБ001738,2022-09-05 11:35:10,3
6412,ЦБ020812,2022-09-05 11:35:10,1
6416,ЦБ006644,2022-09-05 11:34:18,2
6418,00003515,2022-09-08 16:49:40,1
6419,00003180,2022-09-08 16:50:04,4
6420,ЦБ011949,2022-10-04 16:38:47,10
6421,ЦБ014118,2022-10-04 16:38:47,2
6422,ЦБ013337,2022-10-04 16:38:47,2
6423,ЦБ019257,2022-10-25 15:59:25,1
6424,ЦБ019840,2022-10-25 15:59:25,2
6425,ЦБ011370,2022-10-25 15:59:25,2
6426,ЦБ019016,2022-10-25 15:59:25,1
6427,ЦБ021491,2022-10-25 15:59:25,1
6429,ЦБ002738,2022-10-25 15:59:25,1
6430,ЦБ022415,2022-10-25 15:59:25,2
6432,ЦБ009102,2022-10-25 15:59:25,2
6433,ЦБ009264,2022-10-25 15:59:25,2
6434,00003067,2022-10-25 15:59:25,4
6435,00003449,2022-10-25 15:59:25,1
6436,ЦБ000045,2022-10-25 15:59:25,4
6437,ЦБ013510,2022-09-05 12:55:52,4
6440,ЦБ022830,2022-09-05 11:34:29,3
6441,00003445,2022-09-05 11:34:29,1
6442,ЦБ022750,2022-09-05 11:34:29,25
6443,ЦБ010222,2022-09-08 15:43:46,2
6444,ЦБ019105,2022-09-08 15:42:56,3
6445,ЦБ023102,2022-09-08 15:42:56,4
6446,ЦБ010722,2022-09-08 15:42:56,1
6447,00003754,2022-09-08 15:42:56,1
6448,ЦБ010653,2022-09-08 15:43:25,10
6449,ЦБ022576,2022-09-15 16:13:26,2
6450,00003766,2022-09-15 16:13:26,1
6453,ЦБ014506,2022-09-08 15:11:01,2
6454,ЦБ019832,2022-09-08 15:11:01,1
6455,ЦБ021239,2022-09-08 15:11:01,1
6456,ЦБ021774,2022-09-08 15:11:01,1
6457,ЦБ018291,2022-09-08 15:11:01,2
6458,ЦБ013821,2022-09-08 15:11:01,1
6459,ЦБ009272,2022-09-08 15:11:01,1
6460,ЦБ020220,2022-09-08 15:28:15,4
6461,ЦБ017204,2022-09-08 15:28:15,2
6462,00003751,2022-09-08 15:28:15,2
6463,ЦБ018370,2022-09-08 15:28:15,1
6464,ЦБ018393,2022-09-08 15:28:15,1
6465,ЦБ016165,2022-09-08 15:28:15,2
6466,ЦБ005600,2022-09-08 15:28:15,2
6467,ЦБ005602,2022-09-08 15:28:15,2
6469,ЦБ016256,2022-09-08 15:28:15,2
6470,ЦБ022311,2022-09-08 15:28:15,1
6471,ЦБ019613,2022-09-08 15:28:15,1
6472,ЦБ013017,2022-09-08 15:28:15,1
6473,ЦБ023102,2022-09-08 15:28:15,4
6474,ЦБ001527,2022-09-08 15:28:15,1
6475,00003752,2022-09-08 15:28:15,3
6479,ЦБ018563,2022-10-04 16:33:13,2
6484,ЦБ018419,2022-10-04 16:33:13,10
6485,00003800,2022-10-04 16:33:13,20
6486,ЦБ021675,2022-10-04 16:33:13,2
6488,ЦБ017859,2022-10-04 16:33:13,1
6489,ЦБ003054,2022-10-04 16:33:13,1
6490,ЦБ020800,2022-10-04 16:33:13,1
6491,ЦБ020801,2022-10-04 16:33:13,1
6492,ЦБ002360,2022-10-04 16:33:13,2
6493,ЦБ002361,2022-10-04 16:33:13,2
6496,ЦБ002793,2022-10-04 16:33:13,2
6498,00003089,2022-09-27 16:53:16,5
6499,ЦБ018538,2022-10-25 15:59:25,2
6500,ЦБ003909,2022-10-26 17:34:23,2
